"","Pollster","Start.Date","End.Date","Entry.Date.Time..ET.","Number.of.Observations","Population","Mode","Trump","Clinton","Johnson","Other","Undecided","Pollster.URL","Source.URL","Partisan","Affiliation","Question.Text","Question.Iteration"
"11","SurveyMonkey","2016-10-25","2016-10-31","2016-11-01T13:54:44Z",1010,"Likely Voters","Internet",42,43,12,NA,3,"http://elections.huffingtonpost.com/pollster/polls/surveymonkey-26596","https://www.surveymonkey.com/elections/map?poll=sm-lv-cpsplus","Nonpartisan","None","",1
"12","Remington Research Group (R)/Axiom Strategies","2016-10-30","2016-10-30","2016-10-31T14:04:24Z",787,"Likely Voters","IVR/Live Phone",48,44,4,1,3,"http://elections.huffingtonpost.com/pollster/polls/remington-research-group-r-axiom-strategies-26562","http://axiomstrategies.com/abc/","Sponsor","Rep","",1
"13","UPI/CVOTER","2016-10-23","2016-10-29","2016-11-01T12:54:47Z",314,"Likely Voters","Internet",46,48,NA,6,NA,"http://elections.huffingtonpost.com/pollster/polls/upi-cvoter-26592","https://www.documentcloud.org/documents/3210977-UPI-CVoter-2016-StatePoll-October-29.html","Nonpartisan","None","",1
"14","NBC/WSJ/Marist","2016-10-20","2016-10-24","2016-10-26T21:16:10Z",707,"Likely Voters","Live Phone",45,45,NA,9,1,"http://elections.huffingtonpost.com/pollster/polls/nbc-wsj-marist-26487","http://www.nbcnews.com/politics/first-read/polls-clinton-holds-9-point-lead-new-hampshire-tied-nevada-n673361","Nonpartisan","None","If November's presidential election were held today, whom would you support if the candidates are [including those who are undecided yet leaning toward a candidate or already voted]:",1
"15","NBC/WSJ/Marist","2016-10-20","2016-10-24","2016-10-26T21:16:10Z",707,"Likely Voters","Live Phone",43,43,10,3,2,"http://elections.huffingtonpost.com/pollster/polls/nbc-wsj-marist-26487","http://www.nbcnews.com/politics/first-read/polls-clinton-holds-9-point-lead-new-hampshire-tied-nevada-n673361","Nonpartisan","None","If November's presidential election were held today, whom would you support if the candidates are [including those who are undecided yet leaning toward a candidate or already voted]:",2
"16","SurveyMonkey","2016-10-18","2016-10-24","2016-10-26T13:40:15Z",967,"Likely Voters","Internet",44,44,10,NA,2,"http://elections.huffingtonpost.com/pollster/polls/surveymonkey-26441","https://www.surveymonkey.com/elections/map?poll=sm-lv-cpsplus","Nonpartisan","None","",1
"17","Bendixen & Amandi-Las Vegas Review-Journal","2016-10-20","2016-10-23","2016-10-25T13:10:37Z",800,"Likely Voters","Live Phone",41,48,6,1,4,"http://elections.huffingtonpost.com/pollster/polls/bendixen-amandi-las-vegas-review-journal-26416","http://www.reviewjournal.com/politics/election-2016/rj-poll-shows-clinton-adding-lead-over-trump-nevada?test=","Pollster","Dem","",1
"18","Remington Research Group (R)/Axiom Strategies","2016-10-20","2016-10-22","2016-10-25T13:40:54Z",1332,"Likely Voters","IVR/Live Phone",47,44,4,2,3,"http://elections.huffingtonpost.com/pollster/polls/remington-research-group-r-axiom-strategies-26422","http://big.assets.huffingtonpost.com/NVSTATEWIDE.pdf","Sponsor","Rep","",1
"19","Rasmussen/KTNV","2016-10-20","2016-10-22","2016-10-25T13:19:09Z",826,"Likely Voters","IVR/Online",42,46,5,2,4,"http://elections.huffingtonpost.com/pollster/polls/rasmussen-ktnv-26418","http://www.ktnv.com/news/political/ktnvrasmussen-poll-clinton-pulls-ahead-of-trump-in-nevada-as-early-voting-starts","Nonpartisan","None","If the 2016 presidential election were held today, would you vote for Republican Donald Trump or Democrat Hillary Clinton?",1
"20","Monmouth University","2016-10-14","2016-10-17","2016-10-18T17:07:06Z",413,"Likely Voters","Live Phone",40,47,7,3,3,"http://elections.huffingtonpost.com/pollster/polls/monmouth-university-26251","https://www.monmouth.edu/polling-institute/reports/MonmouthPoll_NV_101816/","Nonpartisan","None","If the election for President was today, would you vote for Donald Trump the Republican, Hillary Clinton the Democrat, or Gary Johnson the Libertarian – or would you choose the option for none of these candidates?",1
"21","UPI/CVOTER","2016-10-09","2016-10-16","2016-10-20T16:07:27Z",319,"Likely Voters","Internet",45,49,NA,6,NA,"http://elections.huffingtonpost.com/pollster/polls/upi-cvoter-26315","https://assets.documentcloud.org/documents/3143752/UPI-CVoter-2016-StatePoll-October-16.pdf","Nonpartisan","None","",1
"22","WashPost/SurveyMonkey","2016-10-08","2016-10-16","2016-10-18T17:01:16Z",884,"Likely Voters","Internet",46,47,NA,NA,7,"http://elections.huffingtonpost.com/pollster/polls/washpost-surveymonkey-26247","http://apps.washingtonpost.com/g/page/politics/surveymonkey-15-state-poll/2103/","Nonpartisan","None","",1
"23","WashPost/SurveyMonkey","2016-10-08","2016-10-16","2016-10-18T17:01:16Z",884,"Likely Voters","Internet",44,40,9,5,2,"http://elections.huffingtonpost.com/pollster/polls/washpost-surveymonkey-26247","http://apps.washingtonpost.com/g/page/politics/surveymonkey-15-state-poll/2103/","Nonpartisan","None","",2
"24","CNN","2016-10-10","2016-10-15","2016-10-17T16:36:47Z",698,"Likely Voters","Live Phone",44,46,7,2,0,"http://elections.huffingtonpost.com/pollster/polls/cnn-26203","http://www.cnn.com/2016/10/17/politics/battleground-polls-2016-elections/index.html?adkey=bn","Nonpartisan","None","Suppose that the presidential election were being held today and you had to choose between Hillary Clinton and Tim Kaine as the Democratic Party’s candidates, Donald Trump and Mike Pence as the Republican Party’s candidates, and Gary Johnson and Bill Weld as the Libertarian Party’s candidates. Who would you be more likely to vote for?",1
"25","CNN","2016-10-10","2016-10-15","2016-10-17T16:36:47Z",698,"Likely Voters","Live Phone",46,50,NA,3,0,"http://elections.huffingtonpost.com/pollster/polls/cnn-26203","http://www.cnn.com/2016/10/17/politics/battleground-polls-2016-elections/index.html?adkey=bn","Nonpartisan","None","Now suppose that the presidential candidates on the ballot in your state included only Hillary Clinton as the Democratic Party’s candidate and Donald Trump as the Republican Party’s candidate, who would you be more likely to vote for?",2
"26","CBS/YouGov","2016-10-12","2016-10-14","2016-10-16T13:17:58Z",996,"Likely Voters","Internet",40,46,4,5,4,"http://elections.huffingtonpost.com/pollster/polls/cbs-yougov-26185","https://www.scribd.com/document/327758568/CBS-News-Battleground-Tracker-Nevada-Oct-16#from_embed","Nonpartisan","None","If the 2016 presidential election were being held today and the candidates were Hillary Clinton, the Democrat, and Donald Trump, the Republican, who would you vote for? (Voters selecting someone else in the initial question were given a choice of a selection of third party candidates)",1
"27","JMC Analytics (R)/8 News NOW","2016-10-10","2016-10-13","2016-10-16T13:58:33Z",600,"Likely Voters","Live Phone",41,43,4,3,9,"http://elections.huffingtonpost.com/pollster/polls/jmc-analytics-r-8-news-now-26189","http://www.lasvegasnow.com/news/nvdebate-tight-race-between-clinton-and-trump","Pollster","Rep","",1
"28","Ipsos/Reuters","2016-09-23","2016-10-13","2016-10-21T12:42:39Z",641,"Likely Voters","Internet",39,41,NA,NA,20,"http://elections.huffingtonpost.com/pollster/polls/ipsos-reuters-26344","http://big.assets.huffingtonpost.com/2016ReutersSOTN10.17.16.pdf","Nonpartisan","None","",1
"29","Clarity (D-End Citizens United)","2016-10-10","2016-10-11","2016-10-13T16:56:49Z",1010,"Likely Voters","IVR/Live Phone",43,43,NA,6,8,"http://elections.huffingtonpost.com/pollster/polls/clarity-d-end-citizens-united-26159","http://endcitizensunited.org/press-releases/new-nv-poll-cortez-masto-leads-heck-44-41/","Sponsor","Dem","",1
"30","PPP (D-Cortez Masto)","2016-10-10","2016-10-11","2016-10-12T20:16:49Z",986,"Likely Voters","IVR/Online",43,47,NA,NA,10,"http://elections.huffingtonpost.com/pollster/polls/ppp-d-cortez-masto-26151","http://www.publicpolicypolling.com/pdf/2015/PPP_Release_NV_101216.pdf","Sponsor","Dem","The candidates for President are Democrat Hillary Clinton and Republican Donald Trump. If the election was today, who would you vote for?",1
"31","Hart (D)/UNLV","2016-09-27","2016-10-02","2016-10-05T12:48:21Z",700,"Registered Voters","Live Phone",41,44,9,NA,7,"http://elections.huffingtonpost.com/pollster/polls/hart-d-unlv-25958","http://www.ktnv.com/news/ralston/new-poll-nevada-races-for-president-senate-remain-close","Pollster","Dem","",1
"32","Hart (D)/UNLV","2016-09-27","2016-10-02","2016-10-05T12:48:21Z",700,"Registered Voters","Live Phone",44,47,NA,4,6,"http://elections.huffingtonpost.com/pollster/polls/hart-d-unlv-25958","http://www.ktnv.com/news/ralston/new-poll-nevada-races-for-president-senate-remain-close","Pollster","Dem","",2
"33","UPI/CVOTER","2016-09-19","2016-10-02","2016-10-04T13:18:36Z",536,"Likely Voters","Internet",47,47,NA,6,NA,"http://elections.huffingtonpost.com/pollster/polls/upi-cvoter-25925","https://www.documentcloud.org/documents/3118423-UPI-CVoter-2016-StatePoll-October-3-1.html","Nonpartisan","None","",1
"34","Suffolk","2016-09-27","2016-09-29","2016-09-30T16:04:22Z",500,"Likely Voters","Live Phone",38,44,7,5,6,"http://elections.huffingtonpost.com/pollster/polls/suffolk-25815","http://www.suffolk.edu/academics/10740.php","Nonpartisan","None","Nevada’s presidential ballot includes five candidates - Independent American Party Darrell Castle, Democrat Hillary Clinton, Rocky De La Fuente - No Party, Libertarian Gary Johnson, Republican Donald Trump, or none of these candidates. At this point which candidate will you vote for or lean toward?",1
"35","Ipsos/Reuters","2016-09-02","2016-09-22","2016-09-26T19:03:15Z",542,"Likely Voters","Internet",45,45,NA,NA,10,"http://elections.huffingtonpost.com/pollster/polls/ipsos-reuters-25718","http://big.assets.huffingtonpost.com/ipsos926.pdf","Nonpartisan","None","",1
"36","Fox News","2016-09-18","2016-09-20","2016-09-21T22:39:07Z",704,"Likely Voters","Live Phone",43,40,8,4,3,"http://elections.huffingtonpost.com/pollster/polls/fox-news-25610","http://www.foxnews.com/politics/interactive/2016/09/21/fox-news-poll-nevada/","Nonpartisan","None","",1
"37","Fox News","2016-09-18","2016-09-20","2016-09-21T22:39:07Z",704,"Likely Voters","Live Phone",46,42,NA,7,4,"http://elections.huffingtonpost.com/pollster/polls/fox-news-25610","http://www.foxnews.com/politics/interactive/2016/09/21/fox-news-poll-nevada/","Nonpartisan","None","",2
"38","GQR (D-Democracy Corps/WVWV)","2016-09-10","2016-09-19","2016-09-23T20:13:49Z",400,"Likely Voters","Live Phone",42,42,7,3,4,"http://elections.huffingtonpost.com/pollster/polls/gqr-d-democracy-corps-wvwv-25638","http://www.democracycorps.com/Battleground-Surveys/consolidating-democrats-the-strategy-that-gives-a-governing-majority/?ct=t%28Consolidating+Democrats+-+Sept+BG+Release%29&mc_cid=75290cc883&mc_eid=%5BUNIQID%5D","Sponsor","Dem","I know it's a long way off, but thinking about the election for President in November, if the election for President were held today, would you vote for -- Democrat Hillary Clinton, Republican Donald Trump, Libertarian Gary Johnson or Green Party Candidate Jill Stein?",1
"39","Rasmussen/KTNV","2016-09-16","2016-09-18","2016-09-20T12:51:38Z",800,"Likely Voters","IVR/Online",42,39,11,3,4,"http://elections.huffingtonpost.com/pollster/polls/rasmussen-ktnv-25536","http://m.rasmussenreports.com/public_content/politics/elections/election_2016/nevada/election_2016_nevada_president","Nonpartisan","None","If the 2016 presidential election were held today, would you vote for Republican Donald Trump or Democrat Hillary Clinton?",1
"40","Insights West","2016-09-12","2016-09-14","2016-09-22T21:56:15Z",398,"Likely Voters","Internet",42,40,5,3,10,"http://elections.huffingtonpost.com/pollster/polls/insights-west-25628","http://www.insightswest.com/news/trump-leads-in-arizona-and-nevada-clinton-in-california-and-washington/?utm_source=Political+List+%28US+Election%29&utm_campaign=8423b3928c-Political_List_2016_US_Election_9_21_2016&utm_medium=email&utm_term=0_4223c8f7cf-8","Nonpartisan","None","As you may know, there will be a presidential election on Nov. 8. Which one of the following candidates would you be most likely to support on Election Day?",1
"41","Monmouth University","2016-09-11","2016-09-13","2016-09-14T17:04:22Z",406,"Likely Voters","Live Phone",44,42,8,1,6,"http://elections.huffingtonpost.com/pollster/polls/monmouth-university-25488","http://www.monmouth.edu/polling-institute/reports/MonmouthPoll_NV_091416/","Nonpartisan","None","If the election for President was today, would you vote for Donald Trump the Republican, Hillary Clinton the Democrat, or Gary Johnson the Libertarian – or would you choose the option for none of these candidates?",1
"42","NBC/WSJ/Marist","2016-09-06","2016-09-08","2016-09-11T11:42:32Z",627,"Likely Voters","Live Phone",44,45,NA,7,3,"http://elections.huffingtonpost.com/pollster/polls/nbc-wsj-marist-25443","http://www.nbcnews.com/politics/2016-election/clinton-trump-deadlocked-battleground-states-polls-n646216","Nonpartisan","None","If November's presidential election were held today, whom would you support if the candidates are:",1
"43","NBC/WSJ/Marist","2016-09-06","2016-09-08","2016-09-11T11:42:32Z",627,"Likely Voters","Live Phone",42,41,8,4,4,"http://elections.huffingtonpost.com/pollster/polls/nbc-wsj-marist-25443","http://www.nbcnews.com/politics/2016-election/clinton-trump-deadlocked-battleground-states-polls-n646216","Nonpartisan","None","If November's presidential election were held today, whom would you support if the candidates are:",2
"44","PPP (D)/PNA","2016-09-06","2016-09-07","2016-09-12T21:54:04Z",815,"Likely Voters","IVR/Online",42,45,NA,NA,13,"http://elections.huffingtonpost.com/pollster/polls/ppp-d-pna-25465","https://www.scribd.com/document/323773529/NVResults912-1","Pollster","Dem","The candidates for President are Democrat Hillary Clinton and Republican Donald Trump. If the election was today, who would you vote for?",1
"45","WashPost/SurveyMonkey","2016-08-09","2016-09-01","2016-09-06T13:53:37Z",2776,"Registered Voters","Internet",43,48,NA,NA,10,"http://elections.huffingtonpost.com/pollster/polls/washpost-surveymonkey-25378","http://apps.washingtonpost.com/g/page/politics/washington-post-surveymonkey-50-state-poll/2086/","Nonpartisan","None","",1
"46","WashPost/SurveyMonkey","2016-08-09","2016-09-01","2016-09-06T13:53:37Z",2776,"Registered Voters","Internet",37,40,12,6,6,"http://elections.huffingtonpost.com/pollster/polls/washpost-surveymonkey-25378","http://apps.washingtonpost.com/g/page/politics/washington-post-surveymonkey-50-state-poll/2086/","Nonpartisan","None","",2
"47","Suffolk","2016-08-15","2016-08-17","2016-08-18T16:12:44Z",500,"Likely Voters","Live Phone",42,44,5,5,5,"http://elections.huffingtonpost.com/pollster/polls/suffolk-25206","http://i2.cdn.turner.com/cnn/2016/images/08/18/for.posting.final.nevada.marginals.pdf","Nonpartisan","None","Nevada’s presidential ballot includes five candidates - Independent American Party Darrell Castle, Democrat Hillary Clinton, Rocky De La Fuente - No Party, Libertarian Gary Johnson, Republican Donald Trump, or none of these candidates. At this point which candidate will you vote or lean toward?",1
"48","CBS/YouGov","2016-08-02","2016-08-05","2016-08-07T15:06:47Z",993,"Likely Voters","Internet",41,43,4,5,6,"http://elections.huffingtonpost.com/pollster/polls/cbs-yougov-25080","https://today.yougov.com/news/2016/08/07/cbs-battleground-tracker-arizona-nevada-virginia/","Nonpartisan","None","If the 2016 presidential election were being held today and the candidates were Hillary Clinton, the Democrat, and Donald Trump, the Republican, who would you vote for? (Voters selecting someone else in the initial question were given a choice of a selection of third party candidates)",1
"49","Rasmussen/KTNV","2016-07-29","2016-07-31","2016-08-01T19:54:21Z",750,"Likely Voters","IVR/Online",40,41,10,4,5,"http://elections.huffingtonpost.com/pollster/polls/rasmussen-ktnv-25035","http://www.ktnv.com/news/political/new-ktnvrasmussen-poll-shows-post-dnc-narrow-lead-for-hillary-clinton-over-donald-trump?mc_cid=36c3591d7c&mc_eid=dcfe8daff0","Nonpartisan","None","If the 2016 presidential election were held today, would you vote for Republican Donald Trump or Democrat Hillary Clinton?",1
"50","Rasmussen/KTNV","2016-07-22","2016-07-24","2016-07-26T15:56:44Z",750,"Likely Voters","IVR/Online",43,38,8,4,7,"http://elections.huffingtonpost.com/pollster/polls/rasmussen-ktnv-24968","http://www.ktnv.com/news/political/exclusive-ktnvrasmussen-poll-shows-trump-heck-with-post-gop-convention-leads-in-nevada","Nonpartisan","None","If the 2016 presidential election were held today, would you vote for Republican Donald Trump or Democrat Hillary Clinton?",1
"51","Monmouth University","2016-07-07","2016-07-10","2016-07-11T16:49:55Z",408,"Likely Voters","Live Phone",41,45,5,NA,8,"http://elections.huffingtonpost.com/pollster/polls/monmouth-university-24854","http://www.monmouth.edu/polling-institute/reports/MonmouthPoll_NV_071116/","Nonpartisan","None","",1
"52","GQR (D-Democracy Corps/Women's Voices Women Vote)","2016-06-11","2016-06-20","2016-07-09T02:23:16Z",300,"Likely Voters","Live Phone",47,45,NA,4,4,"http://elections.huffingtonpost.com/pollster/polls/gqr-d-democracy-corps-women-s-voices-women-vote-24846","http://big.assets.huffingtonpost.com/Dcorps_WV_BG_2016.pdf","Sponsor","Dem","",1
"53","GQR (D-Democracy Corps/Women's Voices Women Vote)","2016-06-11","2016-06-20","2016-07-09T02:23:16Z",300,"Likely Voters","Live Phone",44,44,9,1,3,"http://elections.huffingtonpost.com/pollster/polls/gqr-d-democracy-corps-women-s-voices-women-vote-24846","http://big.assets.huffingtonpost.com/Dcorps_WV_BG_2016.pdf","Sponsor","Dem","",2
"54","Gravis Marketing","2016-05-24","2016-05-25","2016-07-19T19:00:36Z",1637,"Registered Voters","Automated Phone",47,42,NA,11,NA,"http://elections.huffingtonpost.com/pollster/polls/gravis-marketing-24933","http://www.realclearpolitics.com/docs/2016/Gravis_Nevada_May_2016.pdf","Nonpartisan","None","",1
"55","Gravis Marketing","2016-05-24","2016-05-25","2016-07-19T19:00:36Z",1637,"Registered Voters","Automated Phone",44,41,8,8,NA,"http://elections.huffingtonpost.com/pollster/polls/gravis-marketing-24933","http://www.realclearpolitics.com/docs/2016/Gravis_Nevada_May_2016.pdf","Nonpartisan","None","",2
"56","Morning Consult/Campaign for Sustainable Rx Pricing ","2015-11-10","2015-11-16","2015-11-19T20:16:12Z",628,"Registered Voters","Live Phone/Online",44,41,NA,NA,14,"http://elections.huffingtonpost.com/pollster/polls/morning-consult-campaign-for-sustainable-rx-pricing-23187","http://morningconsult.com/wp-content/uploads/2015/11/151101_topline_NV_FINAL.pdf","Nonpartisan","None","",1
