"Pollster"	"Start.Date"	"End.Date"	"Entry.Date.Time..ET."	"Number.of.Observations"	"Population"	"Mode"	"Trump"	"Clinton"	"Johnson"	"Other"	"Undecided"	"Pollster.URL"	"Source.URL"	"Partisan"	"Affiliation"	"Question.Text"	"Question.Iteration"
"11"	"YouGov/University of Texas/Texas Tribune"	"2016-10-14"	"2016-10-23"	"2016-10-27T13:08:15Z"	959	"Likely Voters"	"Internet"	45	42	7	7	NA	"http://elections.huffingtonpost.com/pollster/polls/yougov-university-of-texas-texas-tribune-26496"	"https://www.texastribune.org/2016/10/27/uttt-poll-trump-holds-narrow-lead-over-clinton/"	"Nonpartisan"	"None"	"If the 2016 general election for U.S. president were held today, would you vote for the Republican ticket of Donald Trump and Mike Pence, the Democratic ticket of Hillary Clinton and Tim Kaine, the Libertarian ticket of Gary Johnson and William Weld, the Green Party ticket of Jill Stein and Ajamu Baraka, someone else, or haven’t you thought enough about it to have an opinion?"	1
"12"	"CBS/YouGov"	"2016-10-20"	"2016-10-21"	"2016-10-23T15:07:57Z"	1031	"Likely Voters"	"Internet"	46	43	5	3	3	"http://elections.huffingtonpost.com/pollster/polls/cbs-yougov-26381"	"https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/1zhdvfbx7y/TX_Final_20161023.pdf"	"Nonpartisan"	"None"	""	1
"13"	"UPI/CVOTER"	"2016-10-09"	"2016-10-16"	"2016-10-20T16:46:00Z"	460	"Likely Voters"	"Internet"	53	41	NA	5	NA	"http://elections.huffingtonpost.com/pollster/polls/upi-cvoter-26331"	"https://assets.documentcloud.org/documents/3143752/UPI-CVoter-2016-StatePoll-October-16.pdf"	"Nonpartisan"	"None"	""	1
"14"	"WashPost/SurveyMonkey"	"2016-10-08"	"2016-10-16"	"2016-10-18T17:04:04Z"	1332	"Likely Voters"	"Internet"	48	46	NA	NA	5	"http://elections.huffingtonpost.com/pollster/polls/washpost-surveymonkey-26250"	"http://apps.washingtonpost.com/g/page/politics/surveymonkey-15-state-poll/2103/"	"Nonpartisan"	"None"	""	1
"15"	"WashPost/SurveyMonkey"	"2016-10-08"	"2016-10-16"	"2016-10-18T17:04:04Z"	1332	"Likely Voters"	"Internet"	44	42	8	2	3	"http://elections.huffingtonpost.com/pollster/polls/washpost-surveymonkey-26250"	"http://apps.washingtonpost.com/g/page/politics/surveymonkey-15-state-poll/2103/"	"Nonpartisan"	"None"	""	2
"16"	"University of Houston"	"2016-10-07"	"2016-10-15"	"2016-10-18T18:19:57Z"	1000	"Likely Voters"	"Live Phone"	41	38	4	4	13	"http://elections.huffingtonpost.com/pollster/polls/university-of-houston-26255"	"http://www.uh.edu/class/hobby/texas2016/"	"Nonpartisan"	"None"	""	1
"17"	"Ipsos/Reuters"	"2016-09-23"	"2016-10-13"	"2016-10-21T12:42:39Z"	831	"Likely Voters"	"Internet"	57	32	NA	NA	11	"http://elections.huffingtonpost.com/pollster/polls/ipsos-reuters-26344"	"http://big.assets.huffingtonpost.com/2016ReutersSOTN10.17.16.pdf"	"Nonpartisan"	"None"	""	1
"18"	"SurveyUSA/TEGNA"	"2016-10-10"	"2016-10-12"	"2016-10-14T11:35:49Z"	638	"Likely Voters"	"IVR/Online"	47	43	3	1	5	"http://elections.huffingtonpost.com/pollster/polls/surveyusa-tegna-26172"	"http://www.surveyusa.com/client/PollReport.aspx?g=faea8eba-c782-4534-8805-83846d8a5c55"	"Sponsor"	"Other"	""	1
"19"	"UPI/CVOTER"	"2016-09-19"	"2016-10-02"	"2016-10-04T13:40:55Z"	817	"Likely Voters"	"Internet"	56	39	NA	5	NA	"http://elections.huffingtonpost.com/pollster/polls/upi-cvoter-25940"	"https://www.documentcloud.org/documents/3118423-UPI-CVoter-2016-StatePoll-October-3-1.html"	"Nonpartisan"	"None"	""	1
"20"	"Dixie Strategies (R)/KTVT-CBS 11"	"2016-09-29"	"2016-10-01"	"2016-11-03T13:07:11Z"	780	"Likely Voters"	"IVR/Live Phone"	45	38	4	3	10	"http://elections.huffingtonpost.com/pollster/polls/dixie-strategies-r-ktvt-cbs-11-26653"	"http://big.assets.huffingtonpost.com/DIXIETX161001.pdf"	"Pollster"	"Rep"	"If the Presidential election were held today, for whom would you vote?"	1
"21"	"Ipsos/Reuters"	"2016-09-02"	"2016-09-22"	"2016-09-26T18:50:19Z"	875	"Likely Voters"	"Internet"	48	33	NA	NA	19	"http://elections.huffingtonpost.com/pollster/polls/ipsos-reuters-25695"	"http://big.assets.huffingtonpost.com/ipsos926.pdf"	"Nonpartisan"	"None"	""	1
"22"	"Texas Lyceum"	"2016-09-01"	"2016-09-11"	"2016-09-15T16:09:11Z"	502	"Likely Voters"	"Live Phone"	42	36	NA	NA	21	"http://elections.huffingtonpost.com/pollster/polls/texas-lyceum-25501"	"http://www.texaslyceum.org/resources/Pictures/2016%20Texas%20Lyceum%20Day%202%20Executive%20Summary.pdf"	"Nonpartisan"	"None"	"If the 2016 election for president were held today, would you vote for the Republican ticket of Donald Trump and Mike Pence, the Democratic ticket of Hillary Clinton and Tim Kaine, or haven’t you thought enough about it?"	1
"23"	"Texas Lyceum"	"2016-09-01"	"2016-09-11"	"2016-09-15T16:09:11Z"	502	"Likely Voters"	"Live Phone"	39	32	9	3	17	"http://elections.huffingtonpost.com/pollster/polls/texas-lyceum-25501"	"http://www.texaslyceum.org/resources/Pictures/2016%20Texas%20Lyceum%20Day%202%20Executive%20Summary.pdf"	"Nonpartisan"	"None"	"And what if the candidates were the Republican ticket of Donald Trump and Mike Pence, the Democratic ticket of Hillary Clinton and Tim Kaine, the Libertarian ticket of Gary Johnson and Bill Weld, the Green Party ticket of Jill Stein, or haven’t you thought enough about it?"	2
"24"	"Washington Post/SurveyMonkey"	"2016-08-09"	"2016-09-01"	"2016-09-06T12:08:21Z"	5147	"Registered Voters"	"Internet"	45	46	NA	NA	9	"http://elections.huffingtonpost.com/pollster/polls/washington-post-surveymonkey-25352"	"http://apps.washingtonpost.com/g/page/politics/washington-post-surveymonkey-50-state-poll/2086/"	"Nonpartisan"	"None"	""	1
"25"	"Washington Post/SurveyMonkey"	"2016-08-09"	"2016-09-01"	"2016-09-06T12:08:21Z"	5147	"Registered Voters"	"Internet"	40	40	11	3	6	"http://elections.huffingtonpost.com/pollster/polls/washington-post-surveymonkey-25352"	"http://apps.washingtonpost.com/g/page/politics/washington-post-surveymonkey-50-state-poll/2086/"	"Nonpartisan"	"None"	""	2
"26"	"PPP (D)"	"2016-08-12"	"2016-08-14"	"2016-08-16T15:42:38Z"	944	"Likely Voters"	"IVR/Online"	44	38	6	2	10	"http://elections.huffingtonpost.com/pollster/polls/ppp-d-25184"	"http://www.publicpolicypolling.com/pdf/2015/PPP_Release_TX_81616.pdf"	"Pollster"	"Dem"	"The candidates for President are Democrat Hillary Clinton, Republican Donald Trump, Libertarian Gary Johnson, and Green Party candidate Jill Stein. If the election was today, who would you vote for?"	1
"27"	"PPP (D)"	"2016-08-12"	"2016-08-14"	"2016-08-16T15:42:38Z"	944	"Likely Voters"	"IVR/Online"	50	44	NA	NA	6	"http://elections.huffingtonpost.com/pollster/polls/ppp-d-25184"	"http://www.publicpolicypolling.com/pdf/2015/PPP_Release_TX_81616.pdf"	"Pollster"	"Dem"	"If you had to choose between just Democrat Hillary Clinton and Republican Donald Trump, who would you vote for?"	2
"28"	"Dixie Strategies (R)/KTVT-CBS 11"	"2016-08-08"	"2016-08-09"	"2016-08-16T16:05:03Z"	1018	"Likely Voters"	"IVR/Live Phone"	46	36	NA	9	9	"http://elections.huffingtonpost.com/pollster/polls/dixie-strategies-r-ktvt-cbs-11-25185"	"http://dfw.cbslocal.com/2016/08/11/trump-leads-texas-in-ktvt-cbs-11dixie-strategies-poll/?e=nqnAj57idgC1eA"	"Pollster"	"Rep"	"If the Presidential election were held today, for whom would you vote?"	1
"29"	"YouGov/University of Texas/Texas Tribune"	"2016-06-10"	"2016-06-19"	"2016-06-27T15:21:38Z"	1200	"Registered Voters"	"Internet"	41	33	NA	19	8	"http://elections.huffingtonpost.com/pollster/polls/yougov-university-of-texas-texas-tribune-24775"	"https://texaspolitics.utexas.edu/set/2016-general-election-match-clinton-vs-trump-june-2016"	"Nonpartisan"	"None"	""	1
"30"	"Texas Lyceum"	"2015-09-08"	"2015-09-21"	"2015-10-02T20:28:13Z"	633	"Likely Voters"	"Live Phone"	39	37	NA	NA	25	"http://elections.huffingtonpost.com/pollster/polls/texas-lyceum-22837"	"http://www.texaslyceum.org/Resources/Documents/TEXAS%20LYCEUM%20POLL/2015%20Texas%20Lyceum%20Poll%20Results.pdf"	"Nonpartisan"	"None"	""	1
