"Pollster"	"Start.Date"	"End.Date"	"Entry.Date.Time..ET."	"Number.of.Observations"	"Population"	"Mode"	"Trump"	"Clinton"	"Johnson"	"Other"	"Undecided"	"Pollster.URL"	"Source.URL"	"Partisan"	"Affiliation"	"Question.Text"	"Question.Iteration"
"11"	"SurveyUSA/WRAL"	"2016-10-28"	"2016-10-31"	"2016-11-01T21:06:49Z"	659	"Likely Voters"	"IVR/Online"	51	44	3	NA	3	"http://elections.huffingtonpost.com/pollster/polls/surveyusa-wral-26607"	"http://www.wral.com/asset/news/state/nccapitol/2016/11/01/16183925/261876-WRAL_News_poll_Nov._1_2016_.pdf"	"Nonpartisan"	"None"	""	1
"12"	"SurveyMonkey"	"2016-10-25"	"2016-10-31"	"2016-11-01T13:54:44Z"	1574	"Likely Voters"	"Internet"	44	47	7	NA	2	"http://elections.huffingtonpost.com/pollster/polls/surveymonkey-26596"	"https://www.surveymonkey.com/elections/map?poll=sm-lv-cpsplus"	"Nonpartisan"	"None"	""	1
"13"	"Remington Research Group (R)/Axiom Strategies"	"2016-10-30"	"2016-10-30"	"2016-10-31T14:08:30Z"	1176	"Likely Voters"	"IVR/Live Phone"	47	45	2	1	4	"http://elections.huffingtonpost.com/pollster/polls/remington-research-group-r-axiom-strategies-26565"	"http://axiomstrategies.com/abc/"	"Sponsor"	"Rep"	""	1
"14"	"UPI/CVOTER"	"2016-10-23"	"2016-10-29"	"2016-11-01T12:54:47Z"	351	"Likely Voters"	"Internet"	48	48	NA	4	NA	"http://elections.huffingtonpost.com/pollster/polls/upi-cvoter-26592"	"https://www.documentcloud.org/documents/3210977-UPI-CVoter-2016-StatePoll-October-29.html"	"Nonpartisan"	"None"	""	1
"15"	"CBS/YouGov"	"2016-10-26"	"2016-10-28"	"2016-10-30T14:05:52Z"	992	"Likely Voters"	"Internet"	45	48	3	2	2	"http://elections.huffingtonpost.com/pollster/polls/cbs-yougov-26548"	"https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/6y8p6qu9kr/NC_Final_20161030.pdf"	"Nonpartisan"	"None"	""	1
"16"	"Elon"	"2016-10-23"	"2016-10-27"	"2016-11-01T14:09:27Z"	710	"Likely Voters"	"Live Phone"	41	42	3	2	12	"http://elections.huffingtonpost.com/pollster/polls/elon-26597"	"https://www.elon.edu/e/elon-poll/poll-archive/110116"	"Nonpartisan"	"None"	"Who are you planning to vote for in the presidential race: Hillary Clinton, the Democrat, Gary Johnson, the Libertarian, or Donald Trump, the Republican?"	1
"17"	"NBC/WSJ/Marist"	"2016-10-25"	"2016-10-26"	"2016-10-30T13:22:29Z"	780	"Likely Voters"	"Live Phone"	44	50	NA	5	2	"http://elections.huffingtonpost.com/pollster/polls/nbc-wsj-marist-26545"	"http://www.nbcnews.com/meet-the-press/polls-clinton-leads-trump-north-carolina-dead-heat-florida-n675246"	"Nonpartisan"	"None"	""	1
"18"	"NBC/WSJ/Marist"	"2016-10-25"	"2016-10-26"	"2016-10-30T13:22:29Z"	780	"Likely Voters"	"Live Phone"	41	47	8	2	2	"http://elections.huffingtonpost.com/pollster/polls/nbc-wsj-marist-26545"	"http://www.nbcnews.com/meet-the-press/polls-clinton-leads-trump-north-carolina-dead-heat-florida-n675246"	"Nonpartisan"	"None"	""	2
"19"	"Quinnipiac"	"2016-10-20"	"2016-10-26"	"2016-10-27T19:07:48Z"	702	"Likely Voters"	"Live Phone"	43	47	5	1	4	"http://elections.huffingtonpost.com/pollster/polls/quinnipiac-26508"	"https://poll.qu.edu/2016-presidential-swing-state-polls/release-detail?ReleaseID=2397"	"Nonpartisan"	"None"	"If the presidential election were being held today, and the candidates were Hillary Clinton and Tim Kaine the Democrats, Donald Trump and Mike Pence the Republicans, Gary Johnson and Bill Weld the Libertarians, for whom would you vote?"	1
"20"	"Quinnipiac"	"2016-10-20"	"2016-10-26"	"2016-10-27T19:07:48Z"	702	"Likely Voters"	"Live Phone"	44	50	NA	1	4	"http://elections.huffingtonpost.com/pollster/polls/quinnipiac-26508"	"https://poll.qu.edu/2016-presidential-swing-state-polls/release-detail?ReleaseID=2397"	"Nonpartisan"	"None"	"If the only candidates were Hillary Clinton and Tim Kaine the Democrats and Donald Trump and Mike Pence the Republicans, for whom would you vote?"	2
"21"	"SurveyMonkey"	"2016-10-18"	"2016-10-24"	"2016-10-26T13:40:15Z"	1825	"Likely Voters"	"Internet"	43	47	7	NA	3	"http://elections.huffingtonpost.com/pollster/polls/surveymonkey-26441"	"https://www.surveymonkey.com/elections/map?poll=sm-lv-cpsplus"	"Nonpartisan"	"None"	""	1
"22"	"NYT Upshot/Siena"	"2016-10-20"	"2016-10-23"	"2016-10-25T12:06:52Z"	792	"Likely Voters"	"Live Phone"	39	46	8	1	6	"http://elections.huffingtonpost.com/pollster/polls/nyt-upshot-siena-26410"	"http://files.constantcontact.com/9c83fb30501/a28d624b-bd7e-46a7-a024-573e184bd3bb.pdf"	"Nonpartisan"	"None"	""	1
"23"	"NYT Upshot/Siena"	"2016-10-20"	"2016-10-23"	"2016-10-25T12:06:52Z"	792	"Likely Voters"	"Live Phone"	41	49	NA	5	5	"http://elections.huffingtonpost.com/pollster/polls/nyt-upshot-siena-26410"	"http://files.constantcontact.com/9c83fb30501/a28d624b-bd7e-46a7-a024-573e184bd3bb.pdf"	"Nonpartisan"	"None"	""	2
"24"	"Monmouth University"	"2016-10-20"	"2016-10-23"	"2016-10-24T17:04:51Z"	402	"Likely Voters"	"Live Phone"	46	47	4	1	2	"http://elections.huffingtonpost.com/pollster/polls/monmouth-university-26395"	"https://www.monmouth.edu/polling-institute/reports/MonmouthPoll_NC_102416/"	"Nonpartisan"	"None"	"If the election for President was today, would you vote for Donald Trump the Republican, Hillary Clinton the Democrat, or Gary Johnson the Libertarian?"	1
"25"	"PPP (D)"	"2016-10-21"	"2016-10-22"	"2016-10-24T15:29:05Z"	875	"Likely Voters"	"IVR/Online"	44	47	4	NA	5	"http://elections.huffingtonpost.com/pollster/polls/ppp-d-26393"	"http://www.publicpolicypolling.com/pdf/2015/PPP_Release_NC_102416.pdf"	"Pollster"	"Dem"	"The candidates for President are Democrat Hillary Clinton, Republican Donald Trump, and Libertarian Gary Johnson. If the election was today, who would you vote for?"	1
"26"	"PPP (D)"	"2016-10-21"	"2016-10-22"	"2016-10-24T15:29:05Z"	875	"Likely Voters"	"IVR/Online"	46	49	NA	NA	5	"http://elections.huffingtonpost.com/pollster/polls/ppp-d-26393"	"http://www.publicpolicypolling.com/pdf/2015/PPP_Release_NC_102416.pdf"	"Pollster"	"Dem"	"If you had to choose between just Democrat Hillary Clinton and Republican Donald Trump, who would you vote for?"	2
"27"	"Remington Research Group (R)/Axiom Strategies"	"2016-10-20"	"2016-10-22"	"2016-10-25T13:37:32Z"	1764	"Likely Voters"	"IVR/Live Phone"	47	44	3	1	5	"http://elections.huffingtonpost.com/pollster/polls/remington-research-group-r-axiom-strategies-26421"	"http://big.assets.huffingtonpost.com/NCSTATEWIDE.pdf"	"Sponsor"	"Rep"	""	1
"28"	"Lucid/The Times-Picayune"	"2016-10-17"	"2016-10-18"	"2016-10-24T18:55:24Z"	924	"Likely Voters"	"Internet"	41	42	8	2	7	"http://elections.huffingtonpost.com/pollster/polls/lucid-the-times-picayune-26405"	"http://luc.id/wp-content/uploads/2016/10/North-Carolina-Battleground-Results.pdf"	"Nonpartisan"	"None"	""	1
"29"	"Civitas (R)"	"2016-10-14"	"2016-10-17"	"2016-10-20T12:12:16Z"	600	"Likely Voters"	"Live Phone"	43	45	5	1	6	"http://elections.huffingtonpost.com/pollster/polls/civitas-r-26283"	"https://www.nccivitas.org/2016/latest-civitas-poll-presidential-race-still-tight-in-north-carolina/"	"Pollster"	"Rep"	""	1
"30"	"SurveyUSA/TWC News North Carolina"	"2016-10-14"	"2016-10-17"	"2016-10-19T13:55:37Z"	651	"Likely Voters"	"IVR/Online"	44	46	6	NA	4	"http://elections.huffingtonpost.com/pollster/polls/surveyusa-twc-news-north-carolina-26268"	"http://www.surveyusa.com/client/PollReport.aspx?g=ce17282d-d070-493a-8bcd-ee02ca9016e6"	"Nonpartisan"	"None"	""	1
"31"	"SurveyUSA/TWC News North Carolina"	"2016-10-14"	"2016-10-17"	"2016-10-19T13:55:37Z"	651	"Likely Voters"	"IVR/Online"	46	48	NA	NA	6	"http://elections.huffingtonpost.com/pollster/polls/surveyusa-twc-news-north-carolina-26268"	"http://www.surveyusa.com/client/PollReport.aspx?g=ce17282d-d070-493a-8bcd-ee02ca9016e6"	"Nonpartisan"	"None"	""	2
"32"	"UPI/CVOTER"	"2016-10-09"	"2016-10-16"	"2016-10-20T16:26:23Z"	350	"Likely Voters"	"Internet"	48	48	NA	4	NA	"http://elections.huffingtonpost.com/pollster/polls/upi-cvoter-26321"	"https://assets.documentcloud.org/documents/3143752/UPI-CVoter-2016-StatePoll-October-16.pdf"	"Nonpartisan"	"None"	""	1
"33"	"WashPost/SurveyMonkey"	"2016-10-08"	"2016-10-16"	"2016-10-18T16:57:31Z"	1191	"Likely Voters"	"Internet"	43	51	NA	NA	7	"http://elections.huffingtonpost.com/pollster/polls/washpost-surveymonkey-26244"	"http://apps.washingtonpost.com/g/page/politics/surveymonkey-15-state-poll/2103/"	"Nonpartisan"	"None"	""	1
"34"	"WashPost/SurveyMonkey"	"2016-10-08"	"2016-10-16"	"2016-10-18T16:57:31Z"	1191	"Likely Voters"	"Internet"	40	46	9	3	3	"http://elections.huffingtonpost.com/pollster/polls/washpost-surveymonkey-26244"	"http://apps.washingtonpost.com/g/page/politics/surveymonkey-15-state-poll/2103/"	"Nonpartisan"	"None"	""	2
"35"	"CNN"	"2016-10-10"	"2016-10-15"	"2016-10-17T16:31:41Z"	788	"Likely Voters"	"Live Phone"	47	48	4	1	0	"http://elections.huffingtonpost.com/pollster/polls/cnn-26202"	"http://i2.cdn.turner.com/cnn/2016/images/10/17/link.1..pdf"	"Nonpartisan"	"None"	"Suppose that the presidential election were being held today and you had to choose between Hillary Clinton and Tim Kaine as the Democratic Party’s candidates, Donald Trump and Mike Pence as the Republican Party’s candidates, and Gary Johnson and Bill Weld as the Libertarian Party’s candidates. Who would you be more likely to vote for?"	1
"36"	"CNN"	"2016-10-10"	"2016-10-15"	"2016-10-17T16:31:41Z"	788	"Likely Voters"	"Live Phone"	48	50	NA	2	0	"http://elections.huffingtonpost.com/pollster/polls/cnn-26202"	"http://i2.cdn.turner.com/cnn/2016/images/10/17/link.1..pdf"	"Nonpartisan"	"None"	"Now suppose that the presidential candidates on the ballot in your state included only Hillary Clinton as the Democratic Party’s candidate and Donald Trump as the Republican Party’s candidate, who would you be more likely to vote for?"	2
"37"	"Ipsos/Reuters"	"2016-09-23"	"2016-10-13"	"2016-10-21T12:42:39Z"	2059	"Likely Voters"	"Internet"	42	46	NA	NA	12	"http://elections.huffingtonpost.com/pollster/polls/ipsos-reuters-26344"	"http://big.assets.huffingtonpost.com/2016ReutersSOTN10.17.16.pdf"	"Nonpartisan"	"None"	""	1
"38"	"NBC/WSJ/Marist"	"2016-10-10"	"2016-10-12"	"2016-10-13T23:00:10Z"	743	"Likely Voters"	"Live Phone"	43	48	NA	6	3	"http://elections.huffingtonpost.com/pollster/polls/nbc-wsj-marist-26167"	"http://www.nbcnews.com/politics/first-read/poll-clinton-ahead-north-carolina-virtual-tie-ohio-n665981"	"Nonpartisan"	"None"	"If November's presidential election were held today, whom would you support if the candidates are:"	1
"39"	"NBC/WSJ/Marist"	"2016-10-10"	"2016-10-12"	"2016-10-13T23:00:10Z"	743	"Likely Voters"	"Live Phone"	41	45	9	2	3	"http://elections.huffingtonpost.com/pollster/polls/nbc-wsj-marist-26167"	"http://www.nbcnews.com/politics/first-read/poll-clinton-ahead-north-carolina-virtual-tie-ohio-n665981"	"Nonpartisan"	"None"	"If November's presidential election were held today, whom would you support if the candidates are:"	2
"40"	"Suffolk"	"2016-10-10"	"2016-10-12"	"2016-10-13T16:13:37Z"	500	"Likely Voters"	"Live Phone"	43	45	5	NA	7	"http://elections.huffingtonpost.com/pollster/polls/suffolk-26158"	"http://www.suffolk.edu/academics/10740.php"	"Nonpartisan"	"None"	""	1
"41"	"High Point University"	"2016-10-01"	"2016-10-06"	"2016-10-10T14:48:57Z"	479	"Likely Voters"	"Live Phone"	42	43	8	NA	6	"http://elections.huffingtonpost.com/pollster/polls/high-point-university-26020"	"http://www.highpoint.edu/blog/2016/10/hpu-poll-nc-likely-voters-prefer-clinton-burr-and-cooper/"	"Nonpartisan"	"None"	"If the election for President of the United States were held today would you be voting for Republican Donald Trump, Democrat Hillary Clinton, or Libertarian Gary Johnson?"	1
"42"	"SurveyUSA/WRAL News"	"2016-09-29"	"2016-10-03"	"2016-10-05T12:17:59Z"	656	"Likely Voters"	"IVR/Online"	44	46	5	NA	6	"http://elections.huffingtonpost.com/pollster/polls/surveyusa-wral-news-25957"	"http://www.surveyusa.com/client/PollReport.aspx?g=e4fa666c-27a4-4415-9e17-abac5b9694bf&utm_source=twitterfeed&utm_medium=twitter"	"Nonpartisan"	"None"	""	1
"43"	"Bloomberg/Selzer"	"2016-09-29"	"2016-10-02"	"2016-10-03T18:53:41Z"	805	"Likely Voters"	"Live Phone"	45	46	NA	4	5	"http://elections.huffingtonpost.com/pollster/polls/bloomberg-selzer-25849"	"http://www.bloomberg.com/politics/articles/2016-10-03/north-carolina-poll"	"Nonpartisan"	"None"	""	1
"44"	"Bloomberg/Selzer"	"2016-09-29"	"2016-10-02"	"2016-10-03T18:53:41Z"	805	"Likely Voters"	"Live Phone"	43	44	6	2	5	"http://elections.huffingtonpost.com/pollster/polls/bloomberg-selzer-25849"	"http://www.bloomberg.com/politics/articles/2016-10-03/north-carolina-poll"	"Nonpartisan"	"None"	""	2
"45"	"Quinnipiac"	"2016-09-27"	"2016-10-02"	"2016-10-03T18:33:38Z"	507	"Likely Voters"	"Live Phone"	43	46	7	1	3	"http://elections.huffingtonpost.com/pollster/polls/quinnipiac-25844"	"https://www.qu.edu/news-and-events/quinnipiac-university-poll/2016-presidential-swing-state-polls/release-detail?ReleaseID=2384"	"Nonpartisan"	"None"	"If the presidential election were being held today, and the candidates were Hillary Clinton and Tim Kaine the Democrats, Donald Trump and Mike Pence the Republicans, and Gary Johnson and Bill Weld the Libertarians, for whom would you vote?"	1
"46"	"Quinnipiac"	"2016-09-27"	"2016-10-02"	"2016-10-03T18:33:38Z"	507	"Likely Voters"	"Live Phone"	46	49	NA	0	4	"http://elections.huffingtonpost.com/pollster/polls/quinnipiac-25844"	"https://www.qu.edu/news-and-events/quinnipiac-university-poll/2016-presidential-swing-state-polls/release-detail?ReleaseID=2384"	"Nonpartisan"	"None"	"If the only candidates were Hillary Clinton and Tim Kaine the Democrats and Donald Trump and Mike Pence the Republicans, for whom would you vote?"	2
"47"	"UPI/CVOTER"	"2016-09-19"	"2016-10-02"	"2016-10-04T13:28:59Z"	773	"Likely Voters"	"Internet"	50	46	NA	5	NA	"http://elections.huffingtonpost.com/pollster/polls/upi-cvoter-25930"	"https://www.documentcloud.org/documents/3118423-UPI-CVoter-2016-StatePoll-October-3-1.html"	"Nonpartisan"	"None"	""	1
"48"	"Elon"	"2016-09-27"	"2016-09-30"	"2016-10-04T14:25:34Z"	660	"Likely Voters"	"Live Phone"	39	45	9	1	6	"http://elections.huffingtonpost.com/pollster/polls/elon-25950"	"https://www.elon.edu/e/elon-poll/poll-archive/100416.html"	"Nonpartisan"	"None"	"If the presidential election were being held today and the candidates were Hillary Clinton, the Democrat, Donald Trump, the Republican, and Gary Johnson, the Libertarian, who would you vote for?"	1
"49"	"PPP (D-Vote Vets Action Fund)"	"2016-09-27"	"2016-09-28"	"2016-09-29T12:32:33Z"	861	"Likely Voters"	"IVR/Online"	42	44	7	NA	7	"http://elections.huffingtonpost.com/pollster/polls/ppp-d-vote-vets-action-fund-25797"	"http://www.publicpolicypolling.com/pdf/2015/PPP_Release_BattlegroundStates_92916.pdf"	"Pollster"	"Dem"	"The candidates for President are Democrat Hillary Clinton, Republican Donald Trump, and Libertarian Gary Johnson. If the election was today, who would you vote for?"	1
"50"	"PPP (D-Vote Vets Action Fund)"	"2016-09-27"	"2016-09-28"	"2016-09-29T12:32:33Z"	861	"Likely Voters"	"IVR/Online"	45	49	NA	NA	7	"http://elections.huffingtonpost.com/pollster/polls/ppp-d-vote-vets-action-fund-25797"	"http://www.publicpolicypolling.com/pdf/2015/PPP_Release_BattlegroundStates_92916.pdf"	"Pollster"	"Dem"	"If you had to choose between just Democrat Hillary Clinton and Republican Donald Trump, who would you vote for?"	2
"51"	"The Meredith College Poll"	"2016-09-18"	"2016-09-22"	"2016-09-27T16:54:27Z"	487	"Registered Voters"	"Live Phone"	35	38	6	10	11	"http://elections.huffingtonpost.com/pollster/polls/the-meredith-college-poll-25726"	"http://www.meredith.edu/images/uploads/MC_Poll_September_2016_Political_Races_Full_Report.pdf"	"Nonpartisan"	"None"	""	1
"52"	"High Point University"	"2016-09-17"	"2016-09-22"	"2016-09-26T13:09:32Z"	404	"Likely Voters"	"Live Phone"	42	43	10	NA	6	"http://elections.huffingtonpost.com/pollster/polls/high-point-university-25656"	"http://www.highpoint.edu/blog/2016/09/hpu-poll-majority-of-nc-likely-voters-will-watch-tonights-presidential-debate/"	"Nonpartisan"	"None"	"If the election for President of the United States were held today would you be voting for Republican Donald Trump, Democrat Hillary Clinton, or Libertarian Gary Johnson?"	1
"53"	"Ipsos/Reuters"	"2016-09-02"	"2016-09-22"	"2016-09-26T18:59:59Z"	520	"Likely Voters"	"Internet"	43	49	NA	NA	8	"http://elections.huffingtonpost.com/pollster/polls/ipsos-reuters-25712"	"http://big.assets.huffingtonpost.com/ipsos926.pdf"	"Nonpartisan"	"None"	""	1
"54"	"Fox News"	"2016-09-18"	"2016-09-20"	"2016-09-21T22:17:38Z"	734	"Likely Voters"	"Live Phone"	45	40	6	1	8	"http://elections.huffingtonpost.com/pollster/polls/fox-news-25608"	"http://www.foxnews.com/politics/interactive/2016/09/21/fox-news-poll-north-carolina/"	"Nonpartisan"	"None"	""	1
"55"	"Fox News"	"2016-09-18"	"2016-09-20"	"2016-09-21T22:17:38Z"	734	"Likely Voters"	"Live Phone"	47	42	NA	1	10	"http://elections.huffingtonpost.com/pollster/polls/fox-news-25608"	"http://www.foxnews.com/politics/interactive/2016/09/21/fox-news-poll-north-carolina/"	"Nonpartisan"	"None"	""	2
"56"	"PPP (D)"	"2016-09-18"	"2016-09-20"	"2016-09-21T14:39:36Z"	1024	"Likely Voters"	"IVR/Online"	45	43	6	NA	7	"http://elections.huffingtonpost.com/pollster/polls/ppp-d-25591"	"http://www.publicpolicypolling.com/main/2016/09/presidential-race-tied-cooper-up-in-nc.html"	"Pollster"	"Dem"	"The candidates for President are Democrat Hillary Clinton, Republican Donald Trump, and Libertarian Gary Johnson If the election were today, who would you vote for?"	1
"57"	"PPP (D)"	"2016-09-18"	"2016-09-20"	"2016-09-21T14:39:36Z"	1024	"Likely Voters"	"IVR/Online"	47	47	NA	NA	6	"http://elections.huffingtonpost.com/pollster/polls/ppp-d-25591"	"http://www.publicpolicypolling.com/main/2016/09/presidential-race-tied-cooper-up-in-nc.html"	"Pollster"	"Dem"	"If you had to choose between just Democrat Hillary Clinton and Republican Donald Trump, who would you vote for?"	2
"58"	"NYT Upshot/Siena"	"2016-09-16"	"2016-09-19"	"2016-09-22T10:58:06Z"	782	"Likely Voters"	"Live Phone"	43	45	NA	2	11	"http://elections.huffingtonpost.com/pollster/polls/nyt-upshot-siena-25611"	"https://www.siena.edu/assets/files/news/NCUpshot0916_Crosstabs_339.pdf"	"Nonpartisan"	"None"	""	1
"59"	"NYT Upshot/Siena"	"2016-09-16"	"2016-09-19"	"2016-09-22T10:58:06Z"	782	"Likely Voters"	"Live Phone"	41	41	11	3	5	"http://elections.huffingtonpost.com/pollster/polls/nyt-upshot-siena-25611"	"https://www.siena.edu/assets/files/news/NCUpshot0916_Crosstabs_339.pdf"	"Nonpartisan"	"None"	"And, if the 2016 election for President was being held today among the following candidates, who would you vote for: [CHOICES ROTATED]"	2
"60"	"GQR (D-Democracy Corps/WVWV)"	"2016-09-10"	"2016-09-19"	"2016-09-23T20:11:15Z"	400	"Likely Voters"	"Live Phone"	40	44	9	3	3	"http://elections.huffingtonpost.com/pollster/polls/gqr-d-democracy-corps-wvwv-25637"	"http://www.democracycorps.com/Battleground-Surveys/consolidating-democrats-the-strategy-that-gives-a-governing-majority/?ct=t%28Consolidating+Democrats+-+Sept+BG+Release%29&mc_cid=75290cc883&mc_eid=%5BUNIQID%5D"	"Sponsor"	"Dem"	"I know it's a long way off, but thinking about the election for President in November, if the election for President were held today, would you vote for -- Democrat Hillary Clinton, Republican Donald Trump, Libertarian Gary Johnson or Green Party Candidate Jill Stein?"	1
"61"	"Elon"	"2016-09-12"	"2016-09-16"	"2016-09-20T14:44:44Z"	644	"Likely Voters"	"Live Phone"	44	43	6	1	6	"http://elections.huffingtonpost.com/pollster/polls/elon-25579"	"https://www.elon.edu/e/elon-poll/poll-archive/092016.html"	"Nonpartisan"	"None"	"If the presidential election were being held today and the candidates were Hillary Clinton, the Democrat, Donald Trump, the Republican, and Gary Johnson, the Libertarian, who would you vote for?"	1
"62"	"Civitas (R)"	"2016-09-11"	"2016-09-12"	"2016-09-15T13:15:17Z"	600	"Likely Voters"	"Live Phone"	42	42	5	NA	9	"http://elections.huffingtonpost.com/pollster/polls/civitas-r-25497"	"https://www.nccivitas.org/wp-content/uploads/2016/09/CivitasSeptemberPollALL.pdf"	"Pollster"	"Rep"	"If the election for President were being held today and you had to make a choice, for whom would you vote?"	1
"63"	"Suffolk"	"2016-09-05"	"2016-09-07"	"2016-09-08T16:13:59Z"	500	"Likely Voters"	"Live Phone"	44	41	4	NA	11	"http://elections.huffingtonpost.com/pollster/polls/suffolk-25424"	"http://big.assets.huffingtonpost.com/SuffolkNC.pdf"	"Nonpartisan"	"None"	""	1
"64"	"Quinnipiac"	"2016-08-29"	"2016-09-07"	"2016-09-08T18:46:06Z"	751	"Likely Voters"	"Live Phone"	43	47	NA	2	8	"http://elections.huffingtonpost.com/pollster/polls/quinnipiac-25430"	"https://www.qu.edu/news-and-events/quinnipiac-university-poll/2016-presidential-swing-state-polls/release-detail?ReleaseID=2376"	"Nonpartisan"	"None"	"If the election for President were being held today, and the candidates were Hillary Clinton the Democrat and Donald Trump the Republican, for whom would you vote?"	1
"65"	"Quinnipiac"	"2016-08-29"	"2016-09-07"	"2016-09-08T18:46:06Z"	751	"Likely Voters"	"Live Phone"	38	42	15	0	5	"http://elections.huffingtonpost.com/pollster/polls/quinnipiac-25430"	"https://www.qu.edu/news-and-events/quinnipiac-university-poll/2016-presidential-swing-state-polls/release-detail?ReleaseID=2376"	"Nonpartisan"	"None"	"If the election for President were being held today, and the candidates were Hillary Clinton the Democrat, Donald Trump the Republican, and Gary Johnson the Libertarian for whom would you vote?"	2
