"Pollster"	"Start.Date"	"End.Date"	"Entry.Date.Time..ET."	"Number.of.Observations"	"Population"	"Mode"	"Trump"	"Clinton"	"Johnson"	"Other"	"Undecided"	"Pollster.URL"	"Source.URL"	"Partisan"	"Affiliation"	"Question.Text"	"Question.Iteration"
"11"	"Remington Research Group (R)/Axiom Strategies"	"2016-10-30"	"2016-10-30"	"2016-10-31T14:20:43Z"	1106	"Likely Voters"	"IVR/Live Phone"	43	48	3	1	5	"http://elections.huffingtonpost.com/pollster/polls/remington-research-group-r-axiom-strategies-26568"	"http://axiomstrategies.com/abc/"	"Sponsor"	"Rep"	""	1
"12"	"Washington Post/GMU"	"2016-10-27"	"2016-10-30"	"2016-11-01T12:13:31Z"	1024	"Likely Voters"	"Live Phone"	42	48	6	4	1	"http://elections.huffingtonpost.com/pollster/polls/washington-post-gmu-26589"	"http://apps.washingtonpost.com/g/page/politics/post-schar-school-virginia-poll-oct-27-30/2117/"	"Nonpartisan"	"None"	""	1
"13"	"Washington Post/GMU"	"2016-10-27"	"2016-10-30"	"2016-11-01T12:13:31Z"	1024	"Likely Voters"	"Live Phone"	45	51	NA	2	3	"http://elections.huffingtonpost.com/pollster/polls/washington-post-gmu-26589"	"http://apps.washingtonpost.com/g/page/politics/post-schar-school-virginia-poll-oct-27-30/2117/"	"Nonpartisan"	"None"	""	2
"14"	"Hampton University"	"2016-10-26"	"2016-10-30"	"2016-11-02T19:58:53Z"	802	"Likely Voters"	"Live Phone"	44	41	NA	NA	15	"http://elections.huffingtonpost.com/pollster/polls/hampton-university-26636"	"http://www.hamptonu.edu/cpp/polls/201611_presidential_poll/exec_summ.cfm"	"Nonpartisan"	"None"	"If the election were held today, for whom would you vote:"	1
"15"	"Winthrop University"	"2016-10-23"	"2016-10-30"	"2016-11-02T12:16:08Z"	712	"Likely Voters"	"Live Phone"	39	44	5	4	7	"http://elections.huffingtonpost.com/pollster/polls/winthrop-university-26613"	"http://www.winthrop.edu/winthroppoll/default.aspx?id=9804"	"Nonpartisan"	"None"	""	1
"16"	"Winthrop University"	"2016-10-23"	"2016-10-30"	"2016-11-02T12:16:08Z"	712	"Likely Voters"	"Live Phone"	43	49	NA	NA	9	"http://elections.huffingtonpost.com/pollster/polls/winthrop-university-26613"	"http://www.winthrop.edu/winthroppoll/default.aspx?id=9804"	"Nonpartisan"	"None"	""	2
"17"	"UPI/CVOTER"	"2016-10-23"	"2016-10-29"	"2016-11-01T12:54:47Z"	337	"Likely Voters"	"Internet"	46	50	NA	4	NA	"http://elections.huffingtonpost.com/pollster/polls/upi-cvoter-26592"	"https://www.documentcloud.org/documents/3210977-UPI-CVoter-2016-StatePoll-October-29.html"	"Nonpartisan"	"None"	""	1
"18"	"Christopher Newport"	"2016-10-23"	"2016-10-26"	"2016-10-28T12:15:01Z"	814	"Likely Voters"	"Live Phone"	39	46	5	3	8	"http://elections.huffingtonpost.com/pollster/polls/christopher-newport-26515"	"http://cnu.edu/cpp/pdf/oct%2028%202016%20report-final.pdf"	"Nonpartisan"	"None"	"If the election for president were held TODAY and the candidates were Hillary Clinton the Democrat, Donald Trump the Republican, Gary Johnson the Libertarian, Jill Stein the Green, or Evan McMullin the Independent, for whom would you vote?"	1
"19"	"Quinnipiac"	"2016-10-20"	"2016-10-26"	"2016-10-27T19:09:34Z"	749	"Likely Voters"	"Live Phone"	38	50	4	3	5	"http://elections.huffingtonpost.com/pollster/polls/quinnipiac-26510"	"https://poll.qu.edu/2016-presidential-swing-state-polls/release-detail?ReleaseID=2397"	"Nonpartisan"	"None"	"If the presidential election were being held today, and the candidates were Hillary Clinton and Tim Kaine the Democrats, Donald Trump and Mike Pence the Republicans, Gary Johnson and Bill Weld the Libertarians, and Jill Stein and Ajamu Baraka the Green party candidates, for whom would you vote?"	1
"20"	"Quinnipiac"	"2016-10-20"	"2016-10-26"	"2016-10-27T19:09:34Z"	749	"Likely Voters"	"Live Phone"	40	53	NA	2	5	"http://elections.huffingtonpost.com/pollster/polls/quinnipiac-26510"	"https://poll.qu.edu/2016-presidential-swing-state-polls/release-detail?ReleaseID=2397"	"Nonpartisan"	"None"	"If the only candidates were Hillary Clinton and Tim Kaine the Democrats and Donald Trump and Mike Pence the Republicans, for whom would you vote?"	2
"21"	"SurveyMonkey"	"2016-10-18"	"2016-10-24"	"2016-10-26T13:40:15Z"	2459	"Likely Voters"	"Internet"	39	48	9	2	2	"http://elections.huffingtonpost.com/pollster/polls/surveymonkey-26441"	"https://www.surveymonkey.com/elections/map?poll=sm-lv-cpsplus"	"Nonpartisan"	"None"	""	1
"22"	"Remington Research Group (R)/Axiom Strategies"	"2016-10-20"	"2016-10-22"	"2016-10-25T13:49:38Z"	1787	"Likely Voters"	"IVR/Live Phone"	43	48	3	1	5	"http://elections.huffingtonpost.com/pollster/polls/remington-research-group-r-axiom-strategies-26425"	"http://big.assets.huffingtonpost.com/VASTATEWIDE.pdf"	"Sponsor"	"Rep"	""	1
"23"	"Christopher Newport"	"2016-10-16"	"2016-10-19"	"2016-10-21T15:10:51Z"	834	"Likely Voters"	"Live Phone"	33	45	8	9	5	"http://elections.huffingtonpost.com/pollster/polls/christopher-newport-26351"	"http://cnu.edu/cpp/pdf/oct%2021%202016%20report-final.pdf"	"Nonpartisan"	"None"	"If the election for president were held TODAY and the candidates were Hillary Clinton the Democrat, Donald Trump the Republican, Gary Johnson the Libertarian, Jill Stein the Green, or Evan McMullin the Independent, for whom would you vote?"	1
"24"	"Lucid/The Times-Picayune"	"2016-10-17"	"2016-10-18"	"2016-10-24T18:58:09Z"	802	"Likely Voters"	"Internet"	38	43	9	3	8	"http://elections.huffingtonpost.com/pollster/polls/lucid-the-times-picayune-26406"	"http://luc.id/wp-content/uploads/2016/10/Virginia-Battleground-Results.pdf"	"Nonpartisan"	"None"	""	1
"25"	"UPI/CVOTER"	"2016-10-09"	"2016-10-16"	"2016-10-20T16:49:06Z"	334	"Likely Voters"	"Internet"	46	50	NA	4	NA	"http://elections.huffingtonpost.com/pollster/polls/upi-cvoter-26334"	"https://assets.documentcloud.org/documents/3143752/UPI-CVoter-2016-StatePoll-October-16.pdf"	"Nonpartisan"	"None"	""	1
"26"	"WashPost/SurveyMonkey"	"2016-10-08"	"2016-10-16"	"2016-10-18T17:07:58Z"	1644	"Likely Voters"	"Internet"	41	54	NA	NA	5	"http://elections.huffingtonpost.com/pollster/polls/washpost-surveymonkey-26252"	"http://apps.washingtonpost.com/g/page/politics/surveymonkey-15-state-poll/2103/"	"Nonpartisan"	"None"	""	1
"27"	"WashPost/SurveyMonkey"	"2016-10-08"	"2016-10-16"	"2016-10-18T17:07:58Z"	1644	"Likely Voters"	"Internet"	38	49	8	3	2	"http://elections.huffingtonpost.com/pollster/polls/washpost-surveymonkey-26252"	"http://apps.washingtonpost.com/g/page/politics/surveymonkey-15-state-poll/2103/"	"Nonpartisan"	"None"	""	2
"28"	"Tarrance (R-Virginia Chamber of Commerce)"	"2016-10-12"	"2016-10-15"	"2016-10-19T15:57:18Z"	500	"Likely Voters"	"Live Phone"	38	47	3	2	9	"http://elections.huffingtonpost.com/pollster/polls/tarrance-r-virginia-chamber-of-commerce-26271"	"https://www.vachamber.com/2016/10/19/virginia-chamber-of-commerce-releases-results-of-statewide-poll-of-likely-voters/"	"Sponsor"	"Rep"	"If the election for President were held today and you had to make a choice, for whom would you vote...Donald Trump, the Republican, Hillary Clinton, the Democrat, Gary Johnson, the Libertarian, Jill Stein, Green Party, or Evan McMullin, an independent candidate?"	1
"29"	"Christopher Newport"	"2016-10-11"	"2016-10-14"	"2016-10-16T13:36:47Z"	809	"Likely Voters"	"Live Phone"	29	44	11	11	5	"http://elections.huffingtonpost.com/pollster/polls/christopher-newport-26188"	"http://cnu.edu/cpp/pdf/oct%2016%202016%20report-final.pdf"	"Nonpartisan"	"None"	"If the election for president were held TODAY and the candidates were Hillary Clinton the Democrat, Donald Trump the Republican, Gary Johnson the Libertarian, Jill Stein the Green, or Evan McMullin the Independent, for whom would you vote?"	1
"30"	"Ipsos/Reuters"	"2016-09-23"	"2016-10-13"	"2016-10-21T12:42:39Z"	1075	"Likely Voters"	"Internet"	39	49	NA	NA	12	"http://elections.huffingtonpost.com/pollster/polls/ipsos-reuters-26344"	"http://big.assets.huffingtonpost.com/2016ReutersSOTN10.17.16.pdf"	"Nonpartisan"	"None"	""	1
"31"	"Roanoke College"	"2016-10-02"	"2016-10-06"	"2016-10-11T14:06:31Z"	814	"Likely Voters"	"Live Phone"	36	45	7	2	10	"http://elections.huffingtonpost.com/pollster/polls/roanoke-college-26091"	"http://www.roanoke.edu/about/news/rc_poll_oct_2016_politics"	"Nonpartisan"	"None"	""	1
"32"	"Hampton University"	"2016-09-28"	"2016-10-02"	"2016-10-08T14:05:49Z"	800	"Likely Voters"	"Live Phone"	34	46	NA	NA	20	"http://elections.huffingtonpost.com/pollster/polls/hampton-university-25999"	"http://news.hamptonu.edu/release/HU-Poll%3A-Post--Debate-Surge-Gives-Democrats-Double--Digit-Surge-among-Virginians"	"Nonpartisan"	"None"	""	1
"33"	"UPI/CVOTER"	"2016-09-19"	"2016-10-02"	"2016-10-04T13:44:31Z"	510	"Likely Voters"	"Internet"	50	45	NA	4	NA	"http://elections.huffingtonpost.com/pollster/polls/upi-cvoter-25943"	"https://www.documentcloud.org/documents/3118423-UPI-CVoter-2016-StatePoll-October-3-1.html"	"Nonpartisan"	"None"	""	1
"34"	"Christopher Newport"	"2016-09-27"	"2016-09-30"	"2016-10-03T12:33:30Z"	892	"Likely Voters"	"Live Phone"	35	42	12	8	3	"http://elections.huffingtonpost.com/pollster/polls/christopher-newport-25828"	"http://www.13newsnow.com/news/politics/elections/tracking-poll-shows-clintons-lead-edge-up-after-debate/328537372"	"Nonpartisan"	"None"	"If the election for president were held TODAY and the candidates were Hillary Clinton the Democrat, Donald Trump the Republican, Gary Johnson the Libertarian, Jill Stein the Green, or Evan McMullin the Independent, for whom would you vote?"	1
"35"	"PPP (D-Vote Vets Action Fund)"	"2016-09-27"	"2016-09-28"	"2016-09-29T12:42:29Z"	811	"Likely Voters"	"IVR/Online"	40	46	7	1	5	"http://elections.huffingtonpost.com/pollster/polls/ppp-d-vote-vets-action-fund-25799"	"http://www.publicpolicypolling.com/pdf/2015/PPP_Release_BattlegroundStates_92916.pdf"	"Pollster"	"Dem"	"The candidates for President are Democrat Hillary Clinton, Republican Donald Trump, Libertarian Gary Johnson, and Green Party candidate Jill Stein. If the election was today, who would you vote for?"	1
"36"	"PPP (D-Vote Vets Action Fund)"	"2016-09-27"	"2016-09-28"	"2016-09-29T12:42:29Z"	811	"Likely Voters"	"IVR/Online"	43	49	NA	NA	7	"http://elections.huffingtonpost.com/pollster/polls/ppp-d-vote-vets-action-fund-25799"	"http://www.publicpolicypolling.com/pdf/2015/PPP_Release_BattlegroundStates_92916.pdf"	"Pollster"	"Dem"	"If you had to choose between just Democrat Hillary Clinton and Republican Donald Trump, who would you vote for?"	2
"37"	"CBS/YouGov"	"2016-09-21"	"2016-09-23"	"2016-09-25T14:45:01Z"	1237	"Likely Voters"	"Internet"	37	45	NA	10	8	"http://elections.huffingtonpost.com/pollster/polls/cbs-yougov-25647"	"https://today.yougov.com/news/2016/09/25/race-tightens-va-trump-down-1-co-9-mo/"	"Nonpartisan"	"None"	""	1
"38"	"Christopher Newport"	"2016-09-15"	"2016-09-23"	"2016-09-26T12:23:58Z"	1003	"Likely Voters"	"Live Phone"	38	48	NA	6	9	"http://elections.huffingtonpost.com/pollster/polls/christopher-newport-25654"	"http://cnu.edu/cpp/pdf/sept%2026%202016%20report-final.pdf"	"Nonpartisan"	"None"	"If the election for president were held TODAY and the candidates were Hillary Clinton the Democrat or Donald Trump the Republican, for whom would you vote?"	1
"39"	"Christopher Newport"	"2016-09-15"	"2016-09-23"	"2016-09-26T12:23:58Z"	1003	"Likely Voters"	"Live Phone"	33	39	15	11	2	"http://elections.huffingtonpost.com/pollster/polls/christopher-newport-25654"	"http://cnu.edu/cpp/pdf/sept%2026%202016%20report-final.pdf"	"Nonpartisan"	"None"	"If the election for president were held TODAY and the candidates were Hillary Clinton the Democrat, Donald Trump the Republican, Gary Johnson the Libertarian, Jill Stein the Green, or Evan McMullin the Independent, for whom would you vote?"	2
"40"	"Ipsos/Reuters"	"2016-09-02"	"2016-09-22"	"2016-09-26T18:48:26Z"	532	"Likely Voters"	"Internet"	40	47	NA	NA	13	"http://elections.huffingtonpost.com/pollster/polls/ipsos-reuters-25693"	"http://big.assets.huffingtonpost.com/ipsos926.pdf"	"Nonpartisan"	"None"	""	1
"41"	"Quinnipiac"	"2016-09-13"	"2016-09-21"	"2016-09-22T19:14:59Z"	659	"Likely Voters"	"Live Phone"	39	45	8	1	6	"http://elections.huffingtonpost.com/pollster/polls/quinnipiac-25624"	"http://big.assets.huffingtonpost.com/quipac.pdf"	"Nonpartisan"	"None"	"If the presidential election were being held today, and the candidates were Hillary Clinton and Tim Kaine the Democrats, Donald Trump and Mike Pence the Republicans, Gary Johnson and Bill Weld the Libertarians, and Jill Stein and Ajamu Baraka the Green party candidates, for whom would you vote?"	1
"42"	"Quinnipiac"	"2016-09-13"	"2016-09-21"	"2016-09-22T19:14:59Z"	659	"Likely Voters"	"Live Phone"	43	50	NA	0	7	"http://elections.huffingtonpost.com/pollster/polls/quinnipiac-25624"	"http://big.assets.huffingtonpost.com/quipac.pdf"	"Nonpartisan"	"None"	"If the only candidates were Hillary Clinton and Tim Kaine the Democrats and Donald Trump and Mike Pence the Republicans, for whom would you vote?"	2
"43"	"Roanoke College"	"2016-09-11"	"2016-09-20"	"2016-09-22T12:20:04Z"	841	"Likely Voters"	"Live Phone"	37	44	8	1	9	"http://elections.huffingtonpost.com/pollster/polls/roanoke-college-25613"	"http://www.roanoke.edu/about/news/rc_poll_politics_sept2016"	"Nonpartisan"	"None"	""	1
"44"	"University of Mary Washington/PSRAI"	"2016-09-06"	"2016-09-12"	"2016-09-15T15:45:13Z"	685	"Likely Voters"	"Live Phone"	37	40	8	5	10	"http://elections.huffingtonpost.com/pollster/polls/university-of-mary-washington-psrai-25500"	"https://www.umw.edu/news/wp-content/uploads/sites/7/2016/09/UMW-VA-Survey-2016_First-Release-Topline.pdf"	"Nonpartisan"	"None"	""	1
"45"	"PPP (D)"	"2016-09-09"	"2016-09-11"	"2016-09-13T16:12:36Z"	878	"Likely Voters"	"IVR/Online"	39	45	6	3	8	"http://elections.huffingtonpost.com/pollster/polls/ppp-d-25470"	"http://www.publicpolicypolling.com/pdf/2015/PPP_Release_VA_91316.pdf"	"Pollster"	"Dem"	"The candidates for President are Democrat Hillary Clinton, Republican Donald Trump, Libertarian Gary Johnson, Green Party candidate Jill Stein, and independent Evan McMullin. If the election were today, who would you vote for?"	1
"46"	"PPP (D)"	"2016-09-09"	"2016-09-11"	"2016-09-13T16:12:36Z"	878	"Likely Voters"	"IVR/Online"	42	50	NA	NA	8	"http://elections.huffingtonpost.com/pollster/polls/ppp-d-25470"	"http://www.publicpolicypolling.com/pdf/2015/PPP_Release_VA_91316.pdf"	"Pollster"	"Dem"	"If you had to choose between just Democrat Hillary Clinton and Republican Donald Trump, who would you vote for?"	2
"47"	"WashPost/SurveyMonkey"	"2016-08-09"	"2016-09-01"	"2016-09-06T12:11:57Z"	2468	"Registered Voters"	"Internet"	41	49	NA	NA	9	"http://elections.huffingtonpost.com/pollster/polls/washpost-surveymonkey-25353"	"http://apps.washingtonpost.com/g/page/politics/washington-post-surveymonkey-50-state-poll/2086/"	"Nonpartisan"	"None"	""	1
"48"	"WashPost/SurveyMonkey"	"2016-08-09"	"2016-09-01"	"2016-09-06T12:11:57Z"	2468	"Registered Voters"	"Internet"	36	43	13	3	5	"http://elections.huffingtonpost.com/pollster/polls/washpost-surveymonkey-25353"	"http://apps.washingtonpost.com/g/page/politics/washington-post-surveymonkey-50-state-poll/2086/"	"Nonpartisan"	"None"	""	2
"49"	"Hampton University"	"2016-08-24"	"2016-08-28"	"2016-09-01T19:16:56Z"	801	"Likely Voters"	"Live Phone"	41	43	NA	NA	16	"http://elections.huffingtonpost.com/pollster/polls/hampton-university-25323"	"http://news.hamptonu.edu/release/Nationally-Recognized-Hampton-University-Center-For-Public-Policy-(CPP)-Releases-New-Presidential-Poll"	"Nonpartisan"	"None"	"If the election were held today, for whom would you vote:"	1
"50"	"Roanoke College"	"2016-08-07"	"2016-08-17"	"2016-08-23T12:16:11Z"	803	"Likely Voters"	"Live Phone"	32	48	8	3	9	"http://elections.huffingtonpost.com/pollster/polls/roanoke-college-25236"	"http://www.roanoke.edu/about/news/rc_poll_aug_2016_politics"	"Nonpartisan"	"None"	""	1
"51"	"Roanoke College"	"2016-08-07"	"2016-08-17"	"2016-08-23T12:16:11Z"	803	"Likely Voters"	"Live Phone"	36	55	NA	NA	9	"http://elections.huffingtonpost.com/pollster/polls/roanoke-college-25236"	"http://www.roanoke.edu/about/news/rc_poll_aug_2016_politics"	"Nonpartisan"	"None"	""	2
"52"	"Quinnipiac"	"2016-08-09"	"2016-08-16"	"2016-08-17T17:46:28Z"	808	"Likely Voters"	"Live Phone"	38	50	NA	5	8	"http://elections.huffingtonpost.com/pollster/polls/quinnipiac-25200"	"http://www.qu.edu/news-and-events/quinnipiac-university-poll/2016-presidential-swing-state-polls/release-detail"	"Nonpartisan"	"None"	"If the election for President were being held today, and the candidates were Hillary Clinton the Democrat and Donald Trump the Republican, for whom would you vote? As of today, do you lean more toward Clinton or Trump?"	1
"53"	"Quinnipiac"	"2016-08-09"	"2016-08-16"	"2016-08-17T17:46:28Z"	808	"Likely Voters"	"Live Phone"	34	45	11	6	5	"http://elections.huffingtonpost.com/pollster/polls/quinnipiac-25200"	"http://www.qu.edu/news-and-events/quinnipiac-university-poll/2016-presidential-swing-state-polls/release-detail"	"Nonpartisan"	"None"	"If the election for President were being held today, and the candidates were Hillary Clinton the Democrat, Donald Trump the Republican, Gary Johnson the Libertarian, and Jill Stein the Green party candidate, for whom would you vote?"	2
"54"	"Washington Post"	"2016-08-11"	"2016-08-14"	"2016-08-16T11:22:54Z"	707	"Likely Voters"	"Live Phone"	43	51	NA	5	1	"http://elections.huffingtonpost.com/pollster/polls/washington-post-25181"	"http://apps.washingtonpost.com/g/page/politics/washington-post-virginia-poll-aug-11-14-2016/2076/"	"Nonpartisan"	"None"	""	1
"55"	"Washington Post"	"2016-08-11"	"2016-08-14"	"2016-08-16T11:22:54Z"	707	"Likely Voters"	"Live Phone"	39	46	9	4	2	"http://elections.huffingtonpost.com/pollster/polls/washington-post-25181"	"http://apps.washingtonpost.com/g/page/politics/washington-post-virginia-poll-aug-11-14-2016/2076/"	"Nonpartisan"	"None"	""	2
"56"	"NBC/WSJ/Marist"	"2016-08-04"	"2016-08-10"	"2016-08-12T15:45:13Z"	897	"Registered Voters"	"Live Phone"	33	46	NA	12	9	"http://elections.huffingtonpost.com/pollster/polls/nbc-wsj-marist-25151"	"http://www.nbcnews.com/politics/2016-election/polls-clinton-running-table-key-battlegrounds-n629136"	"Nonpartisan"	"None"	"If November's presidential election were held today, whom would you support if the candidates are:"	1
"57"	"NBC/WSJ/Marist"	"2016-08-04"	"2016-08-10"	"2016-08-12T15:45:13Z"	897	"Registered Voters"	"Live Phone"	31	43	12	6	9	"http://elections.huffingtonpost.com/pollster/polls/nbc-wsj-marist-25151"	"http://www.nbcnews.com/politics/2016-election/polls-clinton-running-table-key-battlegrounds-n629136"	"Nonpartisan"	"None"	"If November's presidential election were held today, whom would you support if the candidates are:"	2
"58"	"CBS/YouGov"	"2016-08-02"	"2016-08-05"	"2016-08-07T15:12:28Z"	1181	"Likely Voters"	"Internet"	37	49	7	2	5	"http://elections.huffingtonpost.com/pollster/polls/cbs-yougov-25081"	"https://today.yougov.com/news/2016/08/07/cbs-battleground-tracker-arizona-nevada-virginia/"	"Nonpartisan"	"None"	"Presidential Vote 2016 (Voters selecting someone else in the initial question were given a choice of third party candidates)"	1
"59"	"RABA Research"	"2016-07-26"	"2016-07-27"	"2016-08-01T13:44:41Z"	655	"Registered Voters"	"Automated Phone"	46	42	NA	7	5	"http://elections.huffingtonpost.com/pollster/polls/raba-research-25027"	"http://www.rabaresearch.com/documents/RABA-Virginia-Survey-Results-July-2016.pdf"	"Nonpartisan"	"None"	"If the Presidential election were held today, would you vote for Republican Donald Trump, or Democrat Hillary Clinton?"	1
"60"	"Fox News"	"2016-07-09"	"2016-07-12"	"2016-07-15T21:48:47Z"	601	"Registered Voters"	"Live Phone"	37	44	NA	6	13	"http://elections.huffingtonpost.com/pollster/polls/fox-news-24902"	"https://fnn.app.box.com/s/epfssv3cryyallw1dh8hdq5n7qcjglru"	"Nonpartisan"	"None"	"If the 2016 presidential election were held today…How would you vote if the candidates were: [IF DON’T KNOW: Well, which way do you lean?]"	1
"61"	"FOX"	"2016-07-09"	"2016-07-12"	"2016-07-13T22:10:47Z"	601	"Registered Voters"	"Live Phone"	37	44	NA	6	13	"http://elections.huffingtonpost.com/pollster/polls/fox-24881"	"http://www.foxnews.com/politics/interactive/2016/07/13/fox-news-poll-71316-clinton-tops-trump-by-7-points-in-virginia/"	"Nonpartisan"	"None"	"If the 2016 presidential election were held today…How would you vote if the candidates were:"	1
"62"	"FOX"	"2016-07-09"	"2016-07-12"	"2016-07-13T22:10:47Z"	601	"Registered Voters"	"Live Phone"	34	39	10	6	12	"http://elections.huffingtonpost.com/pollster/polls/fox-24881"	"http://www.foxnews.com/politics/interactive/2016/07/13/fox-news-poll-71316-clinton-tops-trump-by-7-points-in-virginia/"	"Nonpartisan"	"None"	"How would you vote if the candidates were:"	2
"63"	"NBC/WSJ/Marist"	"2016-07-05"	"2016-07-11"	"2016-07-15T11:16:31Z"	876	"Registered Voters"	"Live Phone"	35	44	NA	15	7	"http://elections.huffingtonpost.com/pollster/polls/nbc-wsj-marist-24894"	"http://www.nbcnews.com/politics/2016-election/clinton-leads-trump-diverse-battleground-states-new-polls-n609551"	"Nonpartisan"	"None"	"If November's presidential election were held today, whom would you support if the candidates are:"	1
"64"	"NBC/WSJ/Marist"	"2016-07-05"	"2016-07-11"	"2016-07-15T11:16:31Z"	876	"Registered Voters"	"Live Phone"	34	41	10	4	10	"http://elections.huffingtonpost.com/pollster/polls/nbc-wsj-marist-24894"	"http://www.nbcnews.com/politics/2016-election/clinton-leads-trump-diverse-battleground-states-new-polls-n609551"	"Nonpartisan"	"None"	"If November's presidential election were held today, whom would you support if the candidates are:"	2
"65"	"Hampton University"	"2016-07-06"	"2016-07-10"	"2016-07-17T15:59:12Z"	805	"Likely Voters"	"Live Phone"	39	39	NA	NA	22	"http://elections.huffingtonpost.com/pollster/polls/hampton-university-24912"	"http://news.hamptonu.edu/release/HU-Poll%3A-Presidential-Candidates-in-a-Statistical-Dead-Heat-among-Virginians"	"Nonpartisan"	"None"	"If the election were held today, for whom would you vote:"	1
"66"	"PPP (D)"	"2016-06-13"	"2016-06-15"	"2016-06-16T15:00:56Z"	1032	"Likely Voters"	"IVR/Online"	39	42	6	2	10	"http://elections.huffingtonpost.com/pollster/polls/ppp-d-24689"	"http://www.publicpolicypolling.com/main/2016/06/virginians-support-stronger-gun-measures-clinton-has-narrow-lead.html"	"Pollster"	"Dem"	""	1
"67"	"PPP (D)"	"2016-06-13"	"2016-06-15"	"2016-06-16T15:00:56Z"	1032	"Likely Voters"	"IVR/Online"	45	48	NA	NA	7	"http://elections.huffingtonpost.com/pollster/polls/ppp-d-24689"	"http://www.publicpolicypolling.com/main/2016/06/virginians-support-stronger-gun-measures-clinton-has-narrow-lead.html"	"Pollster"	"Dem"	""	2
