"","Pollster","Start.Date","End.Date","Entry.Date.Time..ET.","Number.of.Observations","Population","Mode","Trump","Clinton","Johnson","Other","Undecided","Pollster.URL","Source.URL","Partisan","Affiliation","Question.Text","Question.Iteration"
"22","Muhlenberg/Morning Call","2016-10-20","2016-10-26","2016-10-29T13:02:51Z",420,"Likely Voters","Live Phone",39,45,8,6,3,"http://elections.huffingtonpost.com/pollster/polls/muhlenberg-morning-call-26539","http://www.muhlenberg.edu/media/contentassets/pdf/about/polling/surveys/pennsylvania/PA-Pres_MidOct_Report.pdf","Nonpartisan","None","Now, if the 2016 Presidential Election was being held today and the race was between Hillary Clinton, Donald Trump, Gary Johnson, and Jill Stein, who would you vote for?",2
"23","NYT Upshot/Siena","2016-10-23","2016-10-25","2016-10-27T12:14:54Z",824,"Likely Voters","Live Phone",39,46,6,4,6,"http://elections.huffingtonpost.com/pollster/polls/nyt-upshot-siena-26489","https://www.siena.edu/news-events/article/clinton-ahead-of-trump-46-39","Nonpartisan","None","",1
"24","NYT Upshot/Siena","2016-10-23","2016-10-25","2016-10-27T12:14:54Z",824,"Likely Voters","Live Phone",42,49,NA,1,9,"http://elections.huffingtonpost.com/pollster/polls/nyt-upshot-siena-26489","https://www.siena.edu/news-events/article/clinton-ahead-of-trump-46-39","Nonpartisan","None","",2
"25","SurveyMonkey","2016-10-18","2016-10-24","2016-10-26T13:40:15Z",2131,"Likely Voters","Internet",42,48,6,3,2,"http://elections.huffingtonpost.com/pollster/polls/surveymonkey-26441","https://www.surveymonkey.com/elections/map?poll=sm-lv-cpsplus","Nonpartisan","None","",1
"26","Remington Research Group (R)/Axiom Strategies","2016-10-20","2016-10-22","2016-10-25T13:47:49Z",1997,"Likely Voters","IVR/Live Phone",42,45,5,1,7,"http://elections.huffingtonpost.com/pollster/polls/remington-research-group-r-axiom-strategies-26424","http://big.assets.huffingtonpost.com/PASTATEWIDE.pdf","Sponsor","Rep","",1
"27","Quinnipiac","2016-10-10","2016-10-16","2016-10-17T19:07:54Z",660,"Likely Voters","Live Phone",41,47,6,2,4,"http://elections.huffingtonpost.com/pollster/polls/quinnipiac-26217","https://www.qu.edu/news-and-events/quinnipiac-university-poll/2016-presidential-swing-state-polls/release-detail?ReleaseID=2388","Nonpartisan","None","If the presidential election were being held today, and the candidates were Hillary Clinton and Tim Kaine the Democrats, Donald Trump and Mike Pence the Republicans, Gary Johnson and Bill Weld the Libertarians, and Jill Stein and Ajamu Baraka the Green party candidates, for whom would you vote?",1
"28","Quinnipiac","2016-10-10","2016-10-16","2016-10-17T19:07:54Z",660,"Likely Voters","Live Phone",45,51,NA,1,4,"http://elections.huffingtonpost.com/pollster/polls/quinnipiac-26217","https://www.qu.edu/news-and-events/quinnipiac-university-poll/2016-presidential-swing-state-polls/release-detail?ReleaseID=2388","Nonpartisan","None","If the only candidates were Hillary Clinton and Tim Kaine the Democrats and Donald Trump and Mike Pence the Republicans, for whom would you vote?",2
"29","UPI/CVOTER","2016-10-09","2016-10-16","2016-10-20T16:31:03Z",380,"Likely Voters","Internet",46,50,NA,4,NA,"http://elections.huffingtonpost.com/pollster/polls/upi-cvoter-26326","https://assets.documentcloud.org/documents/3143752/UPI-CVoter-2016-StatePoll-October-16.pdf","Nonpartisan","None","",1
"30","WashPost/SurveyMonkey","2016-10-08","2016-10-16","2016-10-18T17:01:58Z",1449,"Likely Voters","Internet",42,51,NA,NA,7,"http://elections.huffingtonpost.com/pollster/polls/washpost-surveymonkey-26248","http://apps.washingtonpost.com/g/page/politics/surveymonkey-15-state-poll/2103/","Nonpartisan","None","",1
"31","WashPost/SurveyMonkey","2016-10-08","2016-10-16","2016-10-18T17:01:58Z",1449,"Likely Voters","Internet",40,46,8,3,3,"http://elections.huffingtonpost.com/pollster/polls/washpost-surveymonkey-26248","http://apps.washingtonpost.com/g/page/politics/surveymonkey-15-state-poll/2103/","Nonpartisan","None","",2
"32","Ipsos/Reuters","2016-09-23","2016-10-13","2016-10-21T12:42:39Z",2271,"Likely Voters","Internet",42,46,NA,NA,12,"http://elections.huffingtonpost.com/pollster/polls/ipsos-reuters-26344","http://big.assets.huffingtonpost.com/2016ReutersSOTN10.17.16.pdf","Nonpartisan","None","",1
"33","Bloomberg/Selzer","2016-10-07","2016-10-11","2016-10-13T11:49:17Z",806,"Likely Voters","Live Phone",42,51,NA,3,4,"http://elections.huffingtonpost.com/pollster/polls/bloomberg-selzer-26152","http://www.bloomberg.com/politics/articles/2016-10-13/pennsylvania-poll","Nonpartisan","None","",1
"34","Bloomberg/Selzer","2016-10-07","2016-10-11","2016-10-13T11:49:17Z",806,"Likely Voters","Live Phone",39,48,6,4,3,"http://elections.huffingtonpost.com/pollster/polls/bloomberg-selzer-26152","http://www.bloomberg.com/politics/articles/2016-10-13/pennsylvania-poll","Nonpartisan","None","",2
"35","Lucid/The Times-Picayune","2016-10-07","2016-10-10","2016-10-18T12:40:51Z",1457,"Likely Voters","Internet",38,47,7,2,7,"http://elections.huffingtonpost.com/pollster/polls/lucid-the-times-picayune-26226","http://luc.id/wp-content/uploads/2016/10/Pennsylvania-Results.pdf?link_id=23&can_id=3988fa989da190d30e93d8a03b9a4393&source=email-morning-digest-all-of-a-sudden-catherine-cortez-masto-jumps-into-the-lead-in-nevada&email_referrer=morning-digest-all-of-a-su","Nonpartisan","None","",1
"36","Susquehanna (R)/ABC27 News","2016-10-04","2016-10-09","2016-10-11T12:41:56Z",764,"Likely Voters","IVR/Live Phone",40,44,4,3,8,"http://elections.huffingtonpost.com/pollster/polls/susquehanna-r-abc27-news-26085","http://abc27.com/2016/10/10/abc27-poll-clinton-trump-in-tight-race-for-pennsylvania/","Pollster","Rep","If the election for President were held today, would you vote for Democrat Hillary Clinton, Republican Donald Trump, Libertarian Gary Johnson, Green Party candidate Jill Stein or Constitutional Party candidate Darrell Castle?",1
"37","CBS/YouGov","2016-10-05","2016-10-07","2016-10-09T14:54:23Z",997,"Likely Voters","Internet",40,48,4,3,4,"http://elections.huffingtonpost.com/pollster/polls/cbs-yougov-26015","http://www.cbsnews.com/news/poll-gender-gap-in-views-on-trumps-2005-tape/?ftag=CNM-00-10aab7i&linkId=29728068","Nonpartisan","None","",1
"38","NBC/WSJ/Marist","2016-10-03","2016-10-06","2016-10-09T14:06:33Z",709,"Likely Voters","Live Phone",39,51,NA,7,3,"http://elections.huffingtonpost.com/pollster/polls/nbc-wsj-marist-26012","http://maristpoll.marist.edu/109-pennsylvania-clinton-leads-trump/","Nonpartisan","None","",1
"39","NBC/WSJ/Marist","2016-10-03","2016-10-06","2016-10-09T14:06:33Z",709,"Likely Voters","Live Phone",37,49,6,5,3,"http://elections.huffingtonpost.com/pollster/polls/nbc-wsj-marist-26012","http://maristpoll.marist.edu/109-pennsylvania-clinton-leads-trump/","Nonpartisan","None","",2
"40","Monmouth University","2016-09-30","2016-10-03","2016-10-04T17:01:15Z",402,"Likely Voters","Live Phone",40,50,5,3,2,"http://elections.huffingtonpost.com/pollster/polls/monmouth-university-25951","http://www.monmouth.edu/polling-institute/reports/MonmouthPoll_PA_100416/","Nonpartisan","None","If the election for President was today, would you vote for Donald Trump the Republican, Hillary Clinton the Democrat, Gary Johnson the Libertarian, or Jill Stein of the Green Party?",1
"41","Franklin and Marshall College","2016-09-28","2016-10-02","2016-10-04T12:16:02Z",813,"Registered Voters","Live Phone/Online",36,48,NA,9,7,"http://elections.huffingtonpost.com/pollster/polls/franklin-and-marshall-college-25896","http://www.fandm.edu/uploads/files/222225192411477697-f-m-poll-release-september-2016.pdf","Nonpartisan","None","If the November general election for president was being held today and the candidates were Donald Trump, the Republican, Hillary Clinton, the Democrat, would you vote for Donald Trump, Hillary Clinton, some other candidate, or aren't you sure how you would vote?",1
"42","Franklin and Marshall College","2016-09-28","2016-10-02","2016-10-04T12:16:02Z",496,"Likely Voters","Live Phone/Online",38,47,5,0,9,"http://elections.huffingtonpost.com/pollster/polls/franklin-and-marshall-college-25896","http://www.fandm.edu/uploads/files/222225192411477697-f-m-poll-release-september-2016.pdf","Nonpartisan","None","If the November general election for president was being held today and the candidates were Donald Trump, the Republican, Hillary Clinton, the Democrat, Jill Stein, the Green, and Gary Johnson, the Libertarian, would you vote for …, or aren't you sure how you would vote?",2
"43","Quinnipiac","2016-09-27","2016-10-02","2016-10-03T18:36:59Z",535,"Likely Voters","Live Phone",41,45,5,3,6,"http://elections.huffingtonpost.com/pollster/polls/quinnipiac-25845","https://www.qu.edu/news-and-events/quinnipiac-university-poll/2016-presidential-swing-state-polls/release-detail?ReleaseID=2384","Nonpartisan","None","If the presidential election were being held today, and the candidates were Hillary Clinton and Tim Kaine the Democrats, Donald Trump and Mike Pence the Republicans, Gary Johnson and Bill Weld the Libertarians, and Jill Stein and Ajamu Baraka the Green party candidates, for whom would you vote?",1
"44","Quinnipiac","2016-09-27","2016-10-02","2016-10-03T18:36:59Z",535,"Likely Voters","Live Phone",43,48,NA,1,8,"http://elections.huffingtonpost.com/pollster/polls/quinnipiac-25845","https://www.qu.edu/news-and-events/quinnipiac-university-poll/2016-presidential-swing-state-polls/release-detail?ReleaseID=2384","Nonpartisan","None","If the only candidates were Hillary Clinton and Tim Kaine the Democrats and Donald Trump and Mike Pence the Republicans, for whom would you vote?",2
"45","UPI/CVOTER","2016-09-19","2016-10-02","2016-10-04T13:34:32Z",649,"Likely Voters","Internet",50,46,NA,4,NA,"http://elections.huffingtonpost.com/pollster/polls/upi-cvoter-25935","https://www.documentcloud.org/documents/3118423-UPI-CVoter-2016-StatePoll-October-3-1.html","Nonpartisan","None","",1
"46","PPP (D-Vote Vets Action Fund)","2016-09-27","2016-09-28","2016-09-29T12:39:29Z",886,"Likely Voters","IVR/Online",39,45,6,2,8,"http://elections.huffingtonpost.com/pollster/polls/ppp-d-vote-vets-action-fund-25798","http://www.publicpolicypolling.com/pdf/2015/PPP_Release_BattlegroundStates_92916.pdf","Pollster","Dem","The candidates for President are Democrat Hillary Clinton, Republican Donald Trump, Libertarian Gary Johnson, and Green Party candidate Jill Stein. If the election was today, who would you vote for?",1
"47","PPP (D-Vote Vets Action Fund)","2016-09-27","2016-09-28","2016-09-29T12:39:29Z",886,"Likely Voters","IVR/Online",44,49,NA,NA,6,"http://elections.huffingtonpost.com/pollster/polls/ppp-d-vote-vets-action-fund-25798","http://www.publicpolicypolling.com/pdf/2015/PPP_Release_BattlegroundStates_92916.pdf","Pollster","Dem","If you had to choose between just Democrat Hillary Clinton and Republican Donald Trump, who would you vote for?",2
"48","CNN","2016-09-20","2016-09-25","2016-09-26T11:54:14Z",771,"Likely Voters","Live Phone",44,45,6,3,1,"http://elections.huffingtonpost.com/pollster/polls/cnn-25652","http://www.cnn.com/2016/09/26/politics/donald-trump-hillary-clinton-colorado-pennsylvania-polls/index.html","Nonpartisan","None","Suppose that the presidential election were being held today and you had to choose between Hillary Clinton and Tim Kaine as the Democratic Party’s candidates, Donald Trump and Mike Pence as the Republican Party’s candidates, Gary Johnson and Bill Weld as the Libertarian Party’s candidates, and Jill Stein and Ajamu Baraka as the Green Party’s candidates. Who would you be more likely to vote for?",1
"49","CNN","2016-09-20","2016-09-25","2016-09-26T11:54:14Z",771,"Likely Voters","Live Phone",47,50,NA,3,0,"http://elections.huffingtonpost.com/pollster/polls/cnn-25652","http://www.cnn.com/2016/09/26/politics/donald-trump-hillary-clinton-colorado-pennsylvania-polls/index.html","Nonpartisan","None","Suppose that the presidential election were being held today and you had to choose between Hillary Clinton and Tim Kaine as the Democratic Party’s candidates, and Donald Trump and Mike Pence as the Republican Party’s candidates. Who would you be more likely to vote for?",2
"50","Muhlenberg/Morning Call","2016-09-19","2016-09-23","2016-09-25T00:04:32Z",486,"Likely Voters","Live Phone",41,44,NA,11,4,"http://elections.huffingtonpost.com/pollster/polls/muhlenberg-morning-call-25642","https://assets.documentcloud.org/documents/3113757/2016-Muhlenberg-College-Morning-Call-late.pdf","Nonpartisan","None","Q6: Now, if the 2016 Presidential Election was being held today and the race was between Hillary Clinton and Donald Trump, who would you vote for?",1
"51","Muhlenberg/Morning Call","2016-09-19","2016-09-23","2016-09-25T00:04:32Z",486,"Likely Voters","Live Phone",38,40,8,7,6,"http://elections.huffingtonpost.com/pollster/polls/muhlenberg-morning-call-25642","https://assets.documentcloud.org/documents/3113757/2016-Muhlenberg-College-Morning-Call-late.pdf","Nonpartisan","None","Q8: Now, if the 2016 Presidential Election was being held today and the race was between Hillary Clinton, Donald Trump, Gary Johnson, and Jill Stein, who would you vote for?",2
"52","Mercyhurst University","2016-09-12","2016-09-23","2016-09-27T13:30:33Z",420,"Registered Voters","Live Phone",41,42,4,3,11,"http://elections.huffingtonpost.com/pollster/polls/mercyhurst-university-25723","https://www.mercyhurst.edu/sites/default/files/uploads/%3Cem%3EEdit%20Simple%3C/em%3E%20MCAP%20Polls%20/mcap_presidential_poll_fall_2016.pdf","Nonpartisan","None","If the presidential election was held today, which candidate would you vote for? Would you vote for the Democrat Hillary Clinton, the Republican Donald Trump, the Libertarian Gary Johnson, the Green Party candidate Jill Stein, some other candidate, or are you unsure?",1
"53","Ipsos/Reuters","2016-09-02","2016-09-22","2016-09-26T18:54:30Z",709,"Likely Voters","Internet",46,46,NA,NA,8,"http://elections.huffingtonpost.com/pollster/polls/ipsos-reuters-25702","http://big.assets.huffingtonpost.com/ipsos926.pdf","Nonpartisan","None","",1
"54","GQR (D-Democracy Corps/WVWV)","2016-09-10","2016-09-19","2016-09-23T20:17:56Z",400,"Likely Voters","Live Phone",38,46,8,3,4,"http://elections.huffingtonpost.com/pollster/polls/gqr-d-democracy-corps-wvwv-25640","http://www.democracycorps.com/Battleground-Surveys/consolidating-democrats-the-strategy-that-gives-a-governing-majority/?ct=t%28Consolidating+Democrats+-+Sept+BG+Release%29&mc_cid=75290cc883&mc_eid=%5BUNIQID%5D","Sponsor","Dem","I know it's a long way off, but thinking about the election for President in November, if the election for President were held today, would you vote for -- Democrat Hillary Clinton, Republican Donald Trump, Libertarian Gary Johnson or Green Party Candidate Jill Stein?",1
"55","Muhlenberg/Morning Call","2016-09-12","2016-09-16","2016-09-18T13:20:02Z",405,"Likely Voters","Live Phone",38,47,NA,11,4,"http://elections.huffingtonpost.com/pollster/polls/muhlenberg-morning-call-25518","http://www.mcall.com/news/local/elections/mc-pa-trump-clinton-poll-20160917-story.html","Nonpartisan","None","",1
"56","Muhlenberg/Morning Call","2016-09-12","2016-09-16","2016-09-18T13:20:02Z",405,"Likely Voters","Live Phone",32,40,14,8,7,"http://elections.huffingtonpost.com/pollster/polls/muhlenberg-morning-call-25518","http://www.mcall.com/news/local/elections/mc-pa-trump-clinton-poll-20160917-story.html","Nonpartisan","None","",2
"57","Quinnipiac","2016-08-29","2016-09-07","2016-09-08T18:41:03Z",778,"Likely Voters","Live Phone",43,48,NA,3,5,"http://elections.huffingtonpost.com/pollster/polls/quinnipiac-25429","https://www.qu.edu/news-and-events/quinnipiac-university-poll/2016-presidential-swing-state-polls/release-detail?ReleaseID=2376","Nonpartisan","None","If the election for President were being held today, and the candidates were Hillary Clinton the Democrat and Donald Trump the Republican, for whom would you vote?",1
"58","Quinnipiac","2016-08-29","2016-09-07","2016-09-08T18:41:03Z",778,"Likely Voters","Live Phone",39,44,9,4,4,"http://elections.huffingtonpost.com/pollster/polls/quinnipiac-25429","https://www.qu.edu/news-and-events/quinnipiac-university-poll/2016-presidential-swing-state-polls/release-detail?ReleaseID=2376","Nonpartisan","None","If the election for President were being held today, and the candidates were Hillary Clinton the Democrat, Donald Trump the Republican, Gary Johnson the Libertarian, and Jill Stein the Green party candidate, for whom would you vote?",2
"59","CBS/YouGov","2016-08-30","2016-09-02","2016-09-04T14:41:47Z",1091,"Likely Voters","Internet",37,45,6,5,6,"http://elections.huffingtonpost.com/pollster/polls/cbs-yougov-25337","https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/0iehgiezx8/PA_final_20160904.pdf","Nonpartisan","None","",1
"60","WashPost/SurveyMonkey","2016-08-09","2016-09-01","2016-09-06T14:29:41Z",2861,"Registered Voters","Internet",43,47,NA,NA,10,"http://elections.huffingtonpost.com/pollster/polls/washpost-surveymonkey-25387","http://apps.washingtonpost.com/g/page/politics/washington-post-surveymonkey-50-state-poll/2086/","Nonpartisan","None","",1
"61","WashPost/SurveyMonkey","2016-08-09","2016-09-01","2016-09-06T14:29:41Z",2861,"Registered Voters","Internet",38,41,12,4,5,"http://elections.huffingtonpost.com/pollster/polls/washpost-surveymonkey-25387","http://apps.washingtonpost.com/g/page/politics/washington-post-surveymonkey-50-state-poll/2086/","Nonpartisan","None","",2
"62","PPP (D- Constitutional Responsibility Project)","2016-08-30","2016-08-31","2016-09-07T15:18:47Z",814,"Likely Voters","IVR/Online",42,47,NA,NA,11,"http://elections.huffingtonpost.com/pollster/polls/ppp-d-constitutional-responsibility-project-25414","http://weneednine.org/wp-content/uploads/2016/07/PAToplines1.pdf","Sponsor","Dem","The candidates for President this fall are Democrat Hillary Clinton and Republican Donald Trump. If the election were today, who would you vote for?",1
"63","Monmouth University","2016-08-26","2016-08-29","2016-08-30T17:04:43Z",402,"Likely Voters","Live Phone",40,48,6,2,4,"http://elections.huffingtonpost.com/pollster/polls/monmouth-university-25294","http://www.monmouth.edu/polling-institute/reports/MonmouthPoll_PA_083016/","Nonpartisan","None","If the election for President was today, would you vote for Donald Trump the Republican, Hillary Clinton the Democrat, Gary Johnson the Libertarian, or Jill Stein of the Green Party?",1
"64","Franklin and Marshall College","2016-08-25","2016-08-29","2016-09-01T12:40:23Z",496,"Likely Voters","Live Phone/Online",40,47,NA,6,7,"http://elections.huffingtonpost.com/pollster/polls/franklin-and-marshall-college-25308","http://www.fandm.edu/uploads/files/976089416682518756-f-m-poll-release-august-2016-1.pdf","Nonpartisan","None","If the November general election for president was being held today and the candidates were Donald Trump, the Republican, Hillary Clinton, the Democrat, would you vote for Donald Trump, Hillary Clinton, some other candidate, or aren't you sure how you would vote?",1
"65","Franklin and Marshall College","2016-08-25","2016-08-29","2016-09-01T12:40:23Z",736,"Registered Voters","Live Phone/Online",38,41,7,2,13,"http://elections.huffingtonpost.com/pollster/polls/franklin-and-marshall-college-25308","http://www.fandm.edu/uploads/files/976089416682518756-f-m-poll-release-august-2016-1.pdf","Nonpartisan","None","If the November general election for president was being held today and the candidates were Donald Trump, the Republican, Hillary Clinton, the Democrat, Jill Stein, the Green, and Gary Johnson, the Libertarian, would you vote for …, or aren't you sure how you would vote?",2
"66","PPP (D-NELP)","2016-08-26","2016-08-27","2016-09-01T15:11:16Z",1194,"Likely Voters","IVR/Online",43,48,NA,NA,9,"http://elections.huffingtonpost.com/pollster/polls/ppp-d-nelp-25313","http://nelpaction.org/wp-content/uploads/2016/08/PAResults1.pdf","Sponsor","Dem","The candidates for President this fall are Democrat Hillary Clinton and Republican Donald Trump. If the election were today, who would you vote for?",1
"67","NBC/WSJ/Marist","2016-08-03","2016-08-07","2016-08-09T21:27:25Z",834,"Registered Voters","Live Phone",37,48,NA,9,6,"http://elections.huffingtonpost.com/pollster/polls/nbc-wsj-marist-25106","http://www.nbcnews.com/politics/first-read/polls-clinton-ahead-trump-midwest-battlegrounds-n626541","Nonpartisan","None","If November's presidential election were held today, whom would you support if the candidates are:",1
