"Pollster"	"Start.Date"	"End.Date"	"Entry.Date.Time..ET."	"Number.of.Observations"	"Population"	"Mode"	"Trump"	"Clinton"	"Other"	"Undecided"	"Pollster.URL"	"Source.URL"	"Partisan"	"Affiliation"	"Question.Text"	"Question.Iteration"
"13"	"UPI/CVOTER"	"2016-09-19"	"2016-10-02"	"2016-10-04T12:55:51Z"	682	"Likely Voters"	"Internet"	42	54	5	NA	"http://elections.huffingtonpost.com/pollster/polls/upi-cvoter-25910"	"https://www.documentcloud.org/documents/3118423-UPI-CVoter-2016-StatePoll-October-3-1.html"	"Nonpartisan"	"None"	""	1
"14"	"Victory Research"	"2016-09-21"	"2016-09-24"	"2016-10-02T16:50:12Z"	1200	"Likely Voters"	"Live Phone"	35	49	5	11	"http://elections.huffingtonpost.com/pollster/polls/victory-research-25826"	"http://big.assets.huffingtonpost.com/VictoryResearch10242016poll.pdf"	"Nonpartisan"	"None"	""	1
"15"	"Ipsos/Reuters"	"2016-09-02"	"2016-09-22"	"2016-09-26T18:46:47Z"	644	"Likely Voters"	"Internet"	31	53	NA	16	"http://elections.huffingtonpost.com/pollster/polls/ipsos-reuters-25691"	"http://big.assets.huffingtonpost.com/ipsos926.pdf"	"Nonpartisan"	"None"	""	1
"16"	"Loras College"	"2016-09-13"	"2016-09-16"	"2016-09-19T16:04:51Z"	600	"Likely Voters"	"Live Phone"	33	47	9	11	"http://elections.huffingtonpost.com/pollster/polls/loras-college-25527"	"http://myweb.loras.edu/Loras/PDF/LorasILSurveySept2016.pdf"	"Nonpartisan"	"None"	"If the Presidential election were held today, and the candidates were Hillary Clinton for the Democrats and Donald Trump for the Republicans, for whom would you vote?"	1
"17"	"Loras College"	"2016-09-13"	"2016-09-16"	"2016-09-19T16:04:51Z"	600	"Likely Voters"	"Live Phone"	30	43	11	16	"http://elections.huffingtonpost.com/pollster/polls/loras-college-25527"	"http://myweb.loras.edu/Loras/PDF/LorasILSurveySept2016.pdf"	"Nonpartisan"	"None"	"If the Presidential election were held today, and the candidates were Hillary Clinton for the Democrats and Donald Trump for the Republicans, Gary Johnson for the Libertarians and Jill Stein for the Green Party, for whom would you vote?"	2
"18"	"WashPost/SurveyMonkey"	"2016-08-09"	"2016-09-01"	"2016-09-06T13:03:45Z"	2599	"Registered Voters"	"Internet"	38	53	NA	9	"http://elections.huffingtonpost.com/pollster/polls/washpost-surveymonkey-25364"	"http://apps.washingtonpost.com/g/page/politics/washington-post-surveymonkey-50-state-poll/2086/"	"Nonpartisan"	"None"	""	1
"19"	"WashPost/SurveyMonkey"	"2016-08-09"	"2016-09-01"	"2016-09-06T13:03:45Z"	2599	"Registered Voters"	"Internet"	31	45	17	6	"http://elections.huffingtonpost.com/pollster/polls/washpost-surveymonkey-25364"	"http://apps.washingtonpost.com/g/page/politics/washington-post-surveymonkey-50-state-poll/2086/"	"Nonpartisan"	"None"	""	2
"20"	"Normington, Petts & Associates (D-Duckworth)"	"2016-08-01"	"2016-08-04"	"2016-08-09T13:27:50Z"	800	"Likely Voters"	"Live Phone"	32	51	NA	17	"http://elections.huffingtonpost.com/pollster/polls/normington-petts-associates-d-duckworth-25095"	"https://drive.google.com/a/huffingtonpost.com/file/d/0B4Bi-iePG1O6SzduOV96VkRtTlk/view"	"Sponsor"	"Dem"	""	1
"21"	"Victory Research"	"2016-07-14"	"2016-07-16"	"2016-07-17T20:26:22Z"	1200	"Likely Voters"	"Live Phone"	34	51	11	4	"http://elections.huffingtonpost.com/pollster/polls/victory-research-24913"	"http://big.assets.huffingtonpost.com/July2016IllinoisPresidential.pdf"	"Nonpartisan"	"None"	""	1
"22"	"NBC/WSJ/Marist"	"2016-03-04"	"2016-03-10"	"2016-03-13T15:55:17Z"	1968	"Registered Voters"	"Live Phone"	32	57	NA	11	"http://elections.huffingtonpost.com/pollster/polls/nbc-wsj-marist-24058"	"http://maristpoll.marist.edu/313-trump-ahead-in-fl-il-kasich-up-in-oh-clinton-ahead-in-fl-il-and-oh/"	"Nonpartisan"	"None"	""	1
"23"	"PPP (D)"	"2015-07-20"	"2015-07-21"	"2015-08-04T02:20:22Z"	931	"Likely Voters"	"IVR/Online"	33	51	NA	16	"http://elections.huffingtonpost.com/pollster/polls/ppp-d-22471"	"http://www.publicpolicypolling.com/pdf/2015/PPP_Release_IL_72915.pdf"	"Pollster"	"Dem"	""	1
