"Pollster"	"Start.Date"	"End.Date"	"Entry.Date.Time..ET."	"Number.of.Observations"	"Population"	"Mode"	"Trump"	"Clinton"	"Johnson"	"Other"	"Undecided"	"Pollster.URL"	"Source.URL"	"Partisan"	"Affiliation"	"Question.Text"	"Question.Iteration"
"11"	"MassINC/WBUR"	"2016-10-29"	"2016-11-01"	"2016-11-03T12:09:38Z"	500	"Likely Voters"	"Live Phone"	40	39	10	3	7	"http://elections.huffingtonpost.com/pollster/polls/massinc-wbur-26646"	"http://d279m997dpfwgl.cloudfront.net/wp/2016/11/Topline-2016-10-WBUR-NH-General-6.pdf"	"Nonpartisan"	"None"	""	1
"12"	"MassINC/WBUR"	"2016-10-29"	"2016-11-01"	"2016-11-03T12:09:38Z"	500	"Likely Voters"	"Live Phone"	44	42	NA	7	7	"http://elections.huffingtonpost.com/pollster/polls/massinc-wbur-26646"	"http://d279m997dpfwgl.cloudfront.net/wp/2016/11/Topline-2016-10-WBUR-NH-General-6.pdf"	"Nonpartisan"	"None"	""	2
"13"	"SurveyMonkey"	"2016-10-25"	"2016-10-31"	"2016-11-01T13:54:44Z"	659	"Likely Voters"	"Internet"	35	48	10	3	3	"http://elections.huffingtonpost.com/pollster/polls/surveymonkey-26596"	"https://www.surveymonkey.com/elections/map?poll=sm-lv-cpsplus"	"Nonpartisan"	"None"	""	1
"14"	"UNH/WMUR"	"2016-10-26"	"2016-10-30"	"2016-11-01T02:17:00Z"	618	"Likely Voters"	"Live Phone"	39	46	6	4	5	"http://elections.huffingtonpost.com/pollster/polls/unh-wmur-26586"	"https://cola.unh.edu/sites/cola.unh.edu/files/research_publications/gsp2016_fall_nhelec103116.pdf"	"Nonpartisan"	"None"	""	1
"15"	"UPI/CVOTER"	"2016-10-23"	"2016-10-29"	"2016-11-01T12:54:47Z"	307	"Likely Voters"	"Internet"	47	50	NA	4	NA	"http://elections.huffingtonpost.com/pollster/polls/upi-cvoter-26592"	"https://www.documentcloud.org/documents/3210977-UPI-CVoter-2016-StatePoll-October-29.html"	"Nonpartisan"	"None"	""	1
"16"	"Monmouth University"	"2016-10-22"	"2016-10-25"	"2016-10-26T17:00:39Z"	401	"Likely Voters"	"Live Phone"	42	46	7	2	4	"http://elections.huffingtonpost.com/pollster/polls/monmouth-university-26447"	"https://www.monmouth.edu/polling-institute/reports/MonmouthPoll_NH_102616/"	"Nonpartisan"	"None"	"If the election for President was today, would you vote for Donald Trump the Republican, Hillary Clinton the Democrat, Gary Johnson the Libertarian, or Jill Stein of the Green Party?"	1
"17"	"NBC/WSJ/Marist"	"2016-10-20"	"2016-10-24"	"2016-10-26T21:12:23Z"	768	"Likely Voters"	"Live Phone"	39	47	NA	12	2	"http://elections.huffingtonpost.com/pollster/polls/nbc-wsj-marist-26485"	"http://www.nbcnews.com/politics/first-read/polls-clinton-holds-9-point-lead-new-hampshire-tied-nevada-n673361"	"Nonpartisan"	"None"	"If November's presidential election were held today, whom would you support if the candidates are [including those who are undecided yet leaning toward a candidate or already voted]:"	1
"18"	"NBC/WSJ/Marist"	"2016-10-20"	"2016-10-24"	"2016-10-26T21:12:23Z"	768	"Likely Voters"	"Live Phone"	36	45	10	6	3	"http://elections.huffingtonpost.com/pollster/polls/nbc-wsj-marist-26485"	"http://www.nbcnews.com/politics/first-read/polls-clinton-holds-9-point-lead-new-hampshire-tied-nevada-n673361"	"Nonpartisan"	"None"	"If November's presidential election were held today, whom would you support if the candidates are [including those who are undecided yet leaning toward a candidate or already voted]:"	2
"19"	"SurveyMonkey"	"2016-10-18"	"2016-10-24"	"2016-10-26T13:40:15Z"	779	"Likely Voters"	"Internet"	37	49	10	2	2	"http://elections.huffingtonpost.com/pollster/polls/surveymonkey-26441"	"https://www.surveymonkey.com/elections/map?poll=sm-lv-cpsplus"	"Nonpartisan"	"None"	""	1
"20"	"UMass Amherst/WBZ-TV/YouGov"	"2016-10-17"	"2016-10-21"	"2016-10-27T13:00:34Z"	772	"Likely Voters"	"Internet"	38	43	8	8	4	"http://elections.huffingtonpost.com/pollster/polls/umass-amherst-wbz-tv-yougov-26495"	"http://boston.cbslocal.com/2016/10/27/wbz-poll-new-hampshire-presidential-race-clinton-trump/"	"Nonpartisan"	"None"	"If the presidential election were being held today, which candidate would you vote for?"	1
"21"	"UNH/WMUR"	"2016-10-11"	"2016-10-17"	"2016-10-19T21:47:35Z"	755	"Likely Voters"	"Live Phone"	34	49	8	7	3	"http://elections.huffingtonpost.com/pollster/polls/unh-wmur-26281"	"https://cola.unh.edu/sites/cola.unh.edu/files/research_publications/gsp2016_fall_preselec101916.pdf"	"Nonpartisan"	"None"	""	1
"22"	"UPI/CVOTER"	"2016-10-09"	"2016-10-16"	"2016-10-20T16:08:12Z"	308	"Likely Voters"	"Internet"	46	50	NA	4	NA	"http://elections.huffingtonpost.com/pollster/polls/upi-cvoter-26316"	"https://assets.documentcloud.org/documents/3143752/UPI-CVoter-2016-StatePoll-October-16.pdf"	"Nonpartisan"	"None"	""	1
"23"	"WashPost/SurveyMonkey"	"2016-10-08"	"2016-10-16"	"2016-10-18T17:02:59Z"	569	"Likely Voters"	"Internet"	43	50	NA	NA	8	"http://elections.huffingtonpost.com/pollster/polls/washpost-surveymonkey-26249"	"http://apps.washingtonpost.com/g/page/politics/surveymonkey-15-state-poll/2103/"	"Nonpartisan"	"None"	""	1
"24"	"WashPost/SurveyMonkey"	"2016-10-08"	"2016-10-16"	"2016-10-18T17:02:59Z"	569	"Likely Voters"	"Internet"	36	47	10	4	2	"http://elections.huffingtonpost.com/pollster/polls/washpost-surveymonkey-26249"	"http://apps.washingtonpost.com/g/page/politics/surveymonkey-15-state-poll/2103/"	"Nonpartisan"	"None"	""	2
"25"	"Ipsos/Reuters"	"2016-09-23"	"2016-10-13"	"2016-10-21T12:42:39Z"	282	"Likely Voters"	"Internet"	42	46	NA	NA	12	"http://elections.huffingtonpost.com/pollster/polls/ipsos-reuters-26344"	"http://big.assets.huffingtonpost.com/2016ReutersSOTN10.17.16.pdf"	"Nonpartisan"	"None"	""	1
"26"	"MassINC/WBUR"	"2016-10-10"	"2016-10-12"	"2016-10-14T11:24:58Z"	501	"Likely Voters"	"Live Phone"	38	41	11	3	7	"http://elections.huffingtonpost.com/pollster/polls/massinc-wbur-26171"	"http://d279m997dpfwgl.cloudfront.net/wp/2016/10/Topline-2016-10-WBUR-NH-General-5.pdf"	"Nonpartisan"	"None"	""	1
"27"	"MassINC/WBUR"	"2016-10-10"	"2016-10-12"	"2016-10-14T11:24:58Z"	501	"Likely Voters"	"Live Phone"	41	46	NA	6	6	"http://elections.huffingtonpost.com/pollster/polls/massinc-wbur-26171"	"http://d279m997dpfwgl.cloudfront.net/wp/2016/10/Topline-2016-10-WBUR-NH-General-5.pdf"	"Nonpartisan"	"None"	""	2
"28"	"UMass Lowell/7 News"	"2016-10-07"	"2016-10-11"	"2016-10-14T03:40:36Z"	517	"Likely Voters"	"Live Phone"	39	45	9	4	4	"http://elections.huffingtonpost.com/pollster/polls/umass-lowell-7-news-26169"	"https://www.uml.edu/docs/TOPLINE%20-%20UMassLowell-7NEWS%20NH%20GENERAL%2020161013_tcm18-262711.pdf"	"Nonpartisan"	"None"	""	1
"29"	"Suffolk/Boston Globe"	"2016-10-03"	"2016-10-05"	"2016-10-06T16:06:40Z"	500	"Likely Voters"	"Live Phone"	42	44	5	1	8	"http://elections.huffingtonpost.com/pollster/polls/suffolk-boston-globe-25983"	"https://www.bostonglobe.com/metro/2016/10/06/clinton-lead-drops-points-new-poll-shows/tSRVOKza1tqirjc2POFR5O/story.html"	"Nonpartisan"	"None"	""	1
"30"	"GQR (Save the Children Action Network)"	"2016-09-29"	"2016-10-02"	"2016-10-13T13:11:02Z"	500	"Likely Voters"	"Live Phone"	38	46	7	3	6	"http://elections.huffingtonpost.com/pollster/polls/gqr-save-the-children-action-network-26155"	"https://www.savethechildrenactionnetwork.org/wp-content/uploads/2016/10/SCAN-NH-General-Election-public-100616.pdf"	"Pollster"	"Dem"	"Thinking about the election for President in November, if the election for President were held today, and the candidates were -- Democrat Hillary Clinton, Republican Donald Trump, Libertarian Gary Johnson, and Green Party Candidate Jill Stein -- for whom would you vote?"	1
"31"	"UPI/CVOTER"	"2016-09-19"	"2016-10-02"	"2016-10-04T13:19:44Z"	491	"Likely Voters"	"Internet"	48	48	NA	4	NA	"http://elections.huffingtonpost.com/pollster/polls/upi-cvoter-25926"	"https://www.documentcloud.org/documents/3118423-UPI-CVoter-2016-StatePoll-October-3-1.html"	"Nonpartisan"	"None"	""	1
"32"	"MassINC/WBUR"	"2016-09-27"	"2016-09-29"	"2016-09-30T10:57:23Z"	502	"Likely Voters"	"Live Phone"	35	42	13	4	6	"http://elections.huffingtonpost.com/pollster/polls/massinc-wbur-25810"	"http://big.assets.huffingtonpost.com/ToplineWBURNHGeneral4full.PDF"	"Nonpartisan"	"None"	""	1
"33"	"MassINC/WBUR"	"2016-09-27"	"2016-09-29"	"2016-09-30T10:57:23Z"	502	"Likely Voters"	"Live Phone"	38	47	NA	7	8	"http://elections.huffingtonpost.com/pollster/polls/massinc-wbur-25810"	"http://big.assets.huffingtonpost.com/ToplineWBURNHGeneral4full.PDF"	"Nonpartisan"	"None"	""	2
"34"	"GBA Strategies (D-End Citizens United)"	"2016-09-25"	"2016-09-27"	"2016-10-01T13:48:49Z"	600	"Likely Voters"	"Live Phone"	37	43	11	5	4	"http://elections.huffingtonpost.com/pollster/polls/gba-strategies-d-end-citizens-united-25820"	"http://endcitizensunited.org/wp-content/uploads/2016/09/ECU-NH-Memo-Sep29.pdf"	"Sponsor"	"Dem"	"Thinking about the election for President in November, if the election for President were held today and the candidates were Democrat Hillary Clinton, Republican Donald Trump, Libertarian Gary Johnson, and Green Party candidate Jill Stein for whom would you vote?"	1
"35"	"GBA Strategies (D-End Citizens United)"	"2016-09-25"	"2016-09-27"	"2016-10-01T13:48:49Z"	600	"Likely Voters"	"Live Phone"	40	46	NA	NA	13	"http://elections.huffingtonpost.com/pollster/polls/gba-strategies-d-end-citizens-united-25820"	"http://endcitizensunited.org/wp-content/uploads/2016/09/ECU-NH-Memo-Sep29.pdf"	"Sponsor"	"Dem"	""	2
"36"	"ARG"	"2016-09-20"	"2016-09-25"	"2016-09-27T18:44:39Z"	522	"Registered Voters"	"Live Phone"	42	46	6	1	5	"http://elections.huffingtonpost.com/pollster/polls/arg-25745"	"http://americanresearchgroup.com/nhpoll/"	"Nonpartisan"	"None"	"If the election for US President were being held today between Hillary Clinton, the Democrat, Donald Trump, the Republican, Gary Johnson, the Libertarian, and Jill Stein, of the Green Party, for whom would you vote - Clinton, Trump, Johnson, or Stein?"	1
"37"	"Ipsos/Reuters"	"2016-09-02"	"2016-09-22"	"2016-09-26T19:02:52Z"	283	"Likely Voters"	"Internet"	36	51	NA	NA	13	"http://elections.huffingtonpost.com/pollster/polls/ipsos-reuters-25717"	"http://big.assets.huffingtonpost.com/ipsos926.pdf"	"Nonpartisan"	"None"	""	1
"38"	"Monmouth University"	"2016-09-17"	"2016-09-20"	"2016-09-21T17:03:38Z"	400	"Likely Voters"	"Live Phone"	38	47	10	2	3	"http://elections.huffingtonpost.com/pollster/polls/monmouth-university-25596"	"http://www.monmouth.edu/polling-institute/reports/MonmouthPoll_NH_092116/"	"Nonpartisan"	"None"	"If the election for President was today, would you vote for Donald Trump the Republican, Hillary Clinton the Democrat, Gary Johnson the Libertarian, or Jill Stein of the Green Party?"	1
"39"	"NBC/WSJ/Marist"	"2016-09-06"	"2016-09-08"	"2016-09-11T11:32:52Z"	737	"Likely Voters"	"Live Phone"	41	42	NA	13	3	"http://elections.huffingtonpost.com/pollster/polls/nbc-wsj-marist-25442"	"http://www.nbcnews.com/politics/2016-election/clinton-trump-deadlocked-battleground-states-polls-n646216"	"Nonpartisan"	"None"	"If November's presidential election were held today, whom would you support if the candidates are:"	1
"40"	"NBC/WSJ/Marist"	"2016-09-06"	"2016-09-08"	"2016-09-11T11:32:52Z"	737	"Likely Voters"	"Live Phone"	37	39	15	4	5	"http://elections.huffingtonpost.com/pollster/polls/nbc-wsj-marist-25442"	"http://www.nbcnews.com/politics/2016-election/clinton-trump-deadlocked-battleground-states-polls-n646216"	"Nonpartisan"	"None"	"If November's presidential election were held today, whom would you support if the candidates are:"	2
"41"	"WashPost/SurveyMonkey"	"2016-08-09"	"2016-09-01"	"2016-09-06T13:56:26Z"	1218	"Registered Voters"	"Internet"	40	49	NA	NA	11	"http://elections.huffingtonpost.com/pollster/polls/washpost-surveymonkey-25379"	"http://apps.washingtonpost.com/g/page/politics/washington-post-surveymonkey-50-state-poll/2086/"	"Nonpartisan"	"None"	""	1
"42"	"WashPost/SurveyMonkey"	"2016-08-09"	"2016-09-01"	"2016-09-06T13:56:26Z"	1218	"Registered Voters"	"Internet"	34	40	14	6	6	"http://elections.huffingtonpost.com/pollster/polls/washpost-surveymonkey-25379"	"http://apps.washingtonpost.com/g/page/politics/washington-post-surveymonkey-50-state-poll/2086/"	"Nonpartisan"	"None"	""	2
"43"	"PPP (D- Constitutional Responsibility Project)"	"2016-08-30"	"2016-08-31"	"2016-09-07T15:16:01Z"	585	"Likely Voters"	"IVR/Online"	41	46	NA	NA	13	"http://elections.huffingtonpost.com/pollster/polls/ppp-d-constitutional-responsibility-project-25413"	"http://weneednine.org/wp-content/uploads/2016/07/NHToplines1.pdf"	"Sponsor"	"Dem"	"The candidates for President are Democrat Hillary Clinton and Republican Donald Trump. If the election were today, who would you vote for?"	1
"44"	"PPP (D-NELP) "	"2016-08-26"	"2016-08-28"	"2016-09-01T15:20:21Z"	977	"Likely Voters"	"IVR/Online"	40	46	NA	NA	14	"http://elections.huffingtonpost.com/pollster/polls/ppp-d-nelp-25317"	"http://nelpaction.org/wp-content/uploads/2016/08/NHResults1.pdf"	"Sponsor"	"Dem"	"The candidates for President are Democrat Hillary Clinton and Republican Donald Trump. If the election were today, who would you vote for?"	1
"45"	"UNH/WMUR"	"2016-08-20"	"2016-08-28"	"2016-09-08T15:54:17Z"	433	"Likely Voters"	"Live Phone"	36	45	NA	14	5	"http://elections.huffingtonpost.com/pollster/polls/unh-wmur-25422"	"https://cola.unh.edu/sites/cola.unh.edu/files/research_publications/gsp2016_summer_sen09116.pdf"	"Nonpartisan"	"None"	"If the 2016 presidential election was being held today would you vote for Donald Trump, the Republican … Hillary Clinton, the Democrat… some other candidate …. or would you skip this election?"	1
"46"	"UNH/WMUR"	"2016-08-20"	"2016-08-28"	"2016-09-08T15:54:17Z"	433	"Likely Voters"	"Live Phone"	32	43	12	7	5	"http://elections.huffingtonpost.com/pollster/polls/unh-wmur-25422"	"https://cola.unh.edu/sites/cola.unh.edu/files/research_publications/gsp2016_summer_sen09116.pdf"	"Nonpartisan"	"None"	"What if the candidates were Donald Trump, the Republican… Hillary Clinton, the Democrat… Gary Johnson, the Libertarian … and Jill Stein of the Green Party. If the 2016 presidential election was being held today, would you vote for Donald Trump … Hillary Clinton… Gary Johnson… Jill Stein… some other candidate …. or would you skip this election?"	2
"47"	"CBS/YouGov"	"2016-08-10"	"2016-08-12"	"2016-08-14T14:56:44Z"	990	"Likely Voters"	"Internet"	36	45	5	6	7	"http://elections.huffingtonpost.com/pollster/polls/cbs-yougov-25158"	"http://www.cbsnews.com/news/poll-hillary-clinton-up-florida-new-hampshire-extends-lead-electoral-map/"	"Nonpartisan"	"None"	""	1
"48"	"Vox Populi (R-ESA Fund)"	"2016-08-07"	"2016-08-08"	"2016-08-11T11:27:25Z"	820	"Registered Voters"	"IVR/Online"	31	41	11	3	13	"http://elections.huffingtonpost.com/pollster/polls/vox-populi-r-esa-fund-25123"	"http://www.wmur.com/blob/view/-/41140016/data/1/-/jxy7pq/-/Vox-Populi-Polling-memo.pdf"	"Sponsor"	"Rep"	""	1
"49"	"MassINC/WBUR"	"2016-07-29"	"2016-08-01"	"2016-08-04T12:23:36Z"	609	"Likely Voters"	"Live Phone"	32	47	8	3	9	"http://elections.huffingtonpost.com/pollster/polls/massinc-wbur-25055"	"http://www.wbur.org/politicker/2016/08/04/clinton-over-trump-new-hampshire-poll"	"Nonpartisan"	"None"	"If the election for President were held today, and the candidates were Democrat Hillary Clinton, Republican Donald Trump, Libertarian Gary Johnson, and Green Party candidate Jill Stein, for whom would you vote? If undecided, ask...Even though you say you are undecided -- which way are you leaning as of today?"	1
"50"	"InsideSources/NH Journal"	"2016-07-19"	"2016-07-21"	"2016-07-28T19:58:40Z"	1166	"Registered Voters"	"IVR/Live Phone"	48	39	NA	NA	14	"http://elections.huffingtonpost.com/pollster/polls/insidesources-nh-journal-24989"	"http://www.insidesources.com/wp-content/uploads/2016/07/IS-NHJ-Poll-07.26.16.pdf"	"Nonpartisan"	"None"	"If the GENERAL election for President were held today, who would you vote for?"	1
"51"	"UNH/WMUR"	"2016-07-09"	"2016-07-18"	"2016-07-29T12:42:27Z"	532	"Adults"	"Live Phone"	37	39	NA	18	6	"http://elections.huffingtonpost.com/pollster/polls/unh-wmur-24992"	"http://cola.unh.edu/sites/cola.unh.edu/files/research_publications/gsp2016_summer_presrace072116.pdf"	"Nonpartisan"	"None"	"If the 2016 presidential election was being held today would you vote for Donald Trump, the Republican … Hillary Clinton, the Democrat… some other candidate …. or would you skip this election?"	1
"52"	"UNH/WMUR"	"2016-07-09"	"2016-07-18"	"2016-07-29T12:42:27Z"	532	"Adults"	"Live Phone"	37	37	10	10	6	"http://elections.huffingtonpost.com/pollster/polls/unh-wmur-24992"	"http://cola.unh.edu/sites/cola.unh.edu/files/research_publications/gsp2016_summer_presrace072116.pdf"	"Nonpartisan"	"None"	"What if the candidates were Donald Trump, the Republican… Hillary Clinton, the Democrat… Gary Johnson, the Libertarian … and Jill Stein of the Green Party. If the 2016 presidential election was being held today, would you vote for Donald Trump …Hillary Clinton… Gary Johnson… Jill Stein… some other candidate …. or would you skip this election?"	2
"53"	"ARG"	"2016-06-24"	"2016-06-28"	"2016-06-29T14:38:41Z"	533	"Registered Voters"	"Live Phone"	42	47	NA	4	7	"http://elections.huffingtonpost.com/pollster/polls/arg-24796"	"https://americanresearchgroup.com/"	"Nonpartisan"	"None"	""	1
"54"	"PPP (D-Americans United for Change/Constitutional Responsibility Project) "	"2016-06-22"	"2016-06-23"	"2016-06-28T03:25:10Z"	578	"Likely Voters"	"IVR/Online"	39	43	NA	NA	18	"http://elections.huffingtonpost.com/pollster/polls/ppp-d-americans-united-for-change-constitutional-responsibility-project-24787"	"http://www.americansunitedforchange.org/page/-/SupremeCourtMemo62816.pdf"	"Sponsor"	"Dem"	""	1
"55"	"GQR (D-Democracy Corps/Women's Voices Women Vote)"	"2016-06-11"	"2016-06-20"	"2016-07-09T02:21:12Z"	300	"Likely Voters"	"Live Phone"	43	44	NA	9	3	"http://elections.huffingtonpost.com/pollster/polls/gqr-d-democracy-corps-women-s-voices-women-vote-24845"	"http://big.assets.huffingtonpost.com/Dcorps_WV_BG_2016.pdf"	"Sponsor"	"Dem"	""	1
"56"	"GQR (D-Democracy Corps/Women's Voices Women Vote)"	"2016-06-11"	"2016-06-20"	"2016-07-09T02:21:12Z"	300	"Likely Voters"	"Live Phone"	41	41	10	5	4	"http://elections.huffingtonpost.com/pollster/polls/gqr-d-democracy-corps-women-s-voices-women-vote-24845"	"http://big.assets.huffingtonpost.com/Dcorps_WV_BG_2016.pdf"	"Sponsor"	"Dem"	""	2
"57"	"Franklin Pierce/RKM/Boston Herald"	"2016-05-25"	"2016-05-28"	"2016-05-31T14:09:50Z"	405	"Likely Voters"	"Live Phone"	44	44	NA	NA	12	"http://elections.huffingtonpost.com/pollster/polls/franklin-pierce-rkm-boston-herald-24570"	"http://www.bostonherald.com/news/local_coverage/herald_bulldog/2016/05/franklin_pierce_herald_poll_shows_tight_nh_race_trouble"	"Nonpartisan"	"None"	""	1
"58"	"MassINC/WBUR"	"2016-05-12"	"2016-05-15"	"2016-05-18T11:19:39Z"	501	"Likely Voters"	"Live Phone"	42	44	NA	7	7	"http://elections.huffingtonpost.com/pollster/polls/massinc-wbur-24505"	"http://www.wbur.org/2016/05/18/wbur-poll-clinton-trump-new-hampshire"	"Nonpartisan"	"None"	""	1
"59"	"UNH/WMUR"	"2016-04-07"	"2016-04-17"	"2016-07-21T19:49:21Z"	533	"Likely Voters"	"Live Phone"	31	50	NA	15	4	"http://elections.huffingtonpost.com/pollster/polls/unh-wmur-24951"	"https://cola.unh.edu/sites/cola.unh.edu/files/research_publications/gsp2016_spring_preselect042116.pdf"	"Nonpartisan"	"None"	"“If the 2016 presidential election was being held today and the candidates were Donald Trump, the Republican, and Hillary Clinton, the Democrat, would you vote for Donald Trump… Hillary Clinton… some other candidate …. or would you skip this election?”"	1
"60"	"Dartmouth"	"2016-04-11"	"2016-04-16"	"2016-05-09T16:03:24Z"	362	"Registered Voters"	"Live Phone"	29	34	NA	NA	37	"http://elections.huffingtonpost.com/pollster/polls/dartmouth-24458"	"http://rockefeller.dartmouth.edu/sites/rockefeller.drupalmulti-prod.dartmouth.edu/files/nh_state_of_the_state_2016_report.pdf"	"Nonpartisan"	"None"	""	1
"61"	"UNH/WMUR"	"2016-02-20"	"2016-02-28"	"2016-03-04T15:41:08Z"	628	"Likely Voters"	"Live Phone"	39	47	NA	10	4	"http://elections.huffingtonpost.com/pollster/polls/unh-wmur-23977"	"https://cola.unh.edu/sites/cola.unh.edu/files/research_publications/gsp2016_winter_senate030316.pdf"	"Nonpartisan"	"None"	""	1
"62"	"UMass Lowell/7 News"	"2016-02-05"	"2016-02-07"	"2016-02-08T12:01:47Z"	1411	"Registered Voters"	"Live Phone"	40	45	NA	NA	15	"http://elections.huffingtonpost.com/pollster/polls/umass-lowell-7-news-23709"	"http://www.uml.edu/Research/public-opinion/polls/default.aspx"	"Nonpartisan"	"None"	""	1
"63"	"CNN/UNH/WMUR"	"2016-01-13"	"2016-01-18"	"2016-01-20T23:26:10Z"	885	"Likely Voters"	"Live Phone"	39	48	NA	10	3	"http://elections.huffingtonpost.com/pollster/polls/cnn-unh-wmur-23538"	"http://www.cnn.com/2016/01/20/politics/bernie-sanders-hillary-clinton-gop-nh/index.html"	"Nonpartisan"	"None"	""	1
"64"	"NBC/WSJ/Marist"	"2016-01-02"	"2016-01-07"	"2016-01-10T20:34:59Z"	957	"Registered Voters"	"Live Phone"	44	45	NA	NA	11	"http://elections.huffingtonpost.com/pollster/polls/nbc-wsj-marist-23464"	"http://msnbcmedia.msn.com/i/MSNBC/Sections/A_Politics/NBC%20News_WSJ_Marist%20Poll_New%20Hampshire%20Annotated%20Questionnaire_January%202016.pdf"	"Nonpartisan"	"None"	""	1
"65"	"PPP (D)"	"2016-01-04"	"2016-01-06"	"2016-01-08T20:21:44Z"	1036	"Likely Voters"	"IVR/Online"	36	50	NA	NA	14	"http://elections.huffingtonpost.com/pollster/polls/ppp-d-23453"	"http://www.publicpolicypolling.com/pdf/2015/PPP_Release_NH_10816.pdf"	"Pollster"	"Dem"	""	1
"66"	"PPP (D)"	"2015-11-30"	"2015-12-02"	"2015-12-07T19:44:12Z"	990	"Likely Voters"	"IVR/Online"	41	47	NA	NA	12	"http://elections.huffingtonpost.com/pollster/polls/ppp-d-23268"	"http://www.publicpolicypolling.com/pdf/2015/PPP_Release_NH_120715.pdf"	"Pollster"	"Dem"	""	1
