"Pollster"	"Start.Date"	"End.Date"	"Entry.Date.Time..ET."	"Number.of.Observations"	"Population"	"Mode"	"Trump"	"Clinton"	"Other"	"Undecided"	"Pollster.URL"	"Source.URL"	"Partisan"	"Affiliation"	"Question.Text"	"Question.Iteration"
"24"	"SurveyMonkey/LA Times"	"2016-09-01"	"2016-09-08"	"2016-09-13T18:17:39Z"	4212	"Registered Voters"	"Internet"	33	58	NA	9	"http://elections.huffingtonpost.com/pollster/polls/surveymonkey-la-times-25472"	"http://www.latimes.com/politics/la-na-pol-california-presidential-poll-20160912-snap-story.html"	"Nonpartisan"	"None"	""	1
"25"	"SurveyMonkey/LA Times"	"2016-09-01"	"2016-09-08"	"2016-09-13T18:17:39Z"	4212	"Registered Voters"	"Internet"	29	49	17	5	"http://elections.huffingtonpost.com/pollster/polls/surveymonkey-la-times-25472"	"http://www.latimes.com/politics/la-na-pol-california-presidential-poll-20160912-snap-story.html"	"Nonpartisan"	"None"	""	2
"26"	"WashPost/SurveyMonkey"	"2016-08-09"	"2016-09-01"	"2016-09-06T12:47:39Z"	2574	"Registered Voters"	"Internet"	33	57	NA	9	"http://elections.huffingtonpost.com/pollster/polls/washpost-surveymonkey-25359"	"http://apps.washingtonpost.com/g/page/politics/washington-post-surveymonkey-50-state-poll/2086/"	"Nonpartisan"	"None"	""	1
"27"	"WashPost/SurveyMonkey"	"2016-08-09"	"2016-09-01"	"2016-09-06T12:47:39Z"	2574	"Registered Voters"	"Internet"	28	49	19	5	"http://elections.huffingtonpost.com/pollster/polls/washpost-surveymonkey-25359"	"http://apps.washingtonpost.com/g/page/politics/washington-post-surveymonkey-50-state-poll/2086/"	"Nonpartisan"	"None"	""	2
"28"	"PPIC"	"2016-07-10"	"2016-07-19"	"2016-07-28T17:11:06Z"	1056	"Likely Voters"	"Live Phone"	30	46	15	9	"http://elections.huffingtonpost.com/pollster/polls/ppic-24984"	"http://www.ppic.org/content/pubs/survey/S_716MBS.pdf"	"Nonpartisan"	"None"	"If the November 8 presidential election were being held today, would you vote for:"	1
"29"	"Field"	"2016-06-08"	"2016-07-02"	"2016-07-07T14:56:35Z"	956	"Likely Voters"	"Live Phone"	28	58	NA	14	"http://elections.huffingtonpost.com/pollster/polls/field-24831"	"http://www.field.com/fieldpollonline/subscribers/Rls2540.pdf"	"Nonpartisan"	"None"	""	1
"30"	"Field"	"2016-06-08"	"2016-07-02"	"2016-07-07T14:56:35Z"	956	"Likely Voters"	"Live Phone"	26	50	10	14	"http://elections.huffingtonpost.com/pollster/polls/field-24831"	"http://www.field.com/fieldpollonline/subscribers/Rls2540.pdf"	"Nonpartisan"	"None"	""	2
"31"	"SurveyMonkey/USC/LA Times"	"2016-06-09"	"2016-06-10"	"2016-06-14T18:17:49Z"	1264	"Likely Voters"	"Live Phone"	28	54	12	6	"http://elections.huffingtonpost.com/pollster/polls/surveymonkey-usc-la-times-24674"	"https://drive.google.com/a/huffingtonpost.com/folderview?id=0B99Qs2h04TA7OV9wNEpSQjdZTm8&usp=sharing#"	"Nonpartisan"	"None"	""	1
"32"	"SurveyMonkey/USC/LA Times"	"2016-06-09"	"2016-06-10"	"2016-06-14T18:17:49Z"	1264	"Likely Voters"	"Live Phone"	31	61	NA	8	"http://elections.huffingtonpost.com/pollster/polls/surveymonkey-usc-la-times-24674"	"https://drive.google.com/a/huffingtonpost.com/folderview?id=0B99Qs2h04TA7OV9wNEpSQjdZTm8&usp=sharing#"	"Nonpartisan"	"None"	"If the election were held today among just the following two candidates, for whom would you vote?"	2
"33"	"CBS/YouGov"	"2016-05-31"	"2016-06-03"	"2016-06-05T15:19:54Z"	1187	"Likely Voters"	"Internet"	33	48	12	7	"http://elections.huffingtonpost.com/pollster/polls/cbs-yougov-24612"	"https://today.yougov.com/news/2016/06/04/democratic-primary-clinton-faces-close-race-califo/"	"Nonpartisan"	"None"	""	1
"34"	"NBC/WSJ/Marist"	"2016-05-29"	"2016-05-31"	"2016-06-01T21:01:26Z"	1833	"Registered Voters"	"Live Phone"	31	55	8	6	"http://elections.huffingtonpost.com/pollster/polls/nbc-wsj-marist-24593"	"http://www.nbcnews.com/politics/first-read/it-s-close-california-clinton-49-sanders-47-n584141"	"Nonpartisan"	"None"	""	1
"35"	"Field"	"2016-05-26"	"2016-05-31"	"2016-06-02T11:51:31Z"	1002	"Likely Voters"	"Live Phone"	34	53	NA	13	"http://elections.huffingtonpost.com/pollster/polls/field-24594"	"http://www.sacbee.com/news/politics-government/capitol-alert/article81253937.ece/BINARY/Rls2537"	"Nonpartisan"	"None"	""	1
"36"	"USC/LA Times"	"2016-05-19"	"2016-05-31"	"2016-06-02T21:32:30Z"	1150	"Likely Voters"	"Live Phone"	33	54	4	10	"http://elections.huffingtonpost.com/pollster/polls/usc-la-times-24603"	"http://www.latimes.com/politics/la-pol-ca-latimes-presidential-primary-poll-20160602-snap-story.html"	"Nonpartisan"	"None"	""	1
"37"	"SurveyUSA/KABC/SCNG"	"2016-05-19"	"2016-05-22"	"2016-05-23T21:46:48Z"	1383	"Likely Voters"	"IVR/Online"	38	52	NA	10	"http://elections.huffingtonpost.com/pollster/polls/surveyusa-kabc-scng-24538"	"http://abc7.com/politics/poll-clinton-poised-to-defeat-sanders-in-california-primary/1351808/"	"Nonpartisan"	"None"	""	1
"38"	"PPIC"	"2016-05-13"	"2016-05-22"	"2016-05-26T13:42:59Z"	996	"Likely Voters"	"Live Phone"	39	49	7	4	"http://elections.huffingtonpost.com/pollster/polls/ppic-24558"	"http://www.ppic.org/content/pubs/survey/S_516MBS.pdf"	"Nonpartisan"	"None"	""	1
"39"	"YouGov/Hoover Institution"	"2016-05-04"	"2016-05-16"	"2016-05-31T15:51:24Z"	1196	"Likely Voters"	"Internet"	33	45	12	10	"http://elections.huffingtonpost.com/pollster/polls/yougov-hoover-institution-24574"	"http://www.hoover.org/sites/default/files/golden_state_poll_may_2016_results_tables_final.pdf"	"Nonpartisan"	"None"	""	1
"40"	"SurveyUSA/KABC/SCNG"	"2016-04-27"	"2016-04-30"	"2016-05-02T19:25:23Z"	1683	"Likely Voters"	"IVR/Online"	34	56	NA	10	"http://elections.huffingtonpost.com/pollster/polls/surveyusa-kabc-scng-24427"	"http://abc7.com/politics/poll-ca-voters-resigned-to-vote-for-donald-trump-vs-hillary-clinton/1318792/"	"Nonpartisan"	"None"	""	1
"41"	"Field"	"2016-03-24"	"2016-04-04"	"2016-04-07T13:50:20Z"	1400	"Registered Voters"	"Live Phone"	31	59	NA	10	"http://elections.huffingtonpost.com/pollster/polls/field-24222"	"http://www.field.com/fieldpollonline/subscribers/Rls2530.pdf"	"Nonpartisan"	"None"	""	1
"42"	"SurveyUSA"	"2016-03-30"	"2016-04-03"	"2016-04-05T03:21:00Z"	1507	"Likely Voters"	"IVR/Online"	26	60	NA	14	"http://elections.huffingtonpost.com/pollster/polls/surveyusa-24205"	"http://www.surveyusa.com/client/PollReport.aspx?g=4114a2c6-213f-4447-8c7b-eb137d8c3312"	"Nonpartisan"	"None"	""	1
"43"	"USC/LA Times"	"2016-03-16"	"2016-03-23"	"2016-03-27T18:43:36Z"	1202	"Likely Voters"	"Live Phone"	30	57	5	8	"http://elections.huffingtonpost.com/pollster/polls/usc-la-times-24155"	"http://www.gqrr.com/articles/2016/3/25/new-university-of-southern-california-dornsife-college-of-letters-arts-and-scienceslos-angeles-times-poll"	"Nonpartisan"	"None"	""	1
