"Pollster"	"Start.Date"	"End.Date"	"Entry.Date.Time..ET."	"Number.of.Observations"	"Population"	"Mode"	"Trump"	"Clinton"	"Other"	"Undecided"	"Pollster.URL"	"Source.URL"	"Partisan"	"Affiliation"	"Question.Text"	"Question.Iteration"
"51"	"Angus Reid/MARU-Matchbox"	"2016-11-01"	"2016-11-04"	"2016-11-07T20:44:02Z"	1113	"Likely Voters"	"Internet"	44	48	2	NA	"http://elections.huffingtonpost.com/pollster/polls/angus-reid-maru-matchbox-26804"	"http://angusreid.org/wp-content/uploads/2016/11/2016.11.04-US-Horserace.pdf"	"Nonpartisan"	"None"	"Which one of the following candidates are you most likely to support on Election Day?"	1
"52"	"McClatchy/Marist"	"2016-11-01"	"2016-11-03"	"2016-11-05T15:16:08Z"	940	"Likely Voters"	"Live Phone"	44	46	8	2	"http://elections.huffingtonpost.com/pollster/polls/mcclatchy-marist-26734"	"http://maristpoll.marist.edu/114-mcclatchy-marist-poll/?utm_source=feedburner&utm_medium=email&utm_campaign=Feed%3A+PebblesAndPundits+%28Pebbles+and+Pundits%29"	"Nonpartisan"	"None"	"If next  week's (November's) presidential election were held today, whom would you support if the candidates are:"	1
"53"	"McClatchy/Marist"	"2016-11-01"	"2016-11-03"	"2016-11-05T15:16:08Z"	NA	"Likely Voters - Democrat"	"Live Phone"	7	90	3	0	"http://elections.huffingtonpost.com/pollster/polls/mcclatchy-marist-26734"	"http://maristpoll.marist.edu/114-mcclatchy-marist-poll/?utm_source=feedburner&utm_medium=email&utm_campaign=Feed%3A+PebblesAndPundits+%28Pebbles+and+Pundits%29"	"Nonpartisan"	"None"	"If next  week's (November's) presidential election were held today, whom would you support if the candidates are:"	1
"54"	"McClatchy/Marist"	"2016-11-01"	"2016-11-03"	"2016-11-05T15:16:08Z"	NA	"Likely Voters - Republican"	"Live Phone"	92	3	3	1	"http://elections.huffingtonpost.com/pollster/polls/mcclatchy-marist-26734"	"http://maristpoll.marist.edu/114-mcclatchy-marist-poll/?utm_source=feedburner&utm_medium=email&utm_campaign=Feed%3A+PebblesAndPundits+%28Pebbles+and+Pundits%29"	"Nonpartisan"	"None"	"If next  week's (November's) presidential election were held today, whom would you support if the candidates are:"	1
"55"	"McClatchy/Marist"	"2016-11-01"	"2016-11-03"	"2016-11-05T15:16:08Z"	NA	"Likely Voters - independent"	"Live Phone"	41	38	17	4	"http://elections.huffingtonpost.com/pollster/polls/mcclatchy-marist-26734"	"http://maristpoll.marist.edu/114-mcclatchy-marist-poll/?utm_source=feedburner&utm_medium=email&utm_campaign=Feed%3A+PebblesAndPundits+%28Pebbles+and+Pundits%29"	"Nonpartisan"	"None"	"If next  week's (November's) presidential election were held today, whom would you support if the candidates are:"	1
"56"	"McClatchy/Marist"	"2016-11-01"	"2016-11-03"	"2016-11-05T15:16:08Z"	940	"Likely Voters"	"Live Phone"	43	44	5	2	"http://elections.huffingtonpost.com/pollster/polls/mcclatchy-marist-26734"	"http://maristpoll.marist.edu/114-mcclatchy-marist-poll/?utm_source=feedburner&utm_medium=email&utm_campaign=Feed%3A+PebblesAndPundits+%28Pebbles+and+Pundits%29"	"Nonpartisan"	"None"	"If November's presidential election were held today, whom would you support if the candidates are:"	2
"57"	"McClatchy/Marist"	"2016-11-01"	"2016-11-03"	"2016-11-05T15:16:08Z"	NA	"Likely Voters - Democrat"	"Live Phone"	7	89	1	0	"http://elections.huffingtonpost.com/pollster/polls/mcclatchy-marist-26734"	"http://maristpoll.marist.edu/114-mcclatchy-marist-poll/?utm_source=feedburner&utm_medium=email&utm_campaign=Feed%3A+PebblesAndPundits+%28Pebbles+and+Pundits%29"	"Nonpartisan"	"None"	"If November's presidential election were held today, whom would you support if the candidates are:"	2
"58"	"McClatchy/Marist"	"2016-11-01"	"2016-11-03"	"2016-11-05T15:16:08Z"	NA	"Likely Voters - Republican"	"Live Phone"	92	2	1	1	"http://elections.huffingtonpost.com/pollster/polls/mcclatchy-marist-26734"	"http://maristpoll.marist.edu/114-mcclatchy-marist-poll/?utm_source=feedburner&utm_medium=email&utm_campaign=Feed%3A+PebblesAndPundits+%28Pebbles+and+Pundits%29"	"Nonpartisan"	"None"	"If November's presidential election were held today, whom would you support if the candidates are:"	2
"59"	"McClatchy/Marist"	"2016-11-01"	"2016-11-03"	"2016-11-05T15:16:08Z"	NA	"Likely Voters - independent"	"Live Phone"	39	33	11	5	"http://elections.huffingtonpost.com/pollster/polls/mcclatchy-marist-26734"	"http://maristpoll.marist.edu/114-mcclatchy-marist-poll/?utm_source=feedburner&utm_medium=email&utm_campaign=Feed%3A+PebblesAndPundits+%28Pebbles+and+Pundits%29"	"Nonpartisan"	"None"	"If November's presidential election were held today, whom would you support if the candidates are:"	2
"60"	"Lucid/The Times-Picayune"	"2016-11-01"	"2016-11-03"	"2016-11-04T18:56:13Z"	873	"Likely Voters"	"Internet"	39	44	2	10	"http://elections.huffingtonpost.com/pollster/polls/lucid-the-times-picayune-26717"	"https://luc.id/2016-presidential-tracker/"	"Nonpartisan"	"None"	""	1
"61"	"IBD/TIPP"	"2016-10-30"	"2016-11-03"	"2016-11-04T11:48:24Z"	898	"Likely Voters"	"Live Phone"	44	44	4	5	"http://elections.huffingtonpost.com/pollster/polls/ibd-tipp-26691"	"http://www.investors.com/politics/ibd-tipp-presidential-election-poll/"	"Nonpartisan"	"None"	""	1
"62"	"ABC/Post"	"2016-10-30"	"2016-11-02"	"2016-11-04T11:45:19Z"	1151	"Likely Voters"	"Live Phone"	44	47	4	2	"http://elections.huffingtonpost.com/pollster/polls/abc-post-26690"	"http://abcnews.go.com/Politics/hint-momentum-clinton-issues-defining-factor-poll/story?id=43281152"	"Nonpartisan"	"None"	""	1
"63"	"YouGov/Economist"	"2016-10-30"	"2016-11-01"	"2016-11-02T14:26:40Z"	1233	"Likely Voters"	"Internet"	43	46	4	4	"http://elections.huffingtonpost.com/pollster/polls/yougov-economist-26618"	"https://today.yougov.com/news/2016/11/02/yougoveconomist-poll-october-30-november-1-2016/"	"Nonpartisan"	"None"	"If the 2016 presidential election were being held today and the candidates were Hillary Clinton, the Democrat, Donald Trump, the Republican, Gary Johson, the Libertarian, and Jill Stein, from the Green Party, who would you vote for?"	1
"64"	"YouGov/Economist"	"2016-10-30"	"2016-11-01"	"2016-11-02T14:26:40Z"	523	"Likely Voters - Democrat"	"Internet"	5	90	2	3	"http://elections.huffingtonpost.com/pollster/polls/yougov-economist-26618"	"https://today.yougov.com/news/2016/11/02/yougoveconomist-poll-october-30-november-1-2016/"	"Nonpartisan"	"None"	"If the 2016 presidential election were being held today and the candidates were Hillary Clinton, the Democrat, Donald Trump, the Republican, Gary Johson, the Libertarian, and Jill Stein, from the Green Party, who would you vote for?"	1
"65"	"YouGov/Economist"	"2016-10-30"	"2016-11-01"	"2016-11-02T14:26:40Z"	268	"Likely Voters - Republican"	"Internet"	89	5	3	1	"http://elections.huffingtonpost.com/pollster/polls/yougov-economist-26618"	"https://today.yougov.com/news/2016/11/02/yougoveconomist-poll-october-30-november-1-2016/"	"Nonpartisan"	"None"	"If the 2016 presidential election were being held today and the candidates were Hillary Clinton, the Democrat, Donald Trump, the Republican, Gary Johson, the Libertarian, and Jill Stein, from the Green Party, who would you vote for?"	1
"66"	"YouGov/Economist"	"2016-10-30"	"2016-11-01"	"2016-11-02T14:26:40Z"	442	"Likely Voters - independent"	"Internet"	51	28	5	7	"http://elections.huffingtonpost.com/pollster/polls/yougov-economist-26618"	"https://today.yougov.com/news/2016/11/02/yougoveconomist-poll-october-30-november-1-2016/"	"Nonpartisan"	"None"	"If the 2016 presidential election were being held today and the candidates were Hillary Clinton, the Democrat, Donald Trump, the Republican, Gary Johson, the Libertarian, and Jill Stein, from the Green Party, who would you vote for?"	1
