"","Pollster","Start.Date","End.Date","Entry.Date.Time..ET.","Number.of.Observations","Population","Mode","Trump","Clinton","Johnson","Other","Undecided","Pollster.URL","Source.URL","Partisan","Affiliation","Question.Text","Question.Iteration"
"12","UPI/CVOTER","2016-10-23","2016-10-29","2016-11-01T12:54:47Z",339,"Likely Voters","Internet",47,50,NA,3,NA,"http://elections.huffingtonpost.com/pollster/polls/upi-cvoter-26592","https://www.documentcloud.org/documents/3210977-UPI-CVoter-2016-StatePoll-October-29.html","Nonpartisan","None","",1
"13","SurveyMonkey","2016-10-18","2016-10-24","2016-10-26T13:40:15Z",1951,"Likely Voters","Internet",45,40,8,3,4,"http://elections.huffingtonpost.com/pollster/polls/surveymonkey-26441","https://www.surveymonkey.com/elections/map?poll=sm-lv-cpsplus","Nonpartisan","None","",1
"14","Remington Research Group (R)/Axiom Strategies","2016-10-20","2016-10-22","2016-10-25T13:43:49Z",1971,"Likely Voters","IVR/Live Phone",46,42,4,2,6,"http://elections.huffingtonpost.com/pollster/polls/remington-research-group-r-axiom-strategies-26423","http://big.assets.huffingtonpost.com/OHSTATEWIDE.pdf","Sponsor","Rep","",1
"15","Suffolk","2016-10-17","2016-10-19","2016-10-20T16:20:16Z",500,"Likely Voters","Live Phone",45,45,2,2,6,"http://elections.huffingtonpost.com/pollster/polls/suffolk-26318","http://www.suffolk.edu/documents/SUPRC/10_20_2016_marginals.pdf","Nonpartisan","None","Your Ohio ballot contains five candidates for President: Democrat Hillary Clinton, nonparty Richard Duncan, Gary Johnson, Green Party Jill Stein, Republican Donald Trump. If the general election was held today for whom will you vote or lean toward?",1
"16","Quinnipiac","2016-10-10","2016-10-16","2016-10-17T19:05:54Z",624,"Likely Voters","Live Phone",45,45,6,2,2,"http://elections.huffingtonpost.com/pollster/polls/quinnipiac-26216","https://www.qu.edu/news-and-events/quinnipiac-university-poll/2016-presidential-swing-state-polls/release-detail?ReleaseID=2388","Nonpartisan","None","If the presidential election were being held today, and the candidates were Hillary Clinton and Tim Kaine the Democrats, Donald Trump and Mike Pence the Republicans, Gary Johnson and Bill Weld the Libertarians, and Jill Stein and Ajamu Baraka the Green party candidates, for whom would you vote?",1
"17","Quinnipiac","2016-10-10","2016-10-16","2016-10-17T19:05:54Z",624,"Likely Voters","Live Phone",48,47,NA,1,4,"http://elections.huffingtonpost.com/pollster/polls/quinnipiac-26216","https://www.qu.edu/news-and-events/quinnipiac-university-poll/2016-presidential-swing-state-polls/release-detail?ReleaseID=2388","Nonpartisan","None","If the only candidates were Hillary Clinton and Tim Kaine the Democrats and Donald Trump and Mike Pence the Republicans, for whom would you vote?",2
"18","UPI/CVOTER","2016-10-09","2016-10-16","2016-10-20T16:28:21Z",344,"Likely Voters","Internet",46,50,NA,4,NA,"http://elections.huffingtonpost.com/pollster/polls/upi-cvoter-26323","https://assets.documentcloud.org/documents/3143752/UPI-CVoter-2016-StatePoll-October-16.pdf","Nonpartisan","None","",1
"19","WashPost/SurveyMonkey","2016-10-08","2016-10-16","2016-10-18T16:59:29Z",1307,"Likely Voters","Internet",48,46,NA,NA,6,"http://elections.huffingtonpost.com/pollster/polls/washpost-surveymonkey-26245","http://apps.washingtonpost.com/g/page/politics/surveymonkey-15-state-poll/2103/","Nonpartisan","None","",1
"20","WashPost/SurveyMonkey","2016-10-08","2016-10-16","2016-10-18T16:59:29Z",1307,"Likely Voters","Internet",44,41,9,4,2,"http://elections.huffingtonpost.com/pollster/polls/washpost-surveymonkey-26245","http://apps.washingtonpost.com/g/page/politics/surveymonkey-15-state-poll/2103/","Nonpartisan","None","",2
"21","CNN","2016-10-10","2016-10-15","2016-10-17T16:40:33Z",774,"Likely Voters","Live Phone",48,44,4,3,0,"http://elections.huffingtonpost.com/pollster/polls/cnn-26204","http://i2.cdn.turner.com/cnn/2016/images/10/17/link.3..pdf","Nonpartisan","None","Suppose that the presidential election were being held today and you had to choose between Hillary Clinton and Tim Kaine as the Democratic Party’s candidates, Donald Trump and MikePence as the  Republican Party’s candidates, Gary Johnson and Bill Weld as Independent candidates, and Jill Stein and Ajamu Baraka as the Green Party’s candidates. Who would you be more likely to vote for?",1
"22","CNN","2016-10-10","2016-10-15","2016-10-17T16:40:33Z",774,"Likely Voters","Live Phone",50,47,NA,4,0,"http://elections.huffingtonpost.com/pollster/polls/cnn-26204","http://i2.cdn.turner.com/cnn/2016/images/10/17/link.3..pdf","Nonpartisan","None","Now suppose that the presidential candidates on the ballot in your state included only Hillary Clinton as the Democratic Party’s candidate and Donald Trump as the Republican Party’s candidate, who would you be more likely to vote for?",2
"23","Ipsos/Reuters","2016-09-23","2016-10-13","2016-10-21T12:42:39Z",2192,"Likely Voters","Internet",43,42,NA,NA,15,"http://elections.huffingtonpost.com/pollster/polls/ipsos-reuters-26344","http://big.assets.huffingtonpost.com/2016ReutersSOTN10.17.16.pdf","Nonpartisan","None","",1
"24","NBC/WSJ/Marist","2016-10-10","2016-10-12","2016-10-13T23:08:38Z",724,"Likely Voters","Live Phone",45,45,NA,8,3,"http://elections.huffingtonpost.com/pollster/polls/nbc-wsj-marist-26168","http://www.nbcnews.com/politics/first-read/poll-clinton-ahead-north-carolina-virtual-tie-ohio-n665981","Nonpartisan","None","If November's presidential election were held today, whom would you support if the candidates are:",1
"25","NBC/WSJ/Marist","2016-10-10","2016-10-12","2016-10-13T23:08:38Z",724,"Likely Voters","Live Phone",42,41,9,5,3,"http://elections.huffingtonpost.com/pollster/polls/nbc-wsj-marist-26168","http://www.nbcnews.com/politics/first-read/poll-clinton-ahead-north-carolina-virtual-tie-ohio-n665981","Nonpartisan","None","If November's presidential election were held today, whom would you support if the candidates are:",2
"26","Baldwin Wallace University","2016-10-09","2016-10-11","2016-10-12T12:35:43Z",1152,"Likely Voters","Internet",38,48,NA,NA,14,"http://elections.huffingtonpost.com/pollster/polls/baldwin-wallace-university-26139","http://www.cleveland.com/open/index.ssf/2016/10/new_ohio_poll_puts_hillary_cli.html","Nonpartisan","None","",1
"27","Baldwin Wallace University","2016-10-09","2016-10-11","2016-10-12T12:35:43Z",1152,"Likely Voters","Internet",34,43,10,3,10,"http://elections.huffingtonpost.com/pollster/polls/baldwin-wallace-university-26139","http://www.cleveland.com/open/index.ssf/2016/10/new_ohio_poll_puts_hillary_cli.html","Nonpartisan","None","",2
"28","Lucid/The Times-Picayune","2016-10-07","2016-10-10","2016-10-23T12:22:37Z",1304,"Likely Voters","Internet",39,44,7,2,9,"http://elections.huffingtonpost.com/pollster/polls/lucid-the-times-picayune-26376","https://luc.id/correction/","Nonpartisan","None","",1
"29","CBS/YouGov","2016-10-05","2016-10-07","2016-10-09T14:50:49Z",997,"Likely Voters","Internet",42,46,5,4,3,"http://elections.huffingtonpost.com/pollster/polls/cbs-yougov-26014","http://www.cbsnews.com/news/poll-gender-gap-in-views-on-trumps-2005-tape/?ftag=CNM-00-10aab7i&linkId=29728068","Nonpartisan","None","",1
"30","PPP (D)","2016-10-05","2016-10-06","2016-10-07T12:06:59Z",782,"Likely Voters","IVR/Online",43,44,5,2,6,"http://elections.huffingtonpost.com/pollster/polls/ppp-d-25989","http://www.publicpolicypolling.com/pdf/2015/PPP_Release_OH_100616.pdf","Pollster","Dem","The candidates for President are Democrat Hillary Clinton, Republican Donald Trump, Libertarian Gary Johnson, and Green Party candidate Jill Stein. If the election was today, who would you vote for?",1
"31","PPP (D)","2016-10-05","2016-10-06","2016-10-07T12:06:59Z",782,"Likely Voters","IVR/Online",47,48,NA,NA,4,"http://elections.huffingtonpost.com/pollster/polls/ppp-d-25989","http://www.publicpolicypolling.com/pdf/2015/PPP_Release_OH_100616.pdf","Pollster","Dem","If you had to choose between just Democrat Hillary Clinton and Republican Donald Trump, who would you vote for?",2
"32","TargetSmart/William & Mary","2016-10-03","2016-10-06","2016-10-09T01:38:06Z",812,"Likely Voters","Live Phone/Online",40,43,8,3,5,"http://elections.huffingtonpost.com/pollster/polls/targetsmart-william-mary-26010","https://www.scribd.com/document/326848657/TargetSmart-William-Mary-Poll-Ohio-Statewide-Wave-2","Nonpartisan","None","",1
"33","TargetSmart/William & Mary","2016-10-03","2016-10-06","2016-10-09T01:38:06Z",812,"Likely Voters","Live Phone/Online",43,46,NA,NA,11,"http://elections.huffingtonpost.com/pollster/polls/targetsmart-william-mary-26010","https://www.scribd.com/document/326848657/TargetSmart-William-Mary-Poll-Ohio-Statewide-Wave-2","Nonpartisan","None","",2
"34","Monmouth University","2016-10-01","2016-10-04","2016-10-05T17:02:26Z",405,"Likely Voters","Live Phone",42,44,5,2,6,"http://elections.huffingtonpost.com/pollster/polls/monmouth-university-25969","http://www.monmouth.edu/polling-institute/reports/MonmouthPoll_OH_100516/","Nonpartisan","None","If the election for President was today, would you vote for Donald Trump the Republican, Hillary Clinton the Democrat, Gary Johnson the independent Libertarian, or Jill Stein of the Green Party?",1
"35","Anzalone (D-Ohio Education Association)","2016-09-27","2016-10-02","2016-10-06T17:57:17Z",800,"Likely Voters","Live Phone",42,44,8,1,6,"http://elections.huffingtonpost.com/pollster/polls/anzalone-d-ohio-education-association-25985","https://www.scribd.com/document/326538857/OH-Sen-Anzalone-Liszt-Grove-for-the-Ohio-Education-Association-Oct-2016?link_id=23&can_id=3988fa989da190d30e93d8a03b9a4393&source=email-morning-digest-oregon-republican-says-educated-women-cant-be-domestic-violenc","Sponsor","Dem","If the election for President were held today and the candidates were-- Hillary Clinton, a Democrat, Donald Trump, a Republican, Gary Johnson of the Libertarian Party, or Jill Stein of the Green Party, for whom would you vote?",1
"36","Anzalone (D-Ohio Education Association)","2016-09-27","2016-10-02","2016-10-06T17:57:17Z",800,"Likely Voters","Live Phone",44,46,NA,5,5,"http://elections.huffingtonpost.com/pollster/polls/anzalone-d-ohio-education-association-25985","https://www.scribd.com/document/326538857/OH-Sen-Anzalone-Liszt-Grove-for-the-Ohio-Education-Association-Oct-2016?link_id=23&can_id=3988fa989da190d30e93d8a03b9a4393&source=email-morning-digest-oregon-republican-says-educated-women-cant-be-domestic-violenc","Sponsor","Dem","",2
"37","Quinnipiac","2016-09-27","2016-10-02","2016-10-03T18:33:27Z",497,"Likely Voters","Live Phone",47,42,6,1,4,"http://elections.huffingtonpost.com/pollster/polls/quinnipiac-25843","https://www.qu.edu/news-and-events/quinnipiac-university-poll/2016-presidential-swing-state-polls/release-detail?ReleaseID=2384","Nonpartisan","None","If the presidential election were being held today, and the candidates were Hillary Clinton and Tim Kaine the Democrats, Donald Trump and Mike Pence the Republicans, Gary Johnson and Bill Weld the Libertarians, and Jill Stein and Ajamu Baraka the Green party candidates, for whom would you vote?",1
"38","Quinnipiac","2016-09-27","2016-10-02","2016-10-03T18:33:27Z",497,"Likely Voters","Live Phone",49,46,NA,1,4,"http://elections.huffingtonpost.com/pollster/polls/quinnipiac-25843","https://www.qu.edu/news-and-events/quinnipiac-university-poll/2016-presidential-swing-state-polls/release-detail?ReleaseID=2384","Nonpartisan","None","If the only candidates were Hillary Clinton and Tim Kaine the Democrats and Donald Trump and Mike Pence the Republicans, for whom would you vote?",2
"39","UPI/CVOTER","2016-09-19","2016-10-02","2016-10-04T13:30:43Z",548,"Likely Voters","Internet",49,48,NA,4,NA,"http://elections.huffingtonpost.com/pollster/polls/upi-cvoter-25932","https://www.documentcloud.org/documents/3118423-UPI-CVoter-2016-StatePoll-October-3-1.html","Nonpartisan","None","",1
"40","TargetSmart/William & Mary","2016-09-15","2016-09-22","2016-09-27T18:20:50Z",652,"Likely Voters","Live Phone/Online",37,40,8,4,2,"http://elections.huffingtonpost.com/pollster/polls/targetsmart-william-mary-25739","https://www.scribd.com/document/325387759/TargetSmart-William-Mary-Poll-Ohio-Statewide","Nonpartisan","None","In the election for President this November, if the election were held today and the candidates were: Democrat Hillary Clinton, Republican Donald Trump, Libertarian Gary Johnson, and Green Party candidate Jill Stein -- for whom would you vote?",1
"41","TargetSmart/William & Mary","2016-09-15","2016-09-22","2016-09-27T18:20:50Z",652,"Likely Voters","Live Phone/Online",40,43,NA,NA,16,"http://elections.huffingtonpost.com/pollster/polls/targetsmart-william-mary-25739","https://www.scribd.com/document/325387759/TargetSmart-William-Mary-Poll-Ohio-Statewide","Nonpartisan","None","And, if the election were held today and the candidates were: Democrat Hillary Clinton and Republican Donald Trump -- for whom would you vote?",2
"42","Ipsos/Reuters","2016-09-02","2016-09-22","2016-09-26T18:57:43Z",550,"Likely Voters","Internet",43,46,NA,NA,11,"http://elections.huffingtonpost.com/pollster/polls/ipsos-reuters-25708","http://big.assets.huffingtonpost.com/ipsos926.pdf","Nonpartisan","None","",1
"43","Fox News","2016-09-18","2016-09-20","2016-09-21T22:28:02Z",737,"Likely Voters","Live Phone",42,37,6,4,11,"http://elections.huffingtonpost.com/pollster/polls/fox-news-25609","http://www.foxnews.com/politics/interactive/2016/09/21/fox-news-poll-ohio/","Nonpartisan","None","",1
"44","Fox News","2016-09-18","2016-09-20","2016-09-21T22:28:02Z",737,"Likely Voters","Live Phone",45,40,NA,1,13,"http://elections.huffingtonpost.com/pollster/polls/fox-news-25609","http://www.foxnews.com/politics/interactive/2016/09/21/fox-news-poll-ohio/","Nonpartisan","None","",2
"45","GQR (D-Democracy Corps/WVWV)","2016-09-10","2016-09-19","2016-09-23T20:15:55Z",400,"Likely Voters","Live Phone",41,39,11,4,4,"http://elections.huffingtonpost.com/pollster/polls/gqr-d-democracy-corps-wvwv-25639","http://www.democracycorps.com/Battleground-Surveys/consolidating-democrats-the-strategy-that-gives-a-governing-majority/?ct=t%28Consolidating+Democrats+-+Sept+BG+Release%29&mc_cid=75290cc883&mc_eid=%5BUNIQID%5D","Sponsor","Dem","I know it's a long way off, but thinking about the election for President in November, if the election for President were held today, would you vote for -- Democrat Hillary Clinton, Republican Donald Trump, Libertarian Gary Johnson or Green Party Candidate Jill Stein?",1
"46","Suffolk","2016-09-12","2016-09-14","2016-09-15T16:09:30Z",500,"Likely Voters","Live Phone",42,39,4,2,13,"http://elections.huffingtonpost.com/pollster/polls/suffolk-25502","http://www.suffolk.edu/academics/10740.php","Nonpartisan","None","The Ohio ballot contains five candidates for President Democrat Hillary Clinton, nonparty Richard Duncan, Gary Johnson, Green Party Jill Stein, Republican Donald Trump. If the general election was held today for whom will you vote or lean toward?",1
"47","Bloomberg/Selzer","2016-09-09","2016-09-12","2016-09-14T11:39:59Z",802,"Likely Voters","Live Phone",48,43,NA,6,3,"http://elections.huffingtonpost.com/pollster/polls/bloomberg-selzer-25477","https://assets.bwbx.io/documents/users/iqjWHBFdfxIU/r2.771xfmKOI/v0","Nonpartisan","None","If the general election were held today, and the candidates were Hillary Clinton for the Democrats and Donald Trump for the Republicans, for whom would you vote?",1
"48","Bloomberg/Selzer","2016-09-09","2016-09-12","2016-09-14T11:39:59Z",802,"Likely Voters","Live Phone",44,39,10,3,5,"http://elections.huffingtonpost.com/pollster/polls/bloomberg-selzer-25477","https://assets.bwbx.io/documents/users/iqjWHBFdfxIU/r2.771xfmKOI/v0","Nonpartisan","None","If the general election were held today, and the candidates were Hillary Clinton for the Democrats, Donald Trump for the Republicans, Gary Johnson for the Libertarian Party, and Jill Stein for the Green Party, for whom would you vote?",2
"49","CNN","2016-09-07","2016-09-12","2016-09-14T21:13:14Z",769,"Likely Voters","Live Phone",46,41,8,4,1,"http://elections.huffingtonpost.com/pollster/polls/cnn-25494","http://www.cnn.com/2016/09/14/politics/cnn-orc-poll-florida-ohio-donald-trump-hillary-clinton/index.html","Nonpartisan","None","Now suppose that the presidential candidates on the ballot in your state included Hillary Clinton as the Democratic Party’s candidate, Donald Trump as the Republican Party’s candidate, Gary Johnson as the independent candidate, and Jill Stein as the Green Party candidate, who would you be more likely to vote for?",1
"50","CNN","2016-09-07","2016-09-12","2016-09-14T21:13:14Z",769,"Likely Voters","Live Phone",50,46,NA,3,0,"http://elections.huffingtonpost.com/pollster/polls/cnn-25494","http://www.cnn.com/2016/09/14/politics/cnn-orc-poll-florida-ohio-donald-trump-hillary-clinton/index.html","Nonpartisan","None","Suppose that the presidential election were being held today and you had to choose between Hillary Clinton and Tim Kaine as the Democratic Party’s candidates, and Donald Trump and Mike Pence as the Republican Party’s candidates. Who would you be more likely to vote for?",2
"51","CBS/YouGov","2016-09-07","2016-09-09","2016-09-11T17:53:56Z",994,"Likely Voters","Internet",39,46,7,4,4,"http://elections.huffingtonpost.com/pollster/polls/cbs-yougov-25449","https://today.yougov.com/news/2016/09/11/clinton-holds-ohio-lead-trump-gains-florida/","Nonpartisan","None","",1
"52","Quinnipiac","2016-08-29","2016-09-07","2016-09-08T18:38:04Z",775,"Likely Voters","Live Phone",46,45,NA,3,6,"http://elections.huffingtonpost.com/pollster/polls/quinnipiac-25427","https://www.qu.edu/news-and-events/quinnipiac-university-poll/2016-presidential-swing-state-polls/release-detail?ReleaseID=2376","Nonpartisan","None","If the election for President were being held today, and the candidates were Hillary Clinton the Democrat and Donald Trump the Republican, for whom would you vote? As of today, do you lean more toward Clinton or Trump?",1
"53","Quinnipiac","2016-08-29","2016-09-07","2016-09-08T18:38:04Z",775,"Likely Voters","Live Phone",41,37,14,4,5,"http://elections.huffingtonpost.com/pollster/polls/quinnipiac-25427","https://www.qu.edu/news-and-events/quinnipiac-university-poll/2016-presidential-swing-state-polls/release-detail?ReleaseID=2376","Nonpartisan","None","If the election for President were being held today, and the candidates were Hillary Clinton the Democrat, Donald Trump the Republican, Gary Johnson the Libertarian, and Jill Stein the Green party candidate, for whom would you vote?",2
"54","WashPost/SurveyMonkey","2016-08-09","2016-09-01","2016-09-06T12:15:08Z",2543,"Registered Voters","Internet",46,43,NA,NA,11,"http://elections.huffingtonpost.com/pollster/polls/washpost-surveymonkey-25354","http://apps.washingtonpost.com/g/page/politics/washington-post-surveymonkey-50-state-poll/2086/","Nonpartisan","None","",1
"55","WashPost/SurveyMonkey","2016-08-09","2016-09-01","2016-09-06T12:15:08Z",2543,"Registered Voters","Internet",40,37,13,4,7,"http://elections.huffingtonpost.com/pollster/polls/washpost-surveymonkey-25354","http://apps.washingtonpost.com/g/page/politics/washington-post-surveymonkey-50-state-poll/2086/","Nonpartisan","None","",2
"56","PPP (D-NELP) ","2016-08-26","2016-08-27","2016-09-01T15:15:09Z",1134,"Likely Voters","IVR/Online",42,46,NA,NA,12,"http://elections.huffingtonpost.com/pollster/polls/ppp-d-nelp-25315","http://nelpaction.org/wp-content/uploads/2016/08/OhioResults1.pdf","Sponsor","Dem","The candidates for President are Democrat Hillary Clinton and Republican Donald Trump. If the election was today, who would you vote for?",1
"57","Monmouth University","2016-08-18","2016-08-21","2016-08-22T17:02:38Z",402,"Likely Voters","Live Phone",39,43,10,0,8,"http://elections.huffingtonpost.com/pollster/polls/monmouth-university-25232","http://www.monmouth.edu/polling-institute/reports/MonmouthPoll_OH_082216/","Nonpartisan","None","If the election for President was today, would you vote for Donald Trump the Republican, Hillary Clinton the Democrat, Gary Johnson the independent Libertarian, or Jill Stein of the Green Party?",1
"58","CBS/YouGov","2016-08-17","2016-08-19","2016-08-21T16:19:37Z",997,"Likely Voters","Internet",40,46,6,4,4,"http://elections.huffingtonpost.com/pollster/polls/cbs-yougov-25219","http://www.cbsnews.com/news/poll-hillary-clinton-extends-lead-ohio-iowa-donald-trump/","Nonpartisan","None","",1
"59","NBC/WSJ/Marist","2016-08-03","2016-08-07","2016-08-09T21:20:52Z",889,"Registered Voters","Live Phone",38,43,NA,10,9,"http://elections.huffingtonpost.com/pollster/polls/nbc-wsj-marist-25105","http://www.nbcnews.com/politics/first-read/polls-clinton-ahead-trump-midwest-battlegrounds-n626541","Nonpartisan","None","If November's presidential election were held today, whom would you support if the candidates are:",1
"60","NBC/WSJ/Marist","2016-08-03","2016-08-07","2016-08-09T21:20:52Z",889,"Registered Voters","Live Phone",35,39,12,5,9,"http://elections.huffingtonpost.com/pollster/polls/nbc-wsj-marist-25105","http://www.nbcnews.com/politics/first-read/polls-clinton-ahead-trump-midwest-battlegrounds-n626541","Nonpartisan","None","If November's presidential election were held today, whom would you support if the candidates are:",2
"61","Quinnipiac","2016-07-30","2016-08-07","2016-08-09T19:01:10Z",812,"Likely Voters","Live Phone",45,49,NA,2,4,"http://elections.huffingtonpost.com/pollster/polls/quinnipiac-25102","http://big.assets.huffingtonpost.com/Quinnipiac.8-7-16.pdf","Nonpartisan","None","If the election for President were being held today, and the candidates were Hillary Clinton the Democrat and Donald Trump the Republican, for whom would you vote? As of today, do you lean more toward Clinton or Trump?",1
"62","Quinnipiac","2016-07-30","2016-08-07","2016-08-09T19:01:10Z",812,"Likely Voters","Live Phone",42,44,8,4,3,"http://elections.huffingtonpost.com/pollster/polls/quinnipiac-25102","http://big.assets.huffingtonpost.com/Quinnipiac.8-7-16.pdf","Nonpartisan","None","If the election for President were being held today, and the candidates were Hillary Clinton the Democrat, Donald Trump the Republican, Gary Johnson the Libertarian, and Jill Stein the Green party candidate, for whom would you vote?",2
"63","PPP (D)","2016-07-22","2016-07-24","2016-07-25T20:48:23Z",1334,"Likely Voters","IVR/Online",42,39,6,2,10,"http://elections.huffingtonpost.com/pollster/polls/ppp-d-24961","http://www.publicpolicypolling.com/pdf/2015/PPP_Release_OH_72516.pdf","Pollster","Dem","The candidates for President are Democrat Hillary Clinton, Republican Donald Trump, Libertarian Gary Johnson, and Green Party candidate Jill Stein. If the election was today, who would you vote for?",1
"64","PPP (D)","2016-07-22","2016-07-24","2016-07-25T20:48:23Z",1334,"Likely Voters","IVR/Online",45,45,NA,NA,10,"http://elections.huffingtonpost.com/pollster/polls/ppp-d-24961","http://www.publicpolicypolling.com/pdf/2015/PPP_Release_OH_72516.pdf","Pollster","Dem","If you had to choose between just Democrat Hillary Clinton and Republican Donald Trump, who would you vote for?",2
"65","Suffolk","2016-07-18","2016-07-20","2016-07-21T15:55:18Z",500,"Likely Voters","Live Phone",44,44,NA,NA,12,"http://elections.huffingtonpost.com/pollster/polls/suffolk-24948","http://www.suffolk.edu/documents/SUPRC/7_21_2016_marginals.pdf","Nonpartisan","None","If the general election was held today and the candidates were Democrat Hillary Clinton or Republican Donald Trump, for whom will you vote or lean towards?",1
"66","Suffolk","2016-07-18","2016-07-20","2016-07-21T15:55:18Z",500,"Likely Voters","Live Phone",39,43,5,1,13,"http://elections.huffingtonpost.com/pollster/polls/suffolk-24948","http://www.suffolk.edu/documents/SUPRC/7_21_2016_marginals.pdf","Nonpartisan","None","Ohio’s presidential ballot may include Libertarian Gary Johnson and Green Party candidate Jill Stein. If the general election was held today and the candidates were Democrat Hillary Clinton, Republican Donald Trump, Green Party Jill Stein, or Libertarian Gary Johnson, for whom will you vote or lean?",2
"67","CBS/YouGov","2016-07-13","2016-07-15","2016-07-17T15:24:53Z",1104,"Likely Voters","Internet",40,44,NA,11,5,"http://elections.huffingtonpost.com/pollster/polls/cbs-yougov-24910","https://today.yougov.com/news/2016/07/17/clinton-trump-neck-and-neck-key-battlegrounds/","Nonpartisan","None","",1
"68","Quinnipiac","2016-06-30","2016-07-11","2016-07-13T11:08:57Z",955,"Registered Voters","Live Phone",41,41,NA,4,14,"http://elections.huffingtonpost.com/pollster/polls/quinnipiac-24870","http://www.qu.edu/news-and-events/quinnipiac-university-poll/2016-presidential-swing-state-polls/release-detail?ReleaseID=2365","Nonpartisan","None","",1
"69","Quinnipiac","2016-06-30","2016-07-11","2016-07-13T11:08:57Z",955,"Registered Voters","Live Phone",37,36,7,7,13,"http://elections.huffingtonpost.com/pollster/polls/quinnipiac-24870","http://www.qu.edu/news-and-events/quinnipiac-university-poll/2016-presidential-swing-state-polls/release-detail?ReleaseID=2365","Nonpartisan","None","",2
