"Pollster"	"Start.Date"	"End.Date"	"Entry.Date.Time..ET."	"Number.of.Observations"	"Population"	"Mode"	"Trump"	"Clinton"	"Johnson"	"Other"	"Undecided"	"Pollster.URL"	"Source.URL"	"Partisan"	"Affiliation"	"Question.Text"	"Question.Iteration"
"11"	"UPI/CVOTER"	"2016-10-23"	"2016-10-29"	"2016-11-01T12:54:47Z"	365	"Likely Voters"	"Internet"	50	45	NA	6	NA	"http://elections.huffingtonpost.com/pollster/polls/upi-cvoter-26592"	"https://www.documentcloud.org/documents/3210977-UPI-CVoter-2016-StatePoll-October-29.html"	"Nonpartisan"	"None"	""	1
"12"	"SurveyUSA/11Alive"	"2016-10-25"	"2016-10-27"	"2016-10-31T16:07:48Z"	594	"Likely Voters"	"IVR/Online"	49	42	3	NA	6	"http://elections.huffingtonpost.com/pollster/polls/surveyusa-11alive-26573"	"http://www.surveyusa.com/client/PollReport.aspx?g=4d641837-1b7c-4133-b1a1-6ddd27579ad2"	"Nonpartisan"	"None"	""	1
"13"	"Quinnipiac"	"2016-10-20"	"2016-10-26"	"2016-10-27T19:08:23Z"	707	"Likely Voters"	"Live Phone"	44	43	8	0	5	"http://elections.huffingtonpost.com/pollster/polls/quinnipiac-26509"	"https://poll.qu.edu/2016-presidential-swing-state-polls/release-detail?ReleaseID=2397"	"Nonpartisan"	"None"	"If the presidential election were being held today, and the candidates were Hillary Clinton and Tim Kaine the Democrats, Donald Trump and Mike Pence the Republicans, and Gary Johnson and Bill Weld the Libertarians, for whom would you vote?"	1
"14"	"Quinnipiac"	"2016-10-20"	"2016-10-26"	"2016-10-27T19:08:23Z"	707	"Likely Voters"	"Live Phone"	46	46	NA	1	7	"http://elections.huffingtonpost.com/pollster/polls/quinnipiac-26509"	"https://poll.qu.edu/2016-presidential-swing-state-polls/release-detail?ReleaseID=2397"	"Nonpartisan"	"None"	"If the only candidates were Hillary Clinton and Tim Kaine the Democrats and Donald Trump and Mike Pence the Republicans, for whom would you vote?"	2
"15"	"SurveyMonkey"	"2016-10-18"	"2016-10-24"	"2016-10-26T13:40:15Z"	2235	"Likely Voters"	"Internet"	47	44	7	NA	2	"http://elections.huffingtonpost.com/pollster/polls/surveymonkey-26441"	"https://www.surveymonkey.com/elections/map?poll=sm-lv-cpsplus"	"Nonpartisan"	"None"	""	1
"16"	"Opinion Savvy/Fox 5 Atlanta"	"2016-10-20"	"2016-10-20"	"2016-10-21T19:02:47Z"	570	"Likely Voters"	"IVR/Online"	50	46	3	NA	1	"http://elections.huffingtonpost.com/pollster/polls/opinion-savvy-fox-5-atlanta-26362"	"http://opinionsavvy.com/wp-content/uploads/2016/10/OS-GA-General-10.20.16.pdf"	"Nonpartisan"	"None"	"If the election to determine the next President of the United States were held today and your choices were: Democratic nominee Hillary Clinton; Republican nominee Donald Trump; and Libertarian nominee Gary Johnson, for whom would you vote?"	1
"17"	"Landmark (R)"	"2016-10-20"	"2016-10-20"	"2016-10-21T16:34:35Z"	600	"Likely Voters"	"IVR/Live Phone"	47	43	5	NA	5	"http://elections.huffingtonpost.com/pollster/polls/landmark-r-26356"	"http://big.assets.huffingtonpost.com/LANDMARKGA.pdf"	"Pollster"	"Rep"	"If the election for President of the United States were held today and the candidates were Donald Trump, the Republican, and Hillary Clinton, the Democrat, and Gary Johnson, the Libertarian, for whom would you vote?"	1
"18"	"Abt SRBI Inc/Atlanta Journal-Constitution"	"2016-10-17"	"2016-10-20"	"2016-10-21T13:09:03Z"	839	"Likely Voters"	"Live Phone"	44	42	9	2	4	"http://elections.huffingtonpost.com/pollster/polls/abt-srbi-inc-atlanta-journal-constitution-26347"	"http://politics.blog.ajc.com/2016/10/21/ajc-poll-trump-and-clinton-deadlocked-georgia/"	"Nonpartisan"	"None"	""	1
"19"	"Lucid/The Times-Picayune"	"2016-10-17"	"2016-10-18"	"2016-10-24T18:51:17Z"	807	"Likely Voters"	"Internet"	40	44	8	1	8	"http://elections.huffingtonpost.com/pollster/polls/lucid-the-times-picayune-26404"	"http://luc.id/wp-content/uploads/2016/10/Georgia-Battleground-Results.pdf"	"Nonpartisan"	"None"	""	1
"20"	"UPI/CVOTER"	"2016-10-09"	"2016-10-16"	"2016-10-20T15:35:28Z"	351	"Likely Voters"	"Internet"	49	45	NA	6	NA	"http://elections.huffingtonpost.com/pollster/polls/upi-cvoter-26297"	"https://assets.documentcloud.org/documents/3143752/UPI-CVoter-2016-StatePoll-October-16.pdf"	"Nonpartisan"	"None"	""	1
"21"	"WashPost/SurveyMonkey"	"2016-10-08"	"2016-10-16"	"2016-10-18T16:55:41Z"	886	"Likely Voters"	"Internet"	45	48	NA	NA	7	"http://elections.huffingtonpost.com/pollster/polls/washpost-surveymonkey-26242"	"http://apps.washingtonpost.com/g/page/politics/surveymonkey-15-state-poll/2103/"	"Nonpartisan"	"None"	""	1
"22"	"WashPost/SurveyMonkey"	"2016-10-08"	"2016-10-16"	"2016-10-18T16:55:41Z"	886	"Likely Voters"	"Internet"	41	45	9	2	3	"http://elections.huffingtonpost.com/pollster/polls/washpost-surveymonkey-26242"	"http://apps.washingtonpost.com/g/page/politics/surveymonkey-15-state-poll/2103/"	"Nonpartisan"	"None"	""	2
"23"	"Ipsos/Reuters"	"2016-09-23"	"2016-10-13"	"2016-10-21T12:42:39Z"	1020	"Likely Voters"	"Internet"	50	42	NA	NA	8	"http://elections.huffingtonpost.com/pollster/polls/ipsos-reuters-26344"	"http://big.assets.huffingtonpost.com/2016ReutersSOTN10.17.16.pdf"	"Nonpartisan"	"None"	""	1
"24"	"Landmark (R)"	"2016-10-11"	"2016-10-12"	"2016-10-21T16:31:29Z"	1400	"Likely Voters"	"IVR/Live Phone"	48	42	4	NA	6	"http://elections.huffingtonpost.com/pollster/polls/landmark-r-26355"	"https://www.georgiapol.com/wp-content/uploads/2016/10/Landmark-Poll-Georgia-Statewide-Oct-11-12-2016.pdf"	"Pollster"	"Rep"	"If the election for President of the United States were held today and the candidates were Donald Trump, the Republican, and Hillary Clinton, the Democrat, and Gary Johnson, the Libertarian, for whom would you vote?"	1
"25"	"UPI/CVOTER"	"2016-09-19"	"2016-10-02"	"2016-10-04T12:52:13Z"	626	"Likely Voters"	"Internet"	52	43	NA	6	NA	"http://elections.huffingtonpost.com/pollster/polls/upi-cvoter-25907"	"https://www.documentcloud.org/documents/3118423-UPI-CVoter-2016-StatePoll-October-3-1.html"	"Nonpartisan"	"None"	""	1
"26"	"Landmark (R)/Rosetta Stone/WSB-TV"	"2016-09-21"	"2016-09-22"	"2016-09-26T13:26:30Z"	600	"Likely Voters"	"IVR/Live Phone"	47	43	6	NA	5	"http://elections.huffingtonpost.com/pollster/polls/landmark-r-rosetta-stone-wsb-tv-25657"	"http://media.beta.wsbtv.com/document_dev/2016/09/23/prespoll923_6148208_ver1.0.pdf"	"Pollster"	"Rep"	"If the election for President of the United States were held today and the candidates were Donald Trump, the Republican, and Hillary Clinton, the Democrat, and Gary Johnson, the Libertarian, for whom would you vote?"	1
"27"	"Ipsos/Reuters"	"2016-09-02"	"2016-09-22"	"2016-09-26T18:44:31Z"	947	"Likely Voters"	"Internet"	46	43	NA	NA	11	"http://elections.huffingtonpost.com/pollster/polls/ipsos-reuters-25687"	"http://big.assets.huffingtonpost.com/ipsos926.pdf"	"Nonpartisan"	"None"	""	1
"28"	"Quinnipiac"	"2016-09-13"	"2016-09-21"	"2016-09-22T19:11:11Z"	638	"Likely Voters"	"Live Phone"	47	40	9	0	4	"http://elections.huffingtonpost.com/pollster/polls/quinnipiac-25621"	"http://big.assets.huffingtonpost.com/quipac.pdf"	"Nonpartisan"	"None"	"If the presidential election were being held today, and the candidates were Hillary Clinton and Tim Kaine the Democrats, Donald Trump and Mike Pence the Republicans, and Gary Johnson and Bill Weld the Libertarians, for whom would you vote?"	1
"29"	"Quinnipiac"	"2016-09-13"	"2016-09-21"	"2016-09-22T19:11:11Z"	638	"Likely Voters"	"Live Phone"	50	44	NA	1	5	"http://elections.huffingtonpost.com/pollster/polls/quinnipiac-25621"	"http://big.assets.huffingtonpost.com/quipac.pdf"	"Nonpartisan"	"None"	"If the only candidates were Hillary Clinton and Tim Kaine the Democrats and Donald Trump and Mike Pence the Republicans, for whom would you vote?"	2
"30"	"Monmouth University"	"2016-09-15"	"2016-09-18"	"2016-09-19T17:00:56Z"	401	"Likely Voters"	"Live Phone"	45	42	8	1	5	"http://elections.huffingtonpost.com/pollster/polls/monmouth-university-25528"	"http://www.monmouth.edu/polling-institute/reports/MonmouthPoll_GA_091916/"	"Nonpartisan"	"None"	""	1
"31"	"Opinion Savvy/Fox 5 Atlanta"	"2016-09-14"	"2016-09-14"	"2016-09-15T19:18:41Z"	568	"Likely Voters"	"IVR/Online"	46	42	10	NA	2	"http://elections.huffingtonpost.com/pollster/polls/opinion-savvy-fox-5-atlanta-25507"	"http://opinionsavvy.com/wp-content/uploads/2016/09/OS-GA-General-9.15.16.pdf"	"Nonpartisan"	"None"	"If the election to determine the next President of the United States were held today and your choices were: Democratic nominee Hillary Clinton; Republican nominee Donald Trump; and Libertarian nominee Gary Johnson, for whom would you vote?"	1
"32"	"NBC/WSJ/Marist"	"2016-09-06"	"2016-09-08"	"2016-09-11T11:47:01Z"	625	"Likely Voters"	"Live Phone"	46	43	NA	8	2	"http://elections.huffingtonpost.com/pollster/polls/nbc-wsj-marist-25444"	"http://www.nbcnews.com/politics/2016-election/clinton-trump-deadlocked-battleground-states-polls-n646216"	"Nonpartisan"	"None"	"If November's presidential election were held today, whom would you support if the candidates are:"	1
"33"	"NBC/WSJ/Marist"	"2016-09-06"	"2016-09-08"	"2016-09-11T11:47:01Z"	625	"Likely Voters"	"Live Phone"	44	42	10	1	3	"http://elections.huffingtonpost.com/pollster/polls/nbc-wsj-marist-25444"	"http://www.nbcnews.com/politics/2016-election/clinton-trump-deadlocked-battleground-states-polls-n646216"	"Nonpartisan"	"None"	"If November's presidential election were held today, whom would you support if the candidates are:"	2
"34"	"WashPost/SurveyMonkey"	"2016-08-09"	"2016-09-01"	"2016-09-06T12:20:31Z"	2034	"Registered Voters"	"Internet"	46	46	NA	NA	8	"http://elections.huffingtonpost.com/pollster/polls/washpost-surveymonkey-25355"	"http://apps.washingtonpost.com/g/page/politics/washington-post-surveymonkey-50-state-poll/2086/"	"Nonpartisan"	"None"	""	1
"35"	"WashPost/SurveyMonkey"	"2016-08-09"	"2016-09-01"	"2016-09-06T12:20:31Z"	2034	"Registered Voters"	"Internet"	40	39	12	4	5	"http://elections.huffingtonpost.com/pollster/polls/washpost-surveymonkey-25355"	"http://apps.washingtonpost.com/g/page/politics/washington-post-surveymonkey-50-state-poll/2086/"	"Nonpartisan"	"None"	""	2
"36"	"Opinion Savvy/Fox 5 Atlanta"	"2016-08-17"	"2016-08-17"	"2016-08-18T18:38:49Z"	730	"Likely Voters"	"IVR/Online"	43	43	11	NA	3	"http://elections.huffingtonpost.com/pollster/polls/opinion-savvy-fox-5-atlanta-25210"	"http://opinionsavvy.com/wp-content/uploads/2016/08/OS-GA-General-8.18.16.pdf"	"Nonpartisan"	"None"	"If the election to determine the next President of the United States were held today and your choices were: Democratic nominee Hillary Clinton; Republican nominee Donald Trump; and Libertarian nominee Gary Johnson, for whom would you vote?"	1
"37"	"CBS/YouGov"	"2016-08-10"	"2016-08-12"	"2016-08-14T14:55:25Z"	988	"Likely Voters"	"Internet"	45	41	5	4	5	"http://elections.huffingtonpost.com/pollster/polls/cbs-yougov-25157"	"http://www.cbsnews.com/news/poll-hillary-clinton-up-florida-new-hampshire-extends-lead-electoral-map/"	"Nonpartisan"	"None"	""	1
"38"	"Gravis Marketing"	"2016-08-04"	"2016-08-08"	"2016-08-11T18:16:30Z"	1604	"Registered Voters"	"IVR/Online"	45	44	NA	11	NA	"http://elections.huffingtonpost.com/pollster/polls/gravis-marketing-25134"	"http://big.assets.huffingtonpost.com/Gravis.GA.8-8-16.pdf"	"Nonpartisan"	"None"	"If you had to vote today in a matchup between Hillary Clinton and Donald Trump, who would you vote for?"	1
"39"	"Gravis Marketing"	"2016-08-04"	"2016-08-08"	"2016-08-11T18:16:30Z"	1604	"Registered Voters"	"IVR/Online"	43	39	8	10	NA	"http://elections.huffingtonpost.com/pollster/polls/gravis-marketing-25134"	"http://big.assets.huffingtonpost.com/Gravis.GA.8-8-16.pdf"	"Nonpartisan"	"None"	"If you had to vote today in a matchup between Hillary Clinton, Donald Trump, Gary Johnson and Jill Stein, who would you vote for?"	2
"40"	"Abt SRBI Inc/Atlanta Journal-Constitution"	"2016-08-01"	"2016-08-04"	"2016-08-05T15:14:32Z"	847	"Registered Voters"	"Live Phone"	40	44	NA	10	5	"http://elections.huffingtonpost.com/pollster/polls/abt-srbi-inc-atlanta-journal-constitution-25070"	"http://politics.blog.ajc.com/2016/08/05/ajc-poll-hillary-clinton-has-slim-lead-over-donald-trump-in-georgia/"	"Nonpartisan"	"None"	""	1
"41"	"Abt SRBI Inc/Atlanta Journal-Constitution"	"2016-08-01"	"2016-08-04"	"2016-08-05T15:14:32Z"	847	"Registered Voters"	"Live Phone"	38	41	11	4	5	"http://elections.huffingtonpost.com/pollster/polls/abt-srbi-inc-atlanta-journal-constitution-25070"	"http://politics.blog.ajc.com/2016/08/05/ajc-poll-hillary-clinton-has-slim-lead-over-donald-trump-in-georgia/"	"Nonpartisan"	"None"	""	2
"42"	"Landmark (R)/Rosetta Stone/WSB-TV"	"2016-08-01"	"2016-08-01"	"2016-08-02T12:11:55Z"	787	"Likely Voters"	"IVR/Online"	46	46	4	1	3	"http://elections.huffingtonpost.com/pollster/polls/landmark-r-rosetta-stone-wsb-tv-25041"	"http://media.beta.wsbtv.com/document_dev/2016/08/01/August%201st%20poll%20%20.xls_5572272_ver1.0.pdf"	"Pollster"	"Rep"	"If the election for President of the United States were held today and the candidates were Donald Trump, the Republican, and Hillary Clinton, the Democrat, Gary Johnson, the Libertarian, and Jill Stein, the Green Party candidate, for whom would you vote?"	1
"43"	"SurveyUSA/TEGNA"	"2016-07-29"	"2016-07-31"	"2016-08-01T21:17:56Z"	628	"Likely Voters"	"IVR/Online"	46	42	5	2	5	"http://elections.huffingtonpost.com/pollster/polls/surveyusa-tegna-25036"	"http://www.surveyusa.com/client/PollReport.aspx?g=8d9f0b0f-3ebe-4a47-9bab-ae670129a04d"	"Nonpartisan"	"None"	"If the election for President of the United States were today, and you were filling out your ballot right now, who would you vote for?"	1
"44"	"Landmark (R)/Rosetta Stone/WSB-TV"	"2016-07-24"	"2016-07-24"	"2016-07-26T15:20:04Z"	500	"Likely Voters"	"IVR/Online"	45	44	5	2	2	"http://elections.huffingtonpost.com/pollster/polls/landmark-r-rosetta-stone-wsb-tv-24966"	"http://landmarkcommunications.net/landmarkrosetta-stone-releases-latest-georgia-presidential-poll/"	"Pollster"	"Rep"	"If the election for President of the United States were held today and the candidates were Donald Trump, the Republican, and Hillary Clinton, the Democrat, Gary Johnson, the Libertarian, and Jill Stein, the Green Party candidate, for whom would you vote?"	1
"45"	"PPP (D)"	"2016-05-27"	"2016-05-30"	"2016-06-01T15:54:12Z"	724	"Likely Voters"	"IVR/Online"	45	38	6	2	9	"http://elections.huffingtonpost.com/pollster/polls/ppp-d-24590"	"http://www.publicpolicypolling.com/pdf/2015/PPP_Release_GA_60116.pdf"	"Pollster"	"Dem"	""	1
"46"	"PPP (D)"	"2016-05-27"	"2016-05-30"	"2016-06-01T15:54:12Z"	724	"Likely Voters"	"IVR/Online"	49	40	NA	NA	11	"http://elections.huffingtonpost.com/pollster/polls/ppp-d-24590"	"http://www.publicpolicypolling.com/pdf/2015/PPP_Release_GA_60116.pdf"	"Pollster"	"Dem"	""	2
"47"	"Opinion Savvy/Fox 5 Atlanta"	"2016-05-15"	"2016-05-15"	"2016-05-17T18:42:30Z"	587	"Likely Voters"	"IVR/Online"	44	41	NA	10	5	"http://elections.huffingtonpost.com/pollster/polls/opinion-savvy-fox-5-atlanta-24503"	"http://opinionsavvy.com/wp-content/uploads/2016/02/OS-GA-Republican-2.29.16-Toplines.pdf"	"Nonpartisan"	"None"	""	1
"48"	"Abt SRBI Inc/Atlanta Journal-Constitution"	"2016-05-09"	"2016-05-12"	"2016-05-16T04:58:36Z"	822	"Registered Voters"	"Live Phone"	45	41	NA	8	6	"http://elections.huffingtonpost.com/pollster/polls/abt-srbi-inc-atlanta-journal-constitution-24490"	"http://big.assets.huffingtonpost.com/AJCPollGA.pdf"	"Nonpartisan"	"None"	""	1
"49"	"Landmark (R)/Rosetta Stone/WSB-TV"	"2016-05-05"	"2016-05-05"	"2016-05-08T14:24:52Z"	570	"Likely Voters"	"IVR/Online"	42	41	NA	NA	16	"http://elections.huffingtonpost.com/pollster/polls/landmark-r-rosetta-stone-wsb-tv-24452"	"http://www.wsbtv.com/news/local/poll-georgians-largely-undecided-about-presidential-race/265867522"	"Pollster"	"Rep"	""	1
"50"	"Lake Research (D)"	"2016-03-31"	"2016-04-03"	"2016-04-13T16:09:15Z"	400	"Likely Voters"	"Live Phone"	37	50	NA	NA	10	"http://elections.huffingtonpost.com/pollster/polls/lake-research-d-24267"	"http://big.assets.huffingtonpost.com/LRPmemo.GeorgiaDemocraticParty.F.041116.pdf"	"Pollster"	"Dem"	""	1
"51"	"SurveyUSA/TEGNA/11Alive"	"2016-02-22"	"2016-02-23"	"2016-02-26T20:09:45Z"	1261	"Likely Voters"	"IVR/Online"	50	41	NA	NA	9	"http://elections.huffingtonpost.com/pollster/polls/surveyusa-tegna-11alive-23896"	"http://big.assets.huffingtonpost.com/TEGNA-WXIA-SUSA_Poll.pdf"	"Sponsor"	"Other"	""	1
"52"	"SurveyUSA/11Alive"	"2015-10-15"	"2015-10-26"	"2015-11-02T21:16:29Z"	1554	"Likely Voters"	"IVR/Online"	46	37	NA	12	5	"http://elections.huffingtonpost.com/pollster/polls/surveyusa-11alive-23042"	"http://www.surveyusa.com/client/PollReport.aspx?g=baa4f89f-b4f7-434e-8bf4-60e24e4412b3"	"Nonpartisan"	"None"	""	1
