"Pollster"	"Start.Date"	"End.Date"	"Entry.Date.Time..ET."	"Number.of.Observations"	"Population"	"Mode"	"Trump"	"Clinton"	"Johnson"	"Other"	"Undecided"	"Pollster.URL"	"Source.URL"	"Partisan"	"Affiliation"	"Question.Text"	"Question.Iteration"
"20"	"EPIC-MRA/Detroit Free Press/WXYZ-TV "	"2016-10-01"	"2016-10-03"	"2016-10-06T16:24:48Z"	600	"Likely Voters"	"Live Phone"	36	46	2	0	16	"http://elections.huffingtonpost.com/pollster/polls/epic-mra-detroit-free-press-wxyz-tv-25984"	"http://www.freep.com/story/news/politics/2016/10/06/hillary-clinton-donald-trump-michigan/91611112/"	"Nonpartisan"	"None"	""	1
"21"	"EPIC-MRA/Detroit Free Press/WXYZ-TV "	"2016-10-01"	"2016-10-03"	"2016-10-06T16:24:48Z"	600	"Likely Voters"	"Live Phone"	32	43	10	3	12	"http://elections.huffingtonpost.com/pollster/polls/epic-mra-detroit-free-press-wxyz-tv-25984"	"http://www.freep.com/story/news/politics/2016/10/06/hillary-clinton-donald-trump-michigan/91611112/"	"Nonpartisan"	"None"	""	2
"22"	"UPI/CVOTER"	"2016-09-19"	"2016-10-02"	"2016-10-04T13:07:40Z"	554	"Likely Voters"	"Internet"	46	50	NA	4	NA	"http://elections.huffingtonpost.com/pollster/polls/upi-cvoter-25919"	"https://www.documentcloud.org/documents/3118423-UPI-CVoter-2016-StatePoll-October-3-1.html"	"Nonpartisan"	"None"	""	1
"23"	"Glengariff/Detroit News/WDIV"	"2016-09-27"	"2016-09-28"	"2016-09-30T15:18:08Z"	600	"Likely Voters"	"Live Phone"	39	46	NA	4	11	"http://elections.huffingtonpost.com/pollster/polls/glengariff-detroit-news-wdiv-25813"	"http://www.detroitnews.com/story/news/politics/2016/09/29/clinton-leads-michigan-poll-trump/91304744/"	"Nonpartisan"	"None"	"If the election for President of the United States were held today and Hillary Clinton was the Democratic candidate and Donald Trump was the Republican candidate, who would you vote for to be President of the United States?"	1
"24"	"Glengariff/Detroit News/WDIV"	"2016-09-27"	"2016-09-28"	"2016-09-30T15:18:08Z"	600	"Likely Voters"	"Live Phone"	35	42	9	4	10	"http://elections.huffingtonpost.com/pollster/polls/glengariff-detroit-news-wdiv-25813"	"http://www.detroitnews.com/story/news/politics/2016/09/29/clinton-leads-michigan-poll-trump/91304744/"	"Nonpartisan"	"None"	"If the election for President of the United States were held today and Hillary Clinton was the Democratic candidate, Donald Trump was the Republican candidate, Gary Johnson was the Libertarian candidate, and Jill Stein was the Green Party candidate who would you vote for to be President of the United States?"	2
"25"	"Ipsos/Reuters"	"2016-09-02"	"2016-09-22"	"2016-09-26T18:58:22Z"	957	"Likely Voters"	"Internet"	42	43	NA	NA	15	"http://elections.huffingtonpost.com/pollster/polls/ipsos-reuters-25709"	"http://big.assets.huffingtonpost.com/ipsos926.pdf"	"Nonpartisan"	"None"	""	1
"26"	"EPIC-MRA/Detroit Free Press/WXYZ-TV "	"2016-09-10"	"2016-09-13"	"2016-09-15T20:46:47Z"	600	"Likely Voters"	"Live Phone"	38	42	3	0	17	"http://elections.huffingtonpost.com/pollster/polls/epic-mra-detroit-free-press-wxyz-tv-25508"	"http://www.epicmra.com/press/Stwd_Survey_Sept2016_Media_Freq.pdf"	"Nonpartisan"	"None"	""	1
"27"	"EPIC-MRA/Detroit Free Press/WXYZ-TV "	"2016-09-10"	"2016-09-13"	"2016-09-15T20:46:47Z"	600	"Likely Voters"	"Live Phone"	35	38	10	4	13	"http://elections.huffingtonpost.com/pollster/polls/epic-mra-detroit-free-press-wxyz-tv-25508"	"http://www.epicmra.com/press/Stwd_Survey_Sept2016_Media_Freq.pdf"	"Nonpartisan"	"None"	""	2
"28"	"WashPost/SurveyMonkey"	"2016-08-09"	"2016-09-01"	"2016-09-06T12:03:27Z"	2428	"Registered Voters"	"Internet"	44	46	NA	NA	10	"http://elections.huffingtonpost.com/pollster/polls/washpost-surveymonkey-25350"	"http://apps.washingtonpost.com/g/page/politics/washington-post-surveymonkey-50-state-poll/2086/"	"Nonpartisan"	"None"	""	1
"29"	"WashPost/SurveyMonkey"	"2016-08-09"	"2016-09-01"	"2016-09-06T12:03:27Z"	2428	"Registered Voters"	"Internet"	38	39	13	5	5	"http://elections.huffingtonpost.com/pollster/polls/washpost-surveymonkey-25350"	"http://apps.washingtonpost.com/g/page/politics/washington-post-surveymonkey-50-state-poll/2086/"	"Nonpartisan"	"None"	""	2
"30"	"Suffolk"	"2016-08-22"	"2016-08-24"	"2016-08-25T16:12:47Z"	500	"Likely Voters"	"Live Phone"	37	44	5	3	11	"http://elections.huffingtonpost.com/pollster/polls/suffolk-25261"	"http://www.suffolk.edu/news/67264.php#.V78Wz5MrLBI"	"Nonpartisan"	"None"	""	1
"31"	"EPIC-MRA/Detroit Free Press/WXYZ-TV "	"2016-07-30"	"2016-08-04"	"2016-08-05T18:50:37Z"	600	"Likely Voters"	"Live Phone"	36	46	1	0	17	"http://elections.huffingtonpost.com/pollster/polls/epic-mra-detroit-free-press-wxyz-tv-25074"	"http://www.epicmra.com/press/Stwd_Survey_Aug2016_Media_Freq.pdf"	"Nonpartisan"	"None"	""	1
"32"	"EPIC-MRA/Detroit Free Press/WXYZ-TV "	"2016-07-30"	"2016-08-04"	"2016-08-05T18:50:37Z"	600	"Likely Voters"	"Live Phone"	32	43	8	3	14	"http://elections.huffingtonpost.com/pollster/polls/epic-mra-detroit-free-press-wxyz-tv-25074"	"http://www.epicmra.com/press/Stwd_Survey_Aug2016_Media_Freq.pdf"	"Nonpartisan"	"None"	""	2
"33"	"Glengariff/Detroit News/WDIV"	"2016-07-30"	"2016-08-01"	"2016-08-04T13:12:55Z"	600	"Likely Voters"	"Live Phone"	32	41	8	4	15	"http://elections.huffingtonpost.com/pollster/polls/glengariff-detroit-news-wdiv-25056"	"http://www.detroitnews.com/story/news/politics/2016/05/31/poll-clinton-sanders-lead-trump-michigan-match-ups/85223072/"	"Nonpartisan"	"None"	""	1
"34"	"CBS/YouGov"	"2016-07-13"	"2016-07-15"	"2016-07-17T15:26:30Z"	1201	"Likely Voters"	"Internet"	39	42	NA	11	8	"http://elections.huffingtonpost.com/pollster/polls/cbs-yougov-24911"	"https://today.yougov.com/news/2016/07/17/clinton-trump-neck-and-neck-key-battlegrounds/"	"Nonpartisan"	"None"	""	1
"35"	"Marketing Resource Group (R)"	"2016-07-11"	"2016-07-15"	"2016-07-18T22:16:47Z"	800	"Likely Voters"	"Live Phone"	29	34	3	4	31	"http://elections.huffingtonpost.com/pollster/polls/marketing-resource-group-r-24926"	"http://mrgmi.com/2016/07/michigan-poll-trump-trails-clinton-by-five-percent-heading-into-gop-convention/"	"Pollster"	"Rep"	""	1
"36"	"Mitchell Research (R)/Fox 2 Detroit/(MAHP)"	"2016-07-05"	"2016-07-11"	"2016-07-28T18:01:31Z"	600	"Likely Voters"	"IVR/Live Phone"	34	40	NA	NA	27	"http://elections.huffingtonpost.com/pollster/polls/mitchell-research-r-fox-2-detroit-mahp-24986"	"http://www.realclearpolitics.com/docs/2016/MI_7-16_Press_Clinton_v_Trump_7-21-16_MAHP_A.pdf"	"Pollster"	"Rep"	""	1
"37"	"Gravis Marketing"	"2016-07-07"	"2016-07-08"	"2016-07-14T18:32:49Z"	1562	"Registered Voters"	"Automated Phone"	41	48	NA	11	NA	"http://elections.huffingtonpost.com/pollster/polls/gravis-marketing-24886"	"http://big.assets.huffingtonpost.com/MIGravisPoll.pdf"	"Nonpartisan"	"None"	"If you had to vote today in a matchup between Hillary Clinton and Donald Trump, who would you vote for?"	1
"38"	"Gravis Marketing"	"2016-07-07"	"2016-07-08"	"2016-07-14T18:32:49Z"	1562	"Registered Voters"	"Automated Phone"	34	37	2	27	NA	"http://elections.huffingtonpost.com/pollster/polls/gravis-marketing-24886"	"http://big.assets.huffingtonpost.com/MIGravisPoll.pdf"	"Nonpartisan"	"None"	"If you had to vote today in a matchup between Hillary Clinton, Donald Trump, Gary Johnson and Jill Stein, who would you vote for?"	2
"39"	"GQR (D-Democracy Corps/Women's Voices Women Vote)"	"2016-06-11"	"2016-06-20"	"2016-07-09T02:17:19Z"	300	"Likely Voters"	"Live Phone"	39	50	NA	6	5	"http://elections.huffingtonpost.com/pollster/polls/gqr-d-democracy-corps-women-s-voices-women-vote-24843"	"http://big.assets.huffingtonpost.com/Dcorps_WV_BG_2016.pdf"	"Sponsor"	"Dem"	""	1
"40"	"GQR (D-Democracy Corps/Women's Voices Women Vote)"	"2016-06-11"	"2016-06-20"	"2016-07-09T02:17:19Z"	300	"Likely Voters"	"Live Phone"	33	48	12	3	3	"http://elections.huffingtonpost.com/pollster/polls/gqr-d-democracy-corps-women-s-voices-women-vote-24843"	"http://big.assets.huffingtonpost.com/Dcorps_WV_BG_2016.pdf"	"Sponsor"	"Dem"	""	2
"41"	"Glengariff/Detroit News/WDIV"	"2016-05-24"	"2016-05-26"	"2016-06-01T14:34:59Z"	600	"Likely Voters"	"Live Phone"	39	43	NA	4	15	"http://elections.huffingtonpost.com/pollster/polls/glengariff-detroit-news-wdiv-24588"	"http://www.detroitnews.com/story/news/politics/2016/05/31/poll-clinton-sanders-lead-trump-michigan-match-ups/85223072/"	"Nonpartisan"	"None"	""	1
"42"	"Glengariff/Detroit News/WDIV"	"2016-05-24"	"2016-05-26"	"2016-06-01T14:34:59Z"	600	"Likely Voters"	"Live Phone"	33	37	NA	14	17	"http://elections.huffingtonpost.com/pollster/polls/glengariff-detroit-news-wdiv-24588"	"http://www.detroitnews.com/story/news/politics/2016/05/31/poll-clinton-sanders-lead-trump-michigan-match-ups/85223072/"	"Nonpartisan"	"None"	""	2
"43"	"SurveyUSA"	"2016-03-23"	"2016-03-24"	"2016-03-25T21:01:33Z"	904	"Likely Voters"	"IVR/Online"	38	49	NA	NA	13	"http://elections.huffingtonpost.com/pollster/polls/surveyusa-24153"	"http://www.surveyusa.com/client/PollReport.aspx?g=47c9cb86-78f1-4886-a8b3-df6ef090b5b8"	"Nonpartisan"	"None"	""	1
"44"	"EPIC-MRA/Detroit Free Press/WXYZ-TV "	"2016-03-19"	"2016-03-22"	"2016-04-08T19:28:11Z"	600	"Likely Voters"	"Live Phone"	37	47	NA	NA	16	"http://elections.huffingtonpost.com/pollster/polls/epic-mra-detroit-free-press-wxyz-tv-24238"	"http://www.epicmra.com/press/Stwd_Survey_Mar2016_Media_Freq.pdf"	"Nonpartisan"	"None"	""	1
"45"	"NBC/WSJ/Marist"	"2016-03-01"	"2016-03-03"	"2016-03-06T14:18:06Z"	2229	"Registered Voters"	"Live Phone"	36	52	NA	NA	13	"http://elections.huffingtonpost.com/pollster/polls/nbc-wsj-marist-23993"	"http://www.nbcnews.com/politics/2016-election/donald-trump-hillary-clinton-hold-big-leads-michigan-poll-n532576"	"Nonpartisan"	"None"	""	1
"46"	"Marketing Resource Group (R)"	"2016-02-22"	"2016-02-27"	"2016-02-29T16:55:27Z"	600	"Likely Voters"	"Live Phone"	39	44	NA	4	13	"http://elections.huffingtonpost.com/pollster/polls/marketing-resource-group-r-23917"	"http://big.assets.huffingtonpost.com/MRGMIPollSpring6PresPrimFINAL.pdf"	"Pollster"	"Rep"	""	1
"47"	"EPIC-MRA/Detroit Free Press/WXYZ-TV "	"2015-10-25"	"2015-10-31"	"2015-11-05T19:03:10Z"	600	"Likely Voters"	"Live Phone"	38	46	NA	NA	16	"http://elections.huffingtonpost.com/pollster/polls/epic-mra-detroit-free-press-wxyz-tv-23078"	"http://www.wxyz.com/news/political/exclusive-poll-gops-dr-ben-carson-has-leading-presidential-race-prescription-in-mi"	"Nonpartisan"	"None"	""	1
"48"	"Mitchell Research (R)/Fox 2 Detroit"	"2015-09-18"	"2015-09-18"	"2015-09-30T21:32:59Z"	1483	"Likely Voters"	"Automated Phone"	42	42	NA	NA	NA	"http://elections.huffingtonpost.com/pollster/polls/mitchell-research-r-fox-2-detroit-22826"	"http://www.realclearpolitics.com/docs/2016/Mitchell_Poll_Press_Release_9-27-15_Rubio_Prez_Final.pdf"	"Pollster"	"Rep"	""	1
"49"	"Marketing Resource Group (R)"	"2015-09-09"	"2015-09-14"	"2015-09-18T23:15:44Z"	600	"Likely Voters"	"Live Phone"	40	43	NA	NA	NA	"http://elections.huffingtonpost.com/pollster/polls/marketing-resource-group-r-22759"	"http://mrgmi.com/2015/09/hillary-takes-a-hit/"	"Pollster"	"Rep"	""	1
"50"	"EPIC-MRA/Detroit Free Press/WXYZ-TV "	"2015-08-18"	"2015-08-22"	"2015-08-25T17:38:16Z"	600	"Likely Voters"	"Live Phone"	42	44	NA	NA	14	"http://elections.huffingtonpost.com/pollster/polls/epic-mra-detroit-free-press-wxyz-tv-22605"	"http://www.freep.com/story/news/local/michigan/2015/08/24/michigan-presidential-poll/32279479/"	"Nonpartisan"	"None"	""	1
"51"	"Mitchell Research (R)/Fox 2 Detroit"	"2015-08-10"	"2015-08-10"	"2015-08-24T23:15:18Z"	1310	"Likely Voters"	"Automated Phone"	40	39	NA	NA	NA	"http://elections.huffingtonpost.com/pollster/polls/mitchell-research-r-fox-2-detroit-22603"	"http://big.assets.huffingtonpost.com/Mitchell_Poll_MI_8-20-15_Rubio_Prez_Final.pdf"	"Pollster"	"Rep"	""	1
"52"	"PPP (D)"	"2015-06-25"	"2015-06-28"	"2015-06-30T23:34:30Z"	1072	"Likely Voters"	"IVR/Online"	39	49	NA	NA	12	"http://elections.huffingtonpost.com/pollster/polls/ppp-d-22328"	"http://www.publicpolicypolling.com/pdf/2015/PPP_Release_MI_6302015.pdf"	"Pollster"	"Dem"	""	1
