"Pollster"	"Start.Date"	"End.Date"	"Entry.Date.Time..ET."	"Number.of.Observations"	"Population"	"Mode"	"Trump"	"Clinton"	"Other"	"Undecided"	"Pollster.URL"	"Source.URL"	"Partisan"	"Affiliation"	"Question.Text"	"Question.Iteration"
"11"	"Ipsos/Reuters"	"2016-09-23"	"2016-10-13"	"2016-10-21T12:42:39Z"	905	"Likely Voters"	"Internet"	37	47	NA	16	"http://elections.huffingtonpost.com/pollster/polls/ipsos-reuters-26344"	"http://big.assets.huffingtonpost.com/2016ReutersSOTN10.17.16.pdf"	"Nonpartisan"	"None"	""	1
"12"	"Strategies 360 (D- KOMO News)"	"2016-09-29"	"2016-10-03"	"2016-10-07T12:47:32Z"	500	"Likely Voters"	"Live Phone"	33	50	10	7	"http://elections.huffingtonpost.com/pollster/polls/strategies-360-d-komo-news-25991"	"http://komonews.com/news/local/komo-poll-clinton-has-big-washington-lead-big-unfavorables-inlsee-leads"	"Sponsor"	"Dem"	""	1
"13"	"Strategies 360 (D- KOMO News)"	"2016-09-29"	"2016-10-03"	"2016-10-07T12:47:32Z"	500	"Likely Voters"	"Live Phone"	31	47	17	6	"http://elections.huffingtonpost.com/pollster/polls/strategies-360-d-komo-news-25991"	"http://komonews.com/news/local/komo-poll-clinton-has-big-washington-lead-big-unfavorables-inlsee-leads"	"Sponsor"	"Dem"	""	2
"14"	"UPI/CVOTER"	"2016-09-19"	"2016-10-02"	"2016-10-04T13:46:04Z"	496	"Likely Voters"	"Internet"	44	52	5	NA	"http://elections.huffingtonpost.com/pollster/polls/upi-cvoter-25944"	"https://www.documentcloud.org/documents/3118423-UPI-CVoter-2016-StatePoll-October-3-1.html"	"Nonpartisan"	"None"	""	1
"15"	"Ipsos/Reuters"	"2016-09-02"	"2016-09-22"	"2016-09-26T18:46:32Z"	705	"Likely Voters"	"Internet"	35	49	NA	16	"http://elections.huffingtonpost.com/pollster/polls/ipsos-reuters-25690"	"http://big.assets.huffingtonpost.com/ipsos926.pdf"	"Nonpartisan"	"None"	""	1
"16"	"Insights West"	"2016-09-12"	"2016-09-14"	"2016-09-22T21:52:34Z"	505	"Likely Voters"	"Internet"	28	38	20	14	"http://elections.huffingtonpost.com/pollster/polls/insights-west-25627"	"http://www.insightswest.com/news/trump-leads-in-arizona-and-nevada-clinton-in-california-and-washington/?utm_source=Political+List+%28US+Election%29&utm_campaign=8423b3928c-Political_List_2016_US_Election_9_21_2016&utm_medium=email&utm_term=0_4223c8f7cf-8"	"Nonpartisan"	"None"	"As you may know, there will be a presidential election on Nov. 8. Which one of the following candidates would you be most likely to support on Election Day?"	1
"17"	"WashPost/SurveyMonkey"	"2016-08-09"	"2016-09-01"	"2016-09-06T14:50:38Z"	722	"Registered Voters"	"Internet"	37	53	NA	10	"http://elections.huffingtonpost.com/pollster/polls/washpost-surveymonkey-25394"	"http://apps.washingtonpost.com/g/page/politics/washington-post-surveymonkey-50-state-poll/2086/"	"Nonpartisan"	"None"	""	1
"18"	"WashPost/SurveyMonkey"	"2016-08-09"	"2016-09-01"	"2016-09-06T14:50:38Z"	722	"Registered Voters"	"Internet"	31	41	23	5	"http://elections.huffingtonpost.com/pollster/polls/washpost-surveymonkey-25394"	"http://apps.washingtonpost.com/g/page/politics/washington-post-surveymonkey-50-state-poll/2086/"	"Nonpartisan"	"None"	""	2
"19"	"Elway"	"2016-08-09"	"2016-08-13"	"2016-08-15T18:10:39Z"	500	"Registered Voters"	"Live Phone"	24	43	11	22	"http://elections.huffingtonpost.com/pollster/polls/elway-25176"	"https://www.documentcloud.org/documents/3013245-Elway-Poll-Governor-President-081516.html"	"Nonpartisan"	"None"	""	1
"20"	"PPP (D-Northwest Progressive Institute)"	"2016-06-14"	"2016-06-15"	"2016-06-17T15:24:41Z"	679	"Likely Voters"	"Automated Phone"	37	49	NA	13	"http://elections.huffingtonpost.com/pollster/polls/ppp-d-northwest-progressive-institute-24698"	"https://www.nwprogressive.org/files/polling/JUN16-WA-Clinton-vs-Trump-Survey-Results.pdf"	"Nonpartisan"	"None"	""	1
