"Pollster"	"Start.Date"	"End.Date"	"Entry.Date.Time..ET."	"Number.of.Observations"	"Population"	"Mode"	"Trump"	"Clinton"	"Johnson"	"Other"	"Undecided"	"Pollster.URL"	"Source.URL"	"Partisan"	"Affiliation"	"Question.Text"	"Question.Iteration"
"11"	"SurveyMonkey"	"2016-10-18"	"2016-10-24"	"2016-10-26T13:40:15Z"	1351	"Likely Voters"	"Internet"	41	43	10	3	3	"http://elections.huffingtonpost.com/pollster/polls/surveymonkey-26441"	"https://www.surveymonkey.com/elections/map?poll=sm-lv-cpsplus"	"Nonpartisan"	"None"	""	1
"12"	"Remington Research Group (R)/Axiom Strategies"	"2016-10-20"	"2016-10-22"	"2016-10-25T13:51:59Z"	1795	"Likely Voters"	"IVR/Live Phone"	41	46	5	2	6	"http://elections.huffingtonpost.com/pollster/polls/remington-research-group-r-axiom-strategies-26426"	"http://big.assets.huffingtonpost.com/WISTATEWIDE.pdf"	"Sponsor"	"Rep"	""	1
"13"	"PPP (D-End Citizens United)"	"2016-10-18"	"2016-10-19"	"2016-10-19T22:35:32Z"	804	"Likely Voters"	"IVR/Online"	38	50	NA	NA	12	"http://elections.huffingtonpost.com/pollster/polls/ppp-d-end-citizens-united-26282"	"http://endcitizensunited.org/press-releases/3-of-26625-print-all-in-new-window-new-ecu-wisconsin-senate-poll-feingold-ahead-by-six/"	"Sponsor"	"Dem"	"The candidates for President this fall are Democrat Hillary Clinton and Republican Donald Trump. If the election were today, who would you vote for?"	1
"14"	"Monmouth University"	"2016-10-15"	"2016-10-18"	"2016-10-19T17:01:07Z"	403	"Likely Voters"	"Live Phone"	40	47	6	3	5	"http://elections.huffingtonpost.com/pollster/polls/monmouth-university-26274"	"https://www.monmouth.edu/polling-institute/reports/MonmouthPoll_WI_101916/"	"Nonpartisan"	"None"	"If the election for President was today, would you vote for Donald Trump the Republican, Hillary Clinton the Democrat, Gary Johnson the Libertarian, or Jill Stein of the Green Party?"	1
"15"	"St Norbert"	"2016-10-13"	"2016-10-16"	"2016-10-18T16:33:59Z"	664	"Likely Voters"	"Live Phone"	39	47	1	6	7	"http://elections.huffingtonpost.com/pollster/polls/st-norbert-26236"	"http://www.snc.edu/sri/docs/2016/201610_Fall_WI_Survey_President_Release.pdf"	"Nonpartisan"	"None"	""	1
"16"	"UPI/CVOTER"	"2016-10-09"	"2016-10-16"	"2016-10-20T16:52:23Z"	361	"Likely Voters"	"Internet"	46	51	NA	3	NA	"http://elections.huffingtonpost.com/pollster/polls/upi-cvoter-26338"	"https://assets.documentcloud.org/documents/3143752/UPI-CVoter-2016-StatePoll-October-16.pdf"	"Nonpartisan"	"None"	""	1
"17"	"WashPost/SurveyMonkey"	"2016-10-08"	"2016-10-16"	"2016-10-18T17:10:13Z"	1076	"Likely Voters"	"Internet"	44	48	NA	NA	8	"http://elections.huffingtonpost.com/pollster/polls/washpost-surveymonkey-26253"	"http://apps.washingtonpost.com/g/page/politics/surveymonkey-15-state-poll/2103/"	"Nonpartisan"	"None"	""	1
"18"	"WashPost/SurveyMonkey"	"2016-10-08"	"2016-10-16"	"2016-10-18T17:10:13Z"	1076	"Likely Voters"	"Internet"	38	43	12	4	3	"http://elections.huffingtonpost.com/pollster/polls/washpost-surveymonkey-26253"	"http://apps.washingtonpost.com/g/page/politics/surveymonkey-15-state-poll/2103/"	"Nonpartisan"	"None"	""	2
"19"	"Ipsos/Reuters"	"2016-09-23"	"2016-10-13"	"2016-10-21T12:42:39Z"	810	"Likely Voters"	"Internet"	37	42	NA	NA	21	"http://elections.huffingtonpost.com/pollster/polls/ipsos-reuters-26344"	"http://big.assets.huffingtonpost.com/2016ReutersSOTN10.17.16.pdf"	"Nonpartisan"	"None"	""	1
"20"	"Marquette Law School"	"2016-10-06"	"2016-10-09"	"2016-10-12T18:24:07Z"	878	"Likely Voters"	"Live Phone"	42	46	NA	8	4	"http://elections.huffingtonpost.com/pollster/polls/marquette-law-school-26150"	"https://law.marquette.edu/poll/2016/10/12/press-release-title/"	"Nonpartisan"	"None"	"If the election for president were being held today and the candidates were Hillary Clinton the Democrat and Donald Trump the Republican, for whom would you vote?"	1
"21"	"Marquette Law School"	"2016-10-06"	"2016-10-09"	"2016-10-12T18:24:07Z"	878	"Likely Voters"	"Live Phone"	37	44	9	5	5	"http://elections.huffingtonpost.com/pollster/polls/marquette-law-school-26150"	"https://law.marquette.edu/poll/2016/10/12/press-release-title/"	"Nonpartisan"	"None"	"If the election for president were being held today and the candidates were Hillary Clinton the Democrat, Donald Trump the Republican, Gary Johnson the Libertarian and Jill Stein the Green Party, for whom would you vote?"	2
"22"	"CBS/YouGov"	"2016-10-05"	"2016-10-07"	"2016-10-09T14:56:59Z"	993	"Likely Voters"	"Internet"	39	43	4	3	11	"http://elections.huffingtonpost.com/pollster/polls/cbs-yougov-26016"	"http://www.cbsnews.com/news/poll-gender-gap-in-views-on-trumps-2005-tape/?ftag=CNM-00-10aab7i&linkId=29728068"	"Nonpartisan"	"None"	""	1
"23"	"Loras College"	"2016-10-04"	"2016-10-05"	"2016-10-10T21:08:21Z"	500	"Likely Voters"	"Live Phone"	37	47	NA	7	9	"http://elections.huffingtonpost.com/pollster/polls/loras-college-26083"	"http://myweb.loras.edu/Loras/PDF/LCPWIOctober102016.pdf"	"Nonpartisan"	"None"	"If the Presidential election were held today, and the candidates were Hillary Clinton for the Democrats and Donald Trump for the Republicans, for whom would you vote?"	1
"24"	"Loras College"	"2016-10-04"	"2016-10-05"	"2016-10-10T21:08:21Z"	500	"Likely Voters"	"Live Phone"	35	43	8	2	12	"http://elections.huffingtonpost.com/pollster/polls/loras-college-26083"	"http://myweb.loras.edu/Loras/PDF/LCPWIOctober102016.pdf"	"Nonpartisan"	"None"	"If the Presidential election were held today, and the candidates were Hillary Clinton for the Democrats and Donald Trump for the Republicans, Gary Johnson for the Libertarians and Jill Stein for the Green Party, for whom would you vote?"	2
"25"	"UPI/CVOTER"	"2016-09-19"	"2016-10-02"	"2016-10-04T13:50:02Z"	575	"Likely Voters"	"Internet"	47	50	NA	3	NA	"http://elections.huffingtonpost.com/pollster/polls/upi-cvoter-25946"	"https://www.documentcloud.org/documents/3118423-UPI-CVoter-2016-StatePoll-October-3-1.html"	"Nonpartisan"	"None"	""	1
"26"	"Ipsos/Reuters"	"2016-09-02"	"2016-09-22"	"2016-09-26T18:43:26Z"	685	"Likely Voters"	"Internet"	41	41	NA	NA	18	"http://elections.huffingtonpost.com/pollster/polls/ipsos-reuters-25686"	"http://big.assets.huffingtonpost.com/ipsos926.pdf"	"Nonpartisan"	"None"	""	1
"27"	"Marquette Law School"	"2016-09-15"	"2016-09-18"	"2016-09-21T18:46:39Z"	642	"Likely Voters"	"Live Phone"	42	44	1	8	5	"http://elections.huffingtonpost.com/pollster/polls/marquette-law-school-25601"	"https://law.marquette.edu/poll/2016/09/21/release-title/"	"Nonpartisan"	"None"	"If the election for president were being held today and the candidates were Hillary Clinton the Democrat and Donald Trump the Republican, for whom would you vote?"	1
"28"	"Marquette Law School"	"2016-09-15"	"2016-09-18"	"2016-09-21T18:46:39Z"	642	"Likely Voters"	"Live Phone"	38	41	11	4	6	"http://elections.huffingtonpost.com/pollster/polls/marquette-law-school-25601"	"https://law.marquette.edu/poll/2016/09/21/release-title/"	"Nonpartisan"	"None"	"If the election for president were being held today and the candidates were Hillary Clinton the Democrat, Donald Trump the Republican, Gary Johnson the Libertarian and Jill Stein the Green Party, for whom would you vote?"	2
"29"	"WashPost/SurveyMonkey"	"2016-08-09"	"2016-09-01"	"2016-09-06T11:53:40Z"	2687	"Registered Voters"	"Internet"	44	46	NA	NA	11	"http://elections.huffingtonpost.com/pollster/polls/washpost-surveymonkey-25347"	"http://apps.washingtonpost.com/g/page/politics/washington-post-surveymonkey-50-state-poll/2086/"	"Nonpartisan"	"None"	""	1
"30"	"WashPost/SurveyMonkey"	"2016-08-09"	"2016-09-01"	"2016-09-06T11:53:40Z"	2687	"Registered Voters"	"Internet"	37	39	13	4	7	"http://elections.huffingtonpost.com/pollster/polls/washpost-surveymonkey-25347"	"http://apps.washingtonpost.com/g/page/politics/washington-post-surveymonkey-50-state-poll/2086/"	"Nonpartisan"	"None"	""	2
"31"	"Monmouth University"	"2016-08-27"	"2016-08-30"	"2016-08-31T17:06:53Z"	404	"Likely Voters"	"Live Phone"	38	43	7	4	8	"http://elections.huffingtonpost.com/pollster/polls/monmouth-university-25303"	"http://www.monmouth.edu/polling-institute/reports/MonmouthPoll_WI_083116/"	"Nonpartisan"	"None"	"If the election for President was today, would you vote for Donald Trump the Republican, Hillary Clinton the Democrat, Gary Johnson the Libertarian, or Jill Stein of the Green Party?"	1
"32"	"Marquette Law School"	"2016-08-25"	"2016-08-28"	"2016-08-31T18:23:56Z"	650	"Likely Voters"	"Live Phone"	42	45	1	7	4	"http://elections.huffingtonpost.com/pollster/polls/marquette-law-school-25304"	"https://law.marquette.edu/poll/2016/08/31/new-marquette-law-school-poll-finds-clinton-edge-over-trump-narrowing-to-pre-convention-levels-among-wisconsin-voters/"	"Nonpartisan"	"None"	"If the election for president were being held today and the candidates were Hillary Clinton the Democrat and Donald Trump the Republican, for whom would you vote?"	1
"33"	"Marquette Law School"	"2016-08-25"	"2016-08-28"	"2016-08-31T18:23:56Z"	650	"Likely Voters"	"Live Phone"	38	41	10	7	5	"http://elections.huffingtonpost.com/pollster/polls/marquette-law-school-25304"	"https://law.marquette.edu/poll/2016/08/31/new-marquette-law-school-poll-finds-clinton-edge-over-trump-narrowing-to-pre-convention-levels-among-wisconsin-voters/"	"Nonpartisan"	"None"	"If the election for president were being held today and the candidates were Hillary Clinton the Democrat, Donald Trump the Republican, Gary Johnson the Libertarian and Jill Stein the Green Party, for whom would you vote?"	2
"34"	"PPP (D-NELP) "	"2016-08-26"	"2016-08-27"	"2016-09-01T15:06:31Z"	1054	"Likely Voters"	"IVR/Online"	41	48	NA	NA	12	"http://elections.huffingtonpost.com/pollster/polls/ppp-d-nelp-25312"	"http://nelpaction.org/wp-content/uploads/2016/08/WIResults1.pdf"	"Sponsor"	"Dem"	"The candidates for President this fall are Democrat Hillary Clinton and Republican Donald Trump. If the election were today, who would you vote for?"	1
"35"	"Marquette Law School"	"2016-08-04"	"2016-08-07"	"2016-08-10T18:41:26Z"	683	"Likely Voters"	"Live Phone"	37	52	0	7	3	"http://elections.huffingtonpost.com/pollster/polls/marquette-law-school-25118"	"https://law.marquette.edu/poll/"	"Nonpartisan"	"None"	"If the election for president were being held today and the candidates were Hillary Clinton the Democrat and Donald Trump the Republican, for whom would you vote?"	1
"36"	"Marquette Law School"	"2016-08-04"	"2016-08-07"	"2016-08-10T18:41:26Z"	683	"Likely Voters"	"Live Phone"	34	47	9	5	4	"http://elections.huffingtonpost.com/pollster/polls/marquette-law-school-25118"	"https://law.marquette.edu/poll/"	"Nonpartisan"	"None"	"If the election for president were being held today and the candidates were Hillary Clinton the Democrat, Donald Trump the Republican, Gary Johnson the Libertarian and Jill Stein the Green Party, for whom would you vote?"	2
"37"	"Marquette Law School"	"2016-07-07"	"2016-07-10"	"2016-07-13T17:22:21Z"	665	"Likely Voters"	"Live Phone"	41	45	0	9	6	"http://elections.huffingtonpost.com/pollster/polls/marquette-law-school-24879"	"https://law.marquette.edu/poll/2016/07/13/new-marquette-law-school-poll-finds-clinton-feingold-leading-parties-remain-divided/"	"Nonpartisan"	"None"	"If the election for president were being held today and the candidates were Hillary Clinton the Democrat and Donald Trump the Republican, for whom would you vote?"	1
"38"	"Marquette Law School"	"2016-07-07"	"2016-07-10"	"2016-07-13T17:22:21Z"	665	"Likely Voters"	"Live Phone"	37	43	8	5	7	"http://elections.huffingtonpost.com/pollster/polls/marquette-law-school-24879"	"https://law.marquette.edu/poll/2016/07/13/new-marquette-law-school-poll-finds-clinton-feingold-leading-parties-remain-divided/"	"Nonpartisan"	"None"	"If the election for president were being held today and the candidates were Hillary Clinton the Democrat, Donald Trump the Republican, Gary Johnson the Libertarian and Jill Stein the Green Party, for whom would you vote?"	2
"39"	"CBS/YouGov"	"2016-06-21"	"2016-06-24"	"2016-06-26T20:54:29Z"	993	"Likely Voters"	"Internet"	36	41	NA	11	12	"http://elections.huffingtonpost.com/pollster/polls/cbs-yougov-24768"	"https://www.scribd.com/doc/316764927/CBS-News-2016-Battleground-Tracker-Wisconsin-June-2016"	"Nonpartisan"	"None"	""	1
"40"	"PPP (D-Americans United for Change/Constitutional Responsibility Project) "	"2016-06-22"	"2016-06-23"	"2016-06-28T03:31:44Z"	843	"Likely Voters"	"IVR/Online"	39	47	NA	NA	14	"http://elections.huffingtonpost.com/pollster/polls/ppp-d-americans-united-for-change-constitutional-responsibility-project-24790"	"http://www.americansunitedforchange.org/page/-/SupremeCourtMemo62816.pdf"	"Sponsor"	"Dem"	""	1
"41"	"GQR (D-Democracy Corps/Women's Voices Women Vote)"	"2016-06-11"	"2016-06-20"	"2016-07-09T02:26:12Z"	300	"Likely Voters"	"Live Phone"	36	47	NA	7	10	"http://elections.huffingtonpost.com/pollster/polls/gqr-d-democracy-corps-women-s-voices-women-vote-24849"	"http://big.assets.huffingtonpost.com/Dcorps_WV_BG_2016.pdf"	"Sponsor"	"Dem"	""	1
"42"	"GQR (D-Democracy Corps/Women's Voices Women Vote)"	"2016-06-11"	"2016-06-20"	"2016-07-09T02:26:12Z"	300	"Likely Voters"	"Live Phone"	32	44	16	3	5	"http://elections.huffingtonpost.com/pollster/polls/gqr-d-democracy-corps-women-s-voices-women-vote-24849"	"http://big.assets.huffingtonpost.com/Dcorps_WV_BG_2016.pdf"	"Sponsor"	"Dem"	""	2
"43"	"Marquette Law School"	"2016-06-09"	"2016-06-12"	"2016-06-15T17:18:30Z"	666	"Likely Voters"	"Live Phone"	37	46	NA	13	4	"http://elections.huffingtonpost.com/pollster/polls/marquette-law-school-24685"	"https://law.marquette.edu/poll/2016/06/15/new-marquette-law-school-poll-finds-clinton-feingold-leading-majorities-have-negative-views-of-presidential-candidates/"	"Nonpartisan"	"None"	""	1
"44"	"Public Opinion Strategies (R)/Federation for Children"	"2016-05-10"	"2016-05-12"	"2016-05-26T20:31:17Z"	600	"Likely Voters"	"Live Phone"	31	43	NA	NA	NA	"http://elections.huffingtonpost.com/pollster/polls/public-opinion-strategies-r-federation-for-children-24567"	"http://big.assets.huffingtonpost.com/WIPollSlides.pdf"	"Pollster"	"Rep"	""	1
"45"	"St Norbert/WPR/WPTV"	"2016-04-12"	"2016-04-15"	"2016-04-20T13:52:53Z"	616	"Registered Voters"	"Live Phone"	34	46	NA	12	9	"http://elections.huffingtonpost.com/pollster/polls/st-norbert-wpr-wptv-24316"	"http://www.snc.edu/sri/docs/2016/201604wissurvey.pdf"	"Nonpartisan"	"None"	""	1
"46"	"Emerson College Polling Society"	"2016-03-30"	"2016-04-03"	"2016-04-04T15:14:26Z"	1198	"Likely Voters"	"Automated Phone"	37	47	NA	NA	17	"http://elections.huffingtonpost.com/pollster/polls/emerson-college-polling-society-24195"	"http://media.wix.com/ugd/3bebb2_d697f4238943476f89e7cdfc710c309f.pdf"	"Nonpartisan"	"None"	""	1
"47"	"Fox News"	"2016-03-28"	"2016-03-30"	"2016-04-01T01:07:56Z"	1602	"Likely Voters"	"Live Phone"	35	49	NA	6	10	"http://elections.huffingtonpost.com/pollster/polls/fox-news-24182"	"https://fnn.app.box.com/s/sgnjwngqy9an66atgcy9mzusetzwlifc"	"Nonpartisan"	"None"	""	1
"48"	"Marquette Law School"	"2016-03-24"	"2016-03-28"	"2016-03-30T17:10:50Z"	1405	"Registered Voters"	"Live Phone"	37	47	NA	12	5	"http://elections.huffingtonpost.com/pollster/polls/marquette-law-school-24172"	"https://law.marquette.edu/poll/2016/03/30/new-marquette-law-school-poll-finds-cruz-sanders-ahead-in-wisconsin-presidential-primaries-bradley-leads-state-supreme-court-race/"	"Nonpartisan"	"None"	""	1
"49"	"Marquette Law School"	"2016-02-18"	"2016-02-21"	"2016-02-25T19:31:09Z"	802	"Registered Voters"	"Live Phone"	37	48	NA	11	6	"http://elections.huffingtonpost.com/pollster/polls/marquette-law-school-23872"	"https://law.marquette.edu/poll/2016/02/25/new-marquette-law-school-poll-finds-tight-democratic-race-trump-maintaining-republican-lead-in-wisconsin/"	"Nonpartisan"	"None"	""	1
"50"	"Marquette Law School"	"2016-01-21"	"2016-01-24"	"2016-01-28T19:28:23Z"	806	"Registered Voters"	"Live Phone"	38	47	NA	9	6	"http://elections.huffingtonpost.com/pollster/polls/marquette-law-school-23623"	"https://law.marquette.edu/poll/2016/01/28/new-marquette-law-school-poll-finds-tight-races-in-wisconsin-presidential-primaries/"	"Nonpartisan"	"None"	""	1
"51"	"Marquette Law School"	"2015-11-12"	"2015-11-15"	"2015-11-20T17:43:41Z"	803	"Registered Voters"	"Live Phone"	38	48	NA	9	5	"http://elections.huffingtonpost.com/pollster/polls/marquette-law-school-23197"	"https://law.marquette.edu/poll/wp-content/uploads/2015/11/MLSP31ToplinesFinal.pdf"	"Nonpartisan"	"None"	""	1
"52"	"St Norbert/WPR/WPTV"	"2015-10-14"	"2015-10-17"	"2015-10-23T17:05:13Z"	603	"Registered Voters"	"Live Phone"	39	50	NA	NA	11	"http://elections.huffingtonpost.com/pollster/polls/st-norbert-wpr-wptv-22973"	"http://www.wpr.org/sites/default/files/2015%20Fall%20WI%20Survey%20Release.pdf"	"Nonpartisan"	"None"	""	1
"53"	"Marquette Law School"	"2015-09-24"	"2015-09-28"	"2015-09-30T17:31:24Z"	803	"Registered Voters"	"Live Phone"	36	50	NA	9	4	"http://elections.huffingtonpost.com/pollster/polls/marquette-law-school-22823"	"https://law.marquette.edu/poll/wp-content/uploads/2015/09/MLSP30Instrument.pdf"	"Nonpartisan"	"None"	""	1
"54"	"Marquette Law School"	"2015-08-13"	"2015-08-16"	"2015-08-22T01:28:26Z"	802	"Registered Voters"	"Live Phone"	35	51	NA	10	4	"http://elections.huffingtonpost.com/pollster/polls/marquette-law-school-22596"	"https://law.marquette.edu/poll/wp-content/uploads/2015/08/MLSP29ToplinesFinal.pdf"	"Nonpartisan"	"None"	""	1
