"","Pollster","Start.Date","End.Date","Entry.Date.Time..ET.","Number.of.Observations","Population","Mode","Trump","Clinton","Johnson","Other","Undecided","Pollster.URL","Source.URL","Partisan","Affiliation","Question.Text","Question.Iteration"
"11","WashPost/SurveyMonkey","2016-10-08","2016-10-16","2016-10-18T16:54:29Z",889,"Likely Voters","Internet",39,50,NA,NA,10,"http://elections.huffingtonpost.com/pollster/polls/washpost-surveymonkey-26241","http://apps.washingtonpost.com/g/page/politics/surveymonkey-15-state-poll/2103/","Nonpartisan","None","",1
"12","WashPost/SurveyMonkey","2016-10-08","2016-10-16","2016-10-18T16:54:29Z",889,"Likely Voters","Internet",33,41,18,5,2,"http://elections.huffingtonpost.com/pollster/polls/washpost-surveymonkey-26241","http://apps.washingtonpost.com/g/page/politics/surveymonkey-15-state-poll/2103/","Nonpartisan","None","",2
"13","Ipsos/Reuters","2016-09-23","2016-10-13","2016-10-21T12:42:39Z",263,"Likely Voters","Internet",36,44,NA,NA,20,"http://elections.huffingtonpost.com/pollster/polls/ipsos-reuters-26344","http://big.assets.huffingtonpost.com/2016ReutersSOTN10.17.16.pdf","Nonpartisan","None","",1
"14","SurveyUSA/KOB-TV","2016-09-28","2016-10-02","2016-10-05T20:50:57Z",594,"Likely Voters","IVR/Online",33,46,14,4,3,"http://elections.huffingtonpost.com/pollster/polls/surveyusa-kob-tv-25972","http://www.surveyusa.com/client/PollReport.aspx?g=fda53900-e6db-46a6-86a5-81e39fd92d32","Nonpartisan","None","",1
"15","UPI/CVOTER","2016-09-19","2016-10-02","2016-10-04T13:24:55Z",507,"Likely Voters","Internet",45,50,NA,5,NA,"http://elections.huffingtonpost.com/pollster/polls/upi-cvoter-25928","https://www.documentcloud.org/documents/3118423-UPI-CVoter-2016-StatePoll-October-3-1.html","Nonpartisan","None","",1
"16","Albuquerque Journal/Research & Polling","2016-09-27","2016-09-29","2016-10-05T12:56:30Z",501,"Likely Voters","Live Phone",34,44,NA,14,8,"http://elections.huffingtonpost.com/pollster/polls/albuquerque-journal-research-polling-25959","https://www.abqjournal.com/857961/clinton-trump-in-tight-race-in-new-mexico.html","Nonpartisan","None","",1
"17","Albuquerque Journal/Research & Polling","2016-09-27","2016-09-29","2016-10-05T12:56:30Z",501,"Likely Voters","Live Phone",31,35,24,3,6,"http://elections.huffingtonpost.com/pollster/polls/albuquerque-journal-research-polling-25959","https://www.abqjournal.com/857961/clinton-trump-in-tight-race-in-new-mexico.html","Nonpartisan","None","",2
"18","WashPost/SurveyMonkey","2016-08-09","2016-09-01","2016-09-06T14:08:10Z",1788,"Registered Voters","Internet",37,51,NA,NA,13,"http://elections.huffingtonpost.com/pollster/polls/washpost-surveymonkey-25381","http://apps.washingtonpost.com/g/page/politics/washington-post-surveymonkey-50-state-poll/2086/","Nonpartisan","None","",1
"19","WashPost/SurveyMonkey","2016-08-09","2016-09-01","2016-09-06T14:08:10Z",1788,"Registered Voters","Internet",29,37,25,5,4,"http://elections.huffingtonpost.com/pollster/polls/washpost-surveymonkey-25381","http://apps.washingtonpost.com/g/page/politics/washington-post-surveymonkey-50-state-poll/2086/","Nonpartisan","None","",2
"20","PPP (D)/NM Political Report","2016-08-19","2016-08-21","2016-08-25T17:52:43Z",1103,"Likely Voters","IVR/Online",31,40,16,4,9,"http://elections.huffingtonpost.com/pollster/polls/ppp-d-nm-political-report-25266","http://nmpoliticalreport.com/89809/poll-clinton-leads-trump-in-nm-johnson-strong/","Pollster","Dem","If the candidates for President this fall were Democrat Hillary Clinton, Republican Donald Trump and Libertarian Gary Johnson, who would you vote for?",1
"21","PPP (D)/NM Political Report","2016-05-13","2016-05-15","2016-07-20T17:09:48Z",802,"Likely Voters","Automated Phone",33,41,14,NA,12,"http://elections.huffingtonpost.com/pollster/polls/ppp-d-nm-political-report-24939","http://big.assets.huffingtonpost.com/NewMexicoResults.pdf","Pollster","Dem","If the candidates for President this fall were Democrat Hillary Clinton, Republican Donald Trump and Libertarian Gary Johnson, who would you vote for?",1
